void,Reff,ratio,dist,y_major,y_inter,y_minor,D,Dc
204,19.152033774169592,1.3275735840163876,281.79279790241407,-8.414852699790153e-08,6.914659259878152e-08,-1.024126092176255e-07,1.8264082219723976e-08,1.7155920181640704e-07
209,18.25300018485208,1.3449498700777525,243.8014743534811,3.4140123856787216e-08,-1.037655230220026e-07,-6.232818413668405e-08,9.646830799347126e-08,-4.1437338885318556e-08
224,18.16366839124493,1.3036132668230414,242.84236162762338,-7.718991337060789e-08,-9.710511119879468e-09,-1.4713260513510792e-07,6.994269176450003e-08,1.3742209401522846e-07
227,17.964363354276053,1.3440606021035892,285.3792431620442,-1.022474322322522e-07,-3.85879873095224e-08,-2.2991726552485964e-07,1.2766983329260743e-07,1.9132927821533725e-07
251,18.336162007440027,1.4144397432119227,266.8397711110916,3.151258813807922e-07,-4.4683160962113995e-07,-3.01917649006301e-07,6.170435303870932e-07,-1.4491396061483894e-07
254,18.326440693717625,1.3347211812146862,245.9304960451791,1.4367052551999915e-07,-4.137270512970965e-08,-9.796229636162369e-08,2.4163282188162285e-07,5.658959123191404e-08
255,17.991441078884726,1.3015160262251262,301.9296160304424,-3.047169022074511e-07,-4.513474839028449e-07,-3.871345487814982e-07,8.24176465740471e-08,-6.42129351213467e-08
261,18.921275631325305,1.4367866696699452,149.7677333002358,7.353276172717863e-08,-3.779496069965787e-08,-7.595408243896878e-09,8.112816997107551e-08,-3.0199552455760995e-08
265,18.09212841521113,1.3730749122786874,200.4204088471401,-6.153843127838304e-08,1.7000270604096803e-07,-2.2240970106182082e-07,1.608712697834378e-07,3.924124071027889e-07
266,18.53677123696037,1.382994319931193,307.90988023012324,-2.0317283189689151e-07,3.607212647087765e-08,-1.75509188968505e-07,-2.7663642928386518e-08,2.1158131543938264e-07
