event,m1,m2,Mf,chi_eff,chi_f,Cf,pred,dev,rho
GW241006_015333,24.6,20.3,42.7,0.07,0.7032283895917764,33.53045904532257,42.56547582559952,-0.0031504490491916243,3667209011773412.5
GW241111_111552,25.3,20.5,43.2,0.1,0.7116717734624216,34.267273064301484,43.43416955802065,0.005420591620848292,3501859935042895.0
GW240921_201835,34.9,9.8,43.7,0.0,0.5028312982707758,33.77611452751834,42.85520665734694,-0.019331655438285182,2816760750590703.0
GW240615_160735,28.5,20.0,45.9,0.28,0.7603410750657352,36.50264551319984,46.06398762843181,0.003572715216379347,3372340461608973.5
GW241210_060606,29.0,21.4,47.9,0.04,0.6867928699993073,38.05220828157377,47.882261617118665,-0.00037032114574808635,2679622850023955.5
GW240630_101703,28.6,21.6,48.0,-0.04,0.6630242983560927,37.88335832882461,47.68431069917982,-0.006576860433753791,2629242010268278.5
GW250101_011205,30.0,21.1,48.7,-0.05,0.6534542906488385,38.63836389234215,48.56910780963592,-0.002687724648133047,2464259052247995.0
GW240525_031210,31.1,21.4,50.2,0.17,0.7233076258728671,39.79689743120386,49.92517141845805,-0.005474672939082739,2617441025339137.0
GW241129_021832,30.4,23.0,50.6,0.17,0.7298579333495435,40.51818157912107,50.76846628605233,0.003329373242140888,2508331291461603.0
GW241130_034908,29.9,24.3,51.6,0.05,0.6962336317239826,41.166414600104204,51.525736456925806,-0.0014392159510503019,2294595591284427.5
GW240505_133552,31.0,23.1,51.8,-0.13,0.6330284788887546,41.09900856616645,51.447019074364114,-0.006814303583704308,2103067851748351.0
GW250116_015318,34.2,21.3,53.0,0.15,0.7077234524128059,42.304023315005686,52.853325817421066,-0.0027674374071497013,2211439066969922.2
GW240531_075248,33.0,22.6,53.1,0.04,0.6803468076253977,42.35876591310543,52.91716718366086,-0.003443179215426427,2104937243772282.0
GW240515_005301,37.1,18.5,53.2,0.47,0.8014903552033692,42.47372902818942,53.05122557177569,-0.00279651180872771,2691751122287478.0
GW240930_234614,35.8,21.9,55.5,0.04,0.6681356973901044,44.133452541728246,54.98473911639676,-0.009283979884743063,1906432453584944.2
GW240420_175625,34.6,23.8,56.0,0.0,0.6676314626075593,44.678131451099944,55.618517115566085,-0.006812194364891333,1846180025918814.5
GW241009_220455,33.2,25.5,56.0,0.11,0.7118216732516711,44.901356360114825,55.87815264112742,-0.002175845694153189,1952543021668497.8
GW250119_025138,33.8,26.7,57.1,0.06,0.6977759650761095,46.39133292206724,57.609636751918714,0.008925337161448556,1731229782447270.5
GW241101_220523,41.0,19.3,57.7,0.15,0.6725931074561845,46.40860248630694,57.62969021548484,-0.0012185404595348413,1693940950676135.8
GW240615_113620,34.0,26.4,57.8,-0.07,0.6555956079717726,46.31137595389855,57.51678600430037,-0.004899896119370689,1669074541949058.2
GW240703_191355,34.4,26.4,58.3,0.05,0.6928047087519865,46.64628795067257,57.905656197570806,-0.006764044638579602,1751645524074098.5
GW241007_082943,36.6,26.6,60.1,0.11,0.7080807231194622,48.65715821251125,60.23783101084703,0.0022933612453748787,1610645975661414.0
GW241009_022835,37.1,26.8,61.0,0.09,0.7011955163037745,49.242555938516105,60.91592873888031,-0.0013782173954047412,1561844773733846.2
GW241210_120900,40.0,23.6,62.0,-0.07,0.6250861152461529,49.058228929520084,60.7024526535488,-0.020928183007277477,1451451254932774.8
GW250109_010541,37.5,27.4,62.2,-0.11,0.6376537969466411,50.07444898355311,61.87892597724913,-0.005161961780560624,1371260054507730.0
GW240414_054515,38.8,25.9,62.2,0.03,0.6745130857149062,49.932871592009974,61.71508792361147,-0.007796014089847788,1467383158185821.8
GW250114_082203,33.76,32.26,62.9,-0.03,0.6769889603024739,50.97125351905796,62.91625405361644,0.0002584110272884393,1384889585340511.8
GW240621_195059,36.8,29.7,62.9,0.0,0.6802113295632097,51.39035472232969,63.40074281470325,0.007960935050926094,1343595723671061.0
GW240907_153833,38.0,28.3,63.0,0.04,0.68749287693368,51.23970331474693,63.22660753130322,0.0035969449413210033,1382748907445660.5
GW240501_033534,38.6,27.7,63.1,0.04,0.684538716994672,51.24904219171452,63.23740284167783,0.0021775410725487464,1379764174689721.8
GW240716_034900,40.3,26.5,63.9,-0.02,0.6562390259007767,51.693521346313744,63.75109829545949,-0.002330230118004794,1307074627847386.8
GW241002_030559,37.3,29.9,64.2,-0.1,0.6483533556283679,51.97701771270593,64.07863838141716,-0.0018903678906984198,1275106116646062.2
GW250118_170523,38.1,29.6,64.4,0.12,0.7156554569011323,52.40152771768932,64.56895043568888,0.0026234539703240754,1386687728593841.8
GW240919_061559,38.3,29.6,64.7,-0.02,0.6711148745974335,52.57005428811702,64.76355050144481,0.000982233407184058,1280028970600812.8
GW240908_082628,39.8,27.7,65.0,0.14,0.714440205340284,52.26167225426337,64.40743608230598,-0.00911636796452342,1427453256094784.5
GW240920_124024,37.1,31.9,65.6,-0.04,0.6709568874490031,53.4731821225875,65.80593370217127,0.0031392332648060867,1226724670965553.5
GW250109_074552,39.0,30.2,65.9,0.07,0.699707758977612,53.65862413385479,66.01987212141094,0.0018190003249003868,1281378739017842.5
GW241124_024914,42.0,26.0,67.0,0.04,0.6695561371637618,52.720048013603744,64.93672699792107,-0.030795119434013876,1350473596952840.2
GW241114_024711,47.0,25.0,68.9,0.12,0.6785706262700844,56.14642385659671,68.88685223190474,-0.00019082392010545183,1124758934604547.6
GW240511_031507,40.5,32.2,69.1,0.05,0.6950160024500335,56.590808777693496,69.3983736577668,0.004317997941632455,1124228079830660.4
GW240621_200935,41.6,31.6,70.0,-0.09,0.6475178358326785,57.021143333202005,69.89355473887576,-0.0015206465874890846,1039465017495711.0
GW241109_033317,42.4,31.7,70.0,0.01,0.6782049276753881,57.782163990465676,70.76885474647771,0.010983639235395921,1026484137060380.2
GW250118_023225,44.0,31.0,71.0,0.04,0.6829519192067594,58.55653164230712,71.65899219432956,0.009281580201824739,1009109549872926.5
GW241102_144729,44.4,31.0,72.0,-0.09,0.6396082399910918,58.89631305062659,72.04941045927887,0.0006862563788732561,952412965523087.5
GW241230_084504,42.4,33.5,72.4,-0.14,0.6346843967633301,59.28499183081349,72.4958939133884,0.0013245015661380451,930789449687872.1
GW240621_214041,45.0,32.0,73.0,0.0,0.6707839297709273,60.23948861000905,73.59181115976705,0.008107002188589691,932463674152691.0
GW240908_125134,45.0,32.0,74.0,-0.09,0.6414968330584693,60.23948861000905,73.59181115976705,-0.005516065408553413,922746177467710.2
GW241201_055758,47.0,33.0,76.0,0.13,0.7118916042685327,62.776783397168145,76.50145632400478,0.0065981095263786555,916901311948009.2
GW240924_000316,46.0,34.0,76.0,0.1,0.7061017296677701,62.76128126500218,76.48369464683215,0.006364403247791428,908443722372087.1
GW250104_015122,45.8,34.5,76.0,0.11,0.7105826811209168,63.0097220892616,76.76832511268111,0.010109540956330414,898673576083723.6
GW240923_204006,46.1,34.9,76.3,0.01,0.6791480715989422,63.60028585402362,77.44472422854165,0.015002938775119894,822555848680206.9
GW240705_053215,47.1,35.3,78.2,-0.03,0.6656093529730882,64.7875652242868,78.80376901783846,0.007720831430159327,788953497752348.6
GW240514_121713,46.8,36.7,78.9,0.01,0.681589011059757,65.70759557593568,79.85618077525702,0.012118894489949433,774925243835060.2
GW240527_183429,52.0,33.0,80.0,0.31,0.7633246115160599,67.04948909849371,81.39005466208683,0.017375683276085317,851820174892065.8
GW240601_061200,52.0,32.0,82.0,-0.08,0.6275865597567555,66.2147320978657,80.43602391876176,-0.019072879039490703,760289361209054.4
GW241229_155844,52.0,33.0,82.0,0.05,0.6758079468198928,67.04948909849371,81.39005466208683,-0.007438357779428958,773828222161635.4
GW241127_061008,63.8,20.8,83.0,-0.16,0.4609472374771011,67.15339756624672,81.50877528926385,-0.01796656277995359,614274559438754.5
GW240426_031451,52.0,36.0,84.0,-0.05,0.6518560127339413,69.56255667695217,84.25925076486877,0.0030863186293900854,669537177353312.8
GW250108_152221,54.0,36.0,86.0,0.05,0.6810183572330613,71.27769617395656,86.21498344837963,0.0024998075392979875,665366154890236.5
GW240612_081540,55.0,38.0,88.0,0.07,0.6909940602977158,73.81867531031466,89.10888573927316,0.012600974309922302,607906284060049.4
GW241225_082815,55.7,42.2,94.0,-0.17,0.6216745390823329,77.96889342930723,93.82695906735512,-0.0018408609855838376,506919366699204.2
GW241116_151753,70.0,24.0,95.0,0.28,0.6795672411287228,75.14000191913544,90.61213166367457,-0.04618808775079395,662279593954266.6
GW240519_012815,65.0,39.0,100.0,-0.04,0.6379573820421738,83.28997036479191,99.86157013140722,-0.0013842986859278028,448319462730753.5
GW240618_071627,65.0,40.0,101.0,0.0,0.655117992240957,84.13419010817117,100.81758039646002,-0.0018061346885146897,450220094453392.56
GW241125_010116,60.0,47.0,101.0,0.09,0.7067059113634702,85.75185030452076,102.64841039813274,0.016320895031017222,442818790037118.75
GW240824_205609,70.0,37.0,103.0,0.08,0.6629945781899111,85.9440314586129,102.86582707164195,-0.0013026497898840275,434281772932487.25
GW241230_233618,68.0,49.0,112.0,-0.14,0.6265526556509834,94.38264556071351,112.39473362958955,0.0035244074070495757,330518439991418.3
