Name,Type,Rad,g_obs,g_bar,locked,Vobs
UGC 03809,SAB(r)bc,10.643333333333334,1.817762880933577e-10,1.0620375454507882e-10,0.024187231593132925,244.33333333333334
UGC 03809,SAB(r)bc,11.787500000000001,1.69436223625521e-10,9.655598644265833e-11,0.02169172334023926,248.25
UGC 03809,SAB(r)bc,13.090000000000002,1.539936122872297e-10,8.639448555114019e-11,0.01965922981747493,249.4
UGC 03809,SAB(r)bc,14.410000000000002,1.3673225513009332e-10,7.704675610519477e-11,0.018190930968760347,246.57142857142858
UGC 03809,SAB(r)bc,15.56166666666667,1.3033235121733322e-10,6.967216852369983e-11,0.017249141622861713,250.16666666666666
UGC 03809,SAB(r)bc,16.823999999999998,1.240804702170451e-10,6.239229654422947e-11,0.016479738696520658,253.8
UGC 03809,SAB(r)bc,18.0325,1.2692292156225427e-10,5.616155825722258e-11,0.01593635782021878,265.75
UGC 03809,SAB(r)bc,18.97,1.0762906484674984e-10,5.178963007807583e-11,0.01561574586006062,251.0
UGC 03809,SAB(r)bc,20.08,1.0412456007858201e-10,4.709339323530136e-11,0.015326848268939503,254.0
UGC 03809,SAB(r)bc,21.27,1.0299796895460229e-10,4.258725622592698e-11,0.015105170936751084,260.0
UGC 03809,SAB(r)bc,22.8775,9.200473242181678e-11,3.727361106382065e-11,0.014918381209184864,254.85
UGC 03809,SAB(r)bc,24.9,6.647632248500418e-11,3.167376769070706e-11,0.014819784247170847,226.0
UGC 03876,SAd,0.17666666666666667,1.2084641765481535e-10,4.053458020160371e-11,0.7130989982993401,25.666666666666668
UGC 03876,SAd,0.453,8.270068120524694e-11,3.6791003837635833e-11,0.4663675189689935,34.0
UGC 03876,SAd,0.7291666666666666,9.957649309311419e-11,3.449915540285308e-11,0.3133921531586044,47.333333333333336
UGC 03876,SAd,1.02,8.924851984361981e-11,3.279110426765255e-11,0.21386149402333307,53.0
UGC 03876,SAd,1.3199999999999998,1.1352548056356625e-10,3.1268947247853606e-11,0.1510042190497493,68.0
UGC 03876,SAd,1.86,1.1290892467968734e-10,2.8542878519358818e-11,0.09076767813783854,80.5
UGC 03876,SAd,2.2866666666666666,1.0727168414783264e-10,2.629491308252922e-11,0.06663710465872263,87.0
UGC 03876,SAd,2.55,1.1229617961384475e-10,2.4889630701463067e-11,0.05695081546602832,94.0
UGC 03876,SAd,2.8449999999999998,1.094005071909444e-10,2.3326151599608895e-11,0.04899235473981252,98.0
UGC 03876,SAd,3.1566666666666667,9.330615373438622e-11,2.1710808556439347e-11,0.04283574847307209,95.33333333333333
UGC 03876,SAd,3.4933333333333336,1.0163100344212996e-10,2.0031398105833843e-11,0.03794517686988644,104.66666666666667
UGC 03876,SAd,3.81,1.0105957673986482e-10,1.852973823641359e-11,0.03449896631899556,109.0
UGC 03876,SAd,4.0344444444444445,9.369431194952125e-11,1.7516681551132963e-11,0.03255154418739832,108.0
UGC 03876,SAd,5.04,7.639622765454068e-11,1.3537056921274424e-11,0.026995429501245033,109.0
UGC 03915,SBc,0.27,1.5326485461820406e-09,1.4833119452133402e-09,0.9527305868533306,113.0
UGC 03915,SBc,0.8099999999999999,8.645678971062135e-10,2.9520195050278873e-10,0.5770119472220763,147.0
UGC 03915,SBc,1.2775,4.796163087362624e-10,2.1312107514997823e-10,0.32136034645098394,137.5
UGC 03915,SBc,1.39,7.554046689064563e-10,2.0516588716183978e-10,0.2819720096142388,180.0
UGC 03915,SBc,1.985714285714286,4.312331062713259e-10,1.8149791091790355e-10,0.15618369861601422,162.55102040816325
UGC 03915,SBc,2.445,4.19962580804725e-10,1.700291949417744e-10,0.10996630411979842,178.0
UGC 03915,SBc,2.943333333333333,3.9887765961107223e-10,1.587510877202974e-10,0.0812728046438961,190.33333333333334
UGC 03915,SBc,3.37,3.8082522445485545e-10,1.4929266473231524e-10,0.06592385308321702,199.0
UGC 03915,SBc,3.7266666666666666,3.3749034913429257e-10,1.4146448350432458e-10,0.056892148964014295,197.0
UGC 03915,SBc,4.2299999999999995,3.009652733197931e-10,1.306255030314486e-10,0.04782248546024249,198.2
UGC 03915,SBc,4.7333333333333325,2.81220524707315e-10,1.2017096532553633e-10,0.041515199119397904,202.66666666666666
UGC 03915,SBc,5.080000000000001,2.5773764581268064e-10,1.1326357819217359e-10,0.038240463912076236,201.0
UGC 03915,SBc,5.44,2.4428714290032717e-10,1.0638247805470631e-10,0.035503645830191465,202.5
UGC 03915,SBc,5.89,2.2451062500252608e-10,9.823350919698842e-11,0.03279824504161055,202.0
UGC 03915,SBc,6.470000000000001,1.9835873360322455e-10,8.850607779463159e-11,0.030168880722730287,199.0
UGC 03915,SBc,6.789999999999999,1.9282875415735169e-10,8.351717130713996e-11,0.029028562455643843,201.0
UGC 03915,SBc,7.26,1.8759469647231327e-10,7.666976288357852e-11,0.027659446999357875,205.0
UGC 03915,SBc,7.77,1.701888778976678e-10,6.986510935085045e-11,0.026499548452835184,202.0
UGC 03915,SBc,8.54,1.579253757722678e-10,6.074924087993467e-11,0.025228083380035075,204.0
UGC 03915,SBc,8.92,1.4678332295161634e-10,5.672676563963338e-11,0.02476413274699034,201.0
UGC 04026,Sab,1.545,1.4371243625010185e-09,4.2315559057799547e-10,0.3435764005460757,261.75
UGC 04026,Sab,2.03,1.3518838965982184e-09,3.8989523740785187e-10,0.25202462523698865,291.0
UGC 04026,Sab,2.6538461538461537,7.20171898870934e-10,3.5950085685702976e-10,0.18110725719528697,242.84615384615384
UGC 04026,Sab,3.035,6.754088362792663e-10,3.432261679450088e-10,0.15285495174992553,251.5
UGC 04026,Sab,3.555,6.425973060696361e-10,3.2205633536908373e-10,0.12529374980235916,265.5
UGC 04026,Sab,4.075,5.669494840863787e-10,3.0156399769476434e-10,0.10596794250645576,267.0
UGC 04026,Sab,4.36,5.744504279940786e-10,2.905807562405461e-10,0.09776301396321796,278.0
UGC 04026,Sab,4.97,4.85979959080481e-10,2.6773270812848654e-10,0.08414855185108804,273.0
UGC 04026,Sab,5.85,4.3122307806775867e-10,2.366803340837767e-10,0.07085009772200074,279.0
UGC 04026,Sab,6.46,3.417416810777702e-10,2.166999793055749e-10,0.06444471653781303,261.0
UGC 04026,Sab,7.52,3.306672261965116e-10,1.8526208282301637e-10,0.056713222156086186,277.0
UGC 04026,Sab,8.51,3.314087164088083e-10,1.596959737845647e-10,0.05201368729945038,295.0
UGC 04273,SBb,0.38789473684210524,4.819045515008384e-10,1.1940307664418613e-09,0.9233549660955225,75.94736842105263
UGC 04273,SBb,0.8788235294117649,4.6549676847869856e-10,3.90080545647886e-10,0.6501124601201786,112.3529411764706
UGC 04273,SBb,1.47,3.3898110445235754e-10,2.4949233479195456e-10,0.36352486179597304,124.0
UGC 04273,SBb,4.69,1.5340840299563826e-10,1.3672786628394817e-10,0.06516633487639054,149.0
UGC 04273,SBb,5.08,1.74735738056503e-10,1.280659356395275e-10,0.059301402726443325,165.5
UGC 04273,SBb,5.78,1.6877984146310835e-10,1.13584909488272e-10,0.05164754759942326,173.5
UGC 04273,SBb,6.465,1.5971928834508695e-10,1.0077566983863025e-10,0.046530022844651235,178.5
UGC 04273,SBb,7.202500000000001,1.5945427144468585e-10,8.847715494018399e-11,0.042700045198604895,188.25
UGC 04273,SBb,7.946666666666666,1.5560271880285756e-10,7.756187087531093e-11,0.04001361128399352,195.33333333333334
UGC 04273,SBb,8.91,1.454895303903194e-10,6.546976532495867e-11,0.037707681091414036,200.0
UGC 04273,SBb,10.78,1.1785854477122162e-10,4.75066499500061e-11,0.035500468940066685,198.0
UGC 04273,SBb,11.38,1.082870232698787e-10,4.3005183080533393e-11,0.03519011553628898,195.0
UGC 04273,SBb,13.29,1.212646450600292e-10,3.175631857584148e-11,0.034941850861581594,223.0
UGC 04273,SBb,13.72,1.0317819252348346e-10,2.975334681875225e-11,0.03499306394166778,209.0
UGC 04284,SAcd,0.19833333333333333,3.6357776335114454e-11,7.091505659840615e-11,0.851861735920389,14.916666666666666
UGC 04284,SAcd,0.42999999999999994,5.936030404811946e-11,4.482756423017692e-11,0.6436120385470196,28.06451612903226
UGC 04284,SAcd,0.7380327868852459,8.685877831298413e-11,3.557192682602315e-11,0.4475423591669163,44.47540983606557
UGC 04284,SAcd,1.015,8.633563742519767e-11,3.198015053984723e-11,0.3392383338342175,52.0
UGC 04284,SAcd,1.2933333333333334,7.306787944345182e-11,2.9575756717722854e-11,0.2694161090904834,54.0
UGC 04284,SAcd,1.6000000000000003,7.91205881212003e-11,2.741009822919253e-11,0.2189840498578713,62.5
UGC 04284,SAcd,1.9749999999999999,6.206297451899216e-11,2.5031779180518797e-11,0.17909650440637018,61.5
UGC 04284,SAcd,2.2525,5.7558002646516195e-11,2.337694325121475e-11,0.15890021044044794,63.25
UGC 04284,SAcd,2.5416666666666665,6.397439990774737e-11,2.1730432484714662e-11,0.14325317597020734,70.83333333333333
UGC 04284,SAcd,2.863,7.190262562587028e-11,1.9994545137958417e-11,0.13032182603332967,79.7
UGC 04284,SAcd,3.15,7.52092279386053e-11,1.8531649585158013e-11,0.12158615216212244,85.5
UGC 04284,SAcd,3.433333333333333,7.117155106036148e-11,1.7171694045131048e-11,0.11486815929291,86.83333333333333
UGC 04284,SAcd,3.715,7.667136399362615e-11,1.5904222096379142e-11,0.10961842188525259,93.75
UGC 04284,SAcd,4.12,7.173960513241497e-11,1.4228891076744165e-11,0.10395152614952294,95.5
UGC 04284,SAcd,4.2,7.562589956153385e-11,1.3918150057066113e-11,0.10304420366500334,99.0
UGC 04284,SAcd,4.585,5.853193739561349e-11,1.2512820281336936e-11,0.0994603235329614,91.0
UGC 04284,SAcd,4.88,6.640941166894191e-11,1.1533100310883746e-11,0.09744656110479688,100.0
UGC 04284,SAcd,5.183333333333334,7.337777330065616e-11,1.0608369084621244e-11,0.0959048773920526,108.33333333333333
UGC 04284,SAcd,5.57,8.204677145207414e-11,9.542766524766811e-12,0.09456986409137225,118.75
UGC 04284,SAcd,5.82,7.98028547351346e-11,8.916422970501754e-12,0.09401674894981064,119.71428571428571
UGC 04456,SAc,0.615,4.1740183336079374e-10,1.3889668740816122e-10,0.845096230058766,89.0
UGC 04456,SAc,1.25,7.492681717195371e-12,6.729251902262486e-11,0.5395193957590771,17.0
UGC 04456,SAc,2.164285714285714,5.188330263679631e-10,5.058725168385132e-11,0.25888174232261374,186.14285714285714
UGC 04456,SAc,3.685,2.4969610795312556e-10,4.456117808766301e-11,0.10381808591645347,168.5
UGC 04456,SAc,5.48,1.7904714191098098e-10,3.9392279160425543e-11,0.05332403175638744,174.0
UGC 04456,SAc,6.31,1.1555869098652648e-10,3.6857260270647956e-11,0.04300472477005397,150.0
UGC 04456,SAc,7.17,1.5302625331022095e-10,3.4208887706918485e-11,0.03589382640681065,184.0
UGC 04456,SAc,8.07,1.0800991297260921e-10,3.148595965011294e-11,0.03078809139833997,164.0
UGC 04456,SAc,9.215000000000002,1.4564076194171718e-10,2.8180177881624082e-11,0.02638402396251729,203.5
UGC 04456,SAc,10.13,1.3840974844868805e-10,2.571028224932137e-11,0.02393096713942269,208.0
UGC 04456,SAc,11.34,1.383189749639394e-10,2.2711976920923297e-11,0.021617806990574872,220.0
UGC 04456,SAc,11.37,5.117980028255323e-11,2.2641647774801358e-11,0.021570679650341876,134.0
UGC 04456,SAc,14.45,9.703050185364775e-11,1.6430931870502025e-11,0.01840346533912561,208.0
UGC 04456,SAc,15.26,1.1828207293898647e-10,1.5107852886588744e-11,0.01794675830360618,236.0
UGC 04456,SAc,16.24,7.744544547047191e-11,1.3659733548656495e-11,0.017526039757545322,197.0
UGC 04820,SA(r)ab,1.78,2.079997691816191e-09,9.670950930041454e-10,0.6147452183914426,338.0
UGC 04820,SA(r)ab,1.97,1.543554598812876e-09,8.795113862807998e-10,0.5744599820547943,306.3157894736842
UGC 04820,SA(r)ab,2.2248648648648652,1.3805942894213681e-09,7.868229655982127e-10,0.5256887238571086,307.86486486486484
UGC 04820,SA(r)ab,2.52,1.202214178031084e-09,7.035134207962893e-10,0.4764827308012087,305.75
UGC 04820,SA(r)ab,2.8457142857142856,1.1413046659771732e-09,6.31278929368518e-10,0.4303889193260075,316.57142857142856
UGC 04820,SA(r)ab,3.1625,1.0509866449774535e-09,5.7431681565161e-10,0.3927142222346095,320.25
UGC 04820,SA(r)ab,3.457142857142857,9.693643388662271e-10,5.295800744290065e-10,0.36303476931547063,321.57142857142856
UGC 04820,SA(r)ab,3.7371428571428567,9.370157965635336e-10,4.925280675457287e-10,0.3388729331814261,328.7142857142857
UGC 04820,SA(r)ab,4.025,8.504529501802759e-10,4.587372560654486e-10,0.3175046851885092,325.0
UGC 04820,SA(r)ab,4.31,8.225681515246325e-10,4.287208031987225e-10,0.29928273555874174,330.75
UGC 04820,SA(r)ab,4.625,7.584544671756703e-10,3.9879172727101626e-10,0.28200179376905093,329.0
UGC 04820,SA(r)ab,4.960000000000001,6.986558238729767e-10,3.7006223598368803e-10,0.26638004468184207,327.0
UGC 04820,SA(r)ab,5.2250000000000005,7.044058624361858e-10,3.4925924396805325e-10,0.255718435417114,337.0
UGC 04820,SA(r)ab,5.49,6.158602231119146e-10,3.299380117581452e-10,0.24633606641451225,323.0
UGC 04820,SA(r)ab,5.861818181818181,5.967714490231742e-10,3.050301403102498e-10,0.23501224130470225,328.54545454545456
UGC 04936,SABd,0.6996774193548387,1.5702999664617227e-10,3.808958890599724e-11,0.6213684815555595,58.225806451612904
UGC 04936,SABd,1.4565625000000002,1.4582884897966036e-10,3.208597620286061e-11,0.3644529274738857,80.95833333333333
UGC 04936,SABd,2.3405555555555555,2.645368894411254e-10,2.919712146281917e-11,0.1983025323800335,138.22222222222223
UGC 04936,SABd,3.38,1.2027318167689382e-10,2.7269813948498035e-11,0.10937185651138306,112.0
UGC 04936,SABd,4.365,1.8651928408761442e-10,2.555917595938079e-11,0.07099416370979933,158.5
UGC 04936,SABd,5.347499999999999,1.4372757667781687e-10,2.3730782612403668e-11,0.05110477929639212,154.0
UGC 04936,SABd,6.309999999999999,1.86524409884099e-10,2.186242009280402e-11,0.03986445291695042,190.57142857142858
UGC 04936,SABd,7.1125,1.4396151029694243e-10,2.030052210445307e-11,0.03379407163786674,177.75
UGC 04936,SABd,8.117500000000001,1.5141959845901658e-10,1.839701548763988e-11,0.028629530580953345,194.75
UGC 04936,SABd,9.443333333333333,1.7015101749064855e-10,1.6047234321004993e-11,0.024252584952740693,222.66666666666666
UGC 04936,SABd,10.29,1.2850996902476957e-10,1.466714679240165e-11,0.022347693403415827,202.0
UGC 04936,SABd,11.23,1.2485224860064202e-10,1.325401467489293e-11,0.020763577587137635,208.0
UGC 04936,SABd,12.1775,1.4948169321190764e-10,1.1957168759863973e-11,0.019573321026915724,237.0
UGC 04936,SABd,13.09,1.2725286874599095e-10,1.0825746811895961e-11,0.018709922874855973,226.71428571428572
UGC 04936,SABd,14.116666666666667,1.2391969664113953e-10,9.683024089415979e-12,0.017985968327827718,232.33333333333334
UGC 04936,SABd,15.23,1.1801341404294604e-10,8.587749795914658e-12,0.0174232820506343,235.5
UGC 04936,SABd,16.29,9.281878362695905e-11,7.670942268209958e-12,0.017049760143361473,216.0
UGC 04936,SABd,17.27,1.0013388747194023e-10,6.9213427916038616e-12,0.01681257065430753,231.0
UGC 04936,SABd,18.28,1.0126726137437174e-10,6.236735924678809e-12,0.016653265967774306,239.0
UGC 04936,SABd,19.04,1.1242133996245318e-10,5.774425681027166e-12,0.016579310771605703,257.0
UGC 04936,SABd,19.44,1.4116894599250938e-10,5.5477941026482834e-12,0.01655374652206305,291.0
UGC 05045,SAB(r)c,3.5140000000000002,1.1833108880983709e-09,1.004263165869385e-10,0.5946428202010619,358.2
UGC 05045,SAB(r)c,4.78,9.534196392847568e-10,7.985480244786788e-11,0.4618897276499374,375.0
UGC 05045,SAB(r)c,5.04,1.018556354295923e-09,7.700237218607368e-11,0.43943562259002183,398.0
UGC 05045,SAB(r)c,6.06,8.989686444811845e-10,6.81817659077112e-11,0.36504521567263226,410.0
UGC 05045,SAB(r)c,6.996666666666666,8.340125172532931e-10,6.218068471708933e-11,0.31270492376576725,424.3333333333333
UGC 05045,SAB(r)c,7.95,7.432554051133353e-10,5.725137594218513e-11,0.2713252197403575,427.0
UGC 05045,SAB(r)c,8.66,6.336818115877778e-10,5.408161993230548e-11,0.24650554745892578,411.5
UGC 05045,SAB(r)c,9.23,6.952928697640525e-10,5.1761486262937584e-11,0.2295347797091504,445.0
UGC 05045,SAB(r)c,10.43,5.42897335157121e-10,4.736596284915509e-11,0.20056615776394843,418.0
UGC 05045,SAB(r)c,10.949999999999998,4.878512282692707e-10,4.562506867562751e-11,0.19029913850939334,406.0
UGC 05045,SAB(r)c,12.14,4.753961606107168e-10,4.1936238354349116e-11,0.170782136637089,422.0
UGC 05045,SAB(r)c,13.910000000000002,4.2280637119425273e-10,3.70702610668382e-11,0.149386026747034,426.0
UGC 05045,SAB(r)c,14.25,4.224634397098068e-10,3.6208403802293927e-11,0.14606835014824507,431.0
UGC 05045,SAB(r)c,16.45,3.12068329826836e-10,3.112142626147881e-11,0.12904462841709738,398.0
UGC 05228,SBc,0.33037037037037037,4.9906305582478646e-11,4.653757948368907e-12,0.0,22.555555555555557
UGC 05228,SBc,0.6715789473684212,7.99771300374511e-11,6.867144875780881e-12,0.0,40.71052631578947
UGC 05228,SBc,1.1036363636363637,1.248100155051208e-10,8.417219839319248e-12,0.0,65.1948051948052
UGC 05228,SBc,1.5173333333333334,1.43730578667874e-10,9.180987579338171e-12,0.0,82.03333333333333
UGC 05228,SBc,1.9375,1.5175314917259146e-10,9.519326729569371e-12,0.0,95.25
UGC 05228,SBc,2.45,1.5860307704187875e-10,9.555928132003791e-12,0.0,109.5
UGC 05228,SBc,2.8475,1.5579640980932016e-10,9.400613610777047e-12,0.0,117.0
UGC 05228,SBc,3.285,1.3678419298889407e-10,9.111174380178664e-12,0.0,117.75
UGC 05228,SBc,3.725,1.2737785121276495e-10,8.739874458745473e-12,0.0,121.0
UGC 05228,SBc,4.153333333333333,1.1868985680174786e-10,8.332319932944597e-12,0.0,123.33333333333333
UGC 05228,SBc,4.62,1.1854798699482635e-10,7.861535306206314e-12,0.0,130.0
UGC 05228,SBc,4.995,9.895730914399962e-11,7.47575621203174e-12,0.0,123.5
UGC 05228,SBc,5.44,7.878548915974581e-11,7.0198703405773795e-12,0.0,115.0
UGC 05228,SBc,5.873333333333333,7.596396463853851e-11,6.5853866346123744e-12,0.0,117.33333333333333
UGC 05228,SBc,6.36,7.095064595318134e-11,6.115046045376813e-12,0.0,118.0
UGC 05228,SBc,6.75,7.743782097696024e-11,5.754677053140447e-12,0.0,127.0
UGC 05228,SBc,7.163333333333334,7.829836257317475e-11,5.390625214518005e-12,0.0,131.55555555555554
UGC 05228,SBc,8.77,5.866660433206241e-11,4.160833465599448e-12,0.0,126.0
UGC 05251,Sbc,0.4206666666666667,1.764332974176214e-11,3.662516741227743e-11,0.7633591557457038,15.133333333333333
UGC 05251,Sbc,1.0453846153846154,4.440346396785311e-11,4.125854076762946e-11,0.653428537667609,37.84615384615385
UGC 05251,Sbc,1.6250943396226414,6.981861766422291e-11,3.802217461497499e-11,0.5525161432889764,59.16981132075472
UGC 05251,Sbc,2.2939024390243903,7.175748706250255e-11,3.019710604357066e-11,0.38449611076585105,71.26829268292683
UGC 05251,Sbc,2.8932142857142855,4.9908141073830256e-11,2.6430045091221364e-11,0.2761984577410381,66.75
UGC 05251,Sbc,3.365,4.9926299662643647e-11,2.4577292428633986e-11,0.21957160726892766,72.0
UGC 05251,Sbc,4.11,6.89335833166545e-11,2.2430168823857037e-11,0.16127392986716568,93.5
UGC 05251,Sbc,4.865,6.930538073459233e-11,2.066388780003149e-11,0.12494032481600405,102.0
UGC 05251,Sbc,5.446666666666666,7.687496053771527e-11,1.943266875997058e-11,0.1059952276713786,113.66666666666667
UGC 05251,Sbc,6.31,6.558084112030919e-11,1.772993796886565e-11,0.08655943645562814,113.0
UGC 05251,Sbc,7.22,5.23551933962314e-11,1.60631424256925e-11,0.07297522617776761,108.0
UGC 05251,Sbc,8.01,4.460623179291401e-11,1.4716219020699862e-11,0.06471710474766006,105.0
UGC 05251,Sbc,8.625,4.713314250062622e-11,1.3732123602549589e-11,0.05981697459089022,112.0
UGC 05251,Sbc,9.92,5.023207898638766e-11,1.1844462173086994e-11,0.05242538944557607,124.0
UGC 05251,Sbc,10.97,4.325273434526431e-11,1.0493456695875727e-11,0.04838920925056691,121.0
UGC 05251,Sbc,11.24,4.1518880576511433e-11,1.0171042706229752e-11,0.04755347454748147,120.0
UGC 05251,Sbc,11.68,3.9954813157533266e-11,9.666733182745872e-12,0.04633561565974379,120.0
UGC 05251,Sbc,12.68,4.38604206515416e-11,8.613733507322991e-12,0.044121515008083985,131.0
UGC 05251,Sbc,12.919999999999998,4.1741337581767556e-11,8.379374641206809e-12,0.04368614465580152,129.0
UGC 05510,SABbc,0.1791666666666667,2.046800553115951e-10,8.209726612533709e-10,0.9529571589852767,33.638888888888886
UGC 05510,SABbc,0.5494117647058824,4.001886985364827e-10,2.109550842520741e-10,0.6707717389190194,82.36764705882354
UGC 05510,SABbc,0.9356060606060606,3.475384594168026e-10,1.3327181807934262e-10,0.3882234661854578,100.16666666666667
UGC 05510,SABbc,1.2896,2.825750859942481e-10,1.1204061961242857e-10,0.24524401361977435,106.04
UGC 05510,SABbc,1.6783333333333335,2.6282387484735827e-10,9.951414264548972e-11,0.16335101323221596,116.66666666666667
UGC 05510,SABbc,2.032,2.816927781972197e-10,9.085761651382104e-11,0.12210502760106294,132.9
UGC 05510,SABbc,2.3910000000000005,2.7446039171038434e-10,8.30538849705824e-11,0.09648753759012058,142.3
UGC 05510,SABbc,2.76875,2.298248378705788e-10,7.545874504860293e-11,0.07920033310818714,140.125
UGC 05510,SABbc,3.1683333333333334,2.2759470720034823e-10,6.799965952125337e-11,0.06711808027597226,149.16666666666666
UGC 05510,SABbc,3.5260000000000002,2.1067785944830447e-10,6.181838055818651e-11,0.059611049776798035,151.4
UGC 05510,SABbc,3.8475000000000006,1.758759759803007e-10,5.6666791696585214e-11,0.05461644631646079,144.5
UGC 05510,SABbc,4.2,1.607435101054589e-10,5.145794320977797e-11,0.05047292111206228,144.33333333333334
UGC 05510,SABbc,4.6,1.7661855729006884e-10,4.609097658073348e-11,0.046976203763998796,158.33333333333334
UGC 05510,SABbc,4.98,1.7360801146711112e-10,4.150380530404941e-11,0.04451054408630375,163.33333333333334
UGC 05510,SABbc,5.383333333333334,1.6722287355234077e-10,3.714485314702378e-11,0.04256065678689394,166.66666666666666
UGC 05510,SABbc,5.746666666666666,1.5790590565683254e-10,3.363341348503879e-11,0.041248347314863,167.33333333333334
UGC 05510,SABbc,6.1,1.206018528143245e-10,3.056412893564818e-11,0.04028448537534262,150.66666666666666
UGC 05510,SABbc,6.5249999999999995,1.307489920970552e-10,2.7281214134754557e-11,0.03944434847295276,162.25
UGC 05510,SABbc,6.84,1.639152051134755e-10,2.5108454221586897e-11,0.0390011428587933,186.0
UGC 05510,SABbc,7.345000000000001,1.305312654852581e-10,2.203519803963252e-11,0.03853975550908777,172.0
UGC 05840,SAB(r)bc,0.12073170731707318,2.5714829156584956e-10,7.980919391238247e-10,0.5960816030025129,30.951219512195124
UGC 05840,SAB(r)bc,0.48069767441860467,1.1792529709955074e-09,6.057012595145751e-10,0.10129572052694968,132.25581395348837
UGC 05840,SAB(r)bc,0.7918367346938775,1.1377438563859998e-09,5.646448355375133e-10,0.04793222598557364,166.73061224489797
UGC 05840,SAB(r)bc,1.0525925925925927,9.077128250223608e-10,5.082883814330194e-10,0.03280102394199651,171.7037037037037
UGC 05840,SAB(r)bc,1.3572727272727272,9.659697371731194e-10,4.358114838241821e-10,0.02456476000829741,201.13636363636363
UGC 05840,SAB(r)bc,1.6430434782608696,8.901263390796757e-10,3.708637602128061e-10,0.020566160427887396,212.43478260869566
UGC 05840,SAB(r)bc,1.9451999999999998,9.057186012359445e-10,3.097931843002688e-10,0.018172288497917487,233.16
UGC 05840,SAB(r)bc,2.240666666666667,9.498530929816758e-10,2.5879573953976924e-10,0.01681954018583737,256.26666666666665
UGC 05840,SAB(r)bc,2.5369230769230766,8.931838561986507e-10,2.1602033604669368e-10,0.016043254232871642,264.4230769230769
UGC 05840,SAB(r)bc,2.85741935483871,7.741317554998034e-10,1.7811024734159068e-10,0.015614462193862342,261.258064516129
UGC 05840,SAB(r)bc,3.1252173913043477,5.606558364087755e-10,1.5212537252722495e-10,0.015473504769447703,232.52173913043478
UGC 05840,SAB(r)bc,3.444,4.704678063390776e-10,1.267913288316664e-10,0.015479241968738048,223.6
UGC 05840,SAB(r)bc,3.7593750000000004,4.508360742525092e-10,1.066189189367324e-10,0.015610609398439657,228.6875
UGC 05840,SAB(r)bc,4.038,4.238216997230055e-10,9.206065652900162e-11,0.01579505196901688,229.8
UGC 05840,SAB(r)bc,4.311999999999999,3.8274699442920314e-10,8.016412684492224e-11,0.016016358604643895,225.66829268292682
UGC 05840,SAB(r)bc,4.636666666666667,4.5389568025484684e-10,6.857641414385191e-11,0.016308036802856796,254.83333333333334
UGC 05840,SAB(r)bc,5.01,3.851158398729735e-10,5.7906633117004935e-11,0.016659180969268234,244.0
UGC 05840,SAB(r)bc,5.36,3.143072212359624e-10,4.9903318321095803e-11,0.016986115760512923,228.0
UGC 05840,SAB(r)bc,5.56,2.5582484390024376e-10,4.602431096522343e-11,0.017167309155847636,209.5
UGC 05840,SAB(r)bc,5.71,2.5029486280997634e-10,4.339525799001458e-11,0.0172993577931631,210.0
UGC 05842,SBcd,0.075,5.714574147053564e-11,1.3653343800709762e-10,0.9230481354172095,11.5
UGC 05842,SBcd,0.41333333333333333,5.3002422572525584e-11,6.756867070292428e-11,0.5449674303771913,26.0
UGC 05842,SBcd,0.7162499999999999,4.004596467523705e-11,5.489520087117738e-11,0.2927429419005058,29.75
UGC 05842,SBcd,1.0350000000000001,1.2231202028398115e-10,5.114904326739261e-11,0.16064271383354112,62.5
UGC 05842,SBcd,1.6,7.785972242890086e-11,4.802473930457206e-11,0.07286208066457861,62.0
UGC 05842,SBcd,1.96,1.0059643467846692e-10,4.584642782733249e-11,0.050914749436666566,78.0
UGC 05842,SBcd,2.39,7.83210927859023e-11,4.283150841461255e-11,0.03665954832486916,76.0
UGC 05842,SBcd,2.85,9.007092193575021e-11,3.9325620882283527e-11,0.028079654393803683,89.0
UGC 05842,SBcd,3.4349999999999996,8.247948396839884e-11,3.480306295576358e-11,0.0218417451338454,93.5
UGC 05842,SBcd,3.73,7.194877559219514e-11,3.2589875387284276e-11,0.019781443461847112,91.0
UGC 05842,SBcd,4.06,7.744544547047191e-11,3.021002137896148e-11,0.018011722912457263,98.5
UGC 05842,SBcd,4.34,7.617324776871421e-11,2.8285822097713335e-11,0.01683488271742963,101.0
UGC 05842,SBcd,4.64,8.605526212337073e-11,2.6330671031450167e-11,0.0158219669220112,111.0
UGC 05842,SBcd,5.04,8.065939564839307e-11,2.3903005291309565e-11,0.014772186437106425,112.0
UGC 05842,SBcd,5.12,8.082326317756855e-11,2.3442314316749157e-11,0.01459546561164879,113.0
UGC 05842,SBcd,5.88,5.511529403816948e-11,1.947036411443358e-11,0.01332384694676303,100.0
UGC 05931,SABcd pec,0.194,1.1819823680614717e-10,2.351326303016868e-10,0.828142216790462,26.6
UGC 05931,SABcd pec,0.6504545454545454,9.454102984532108e-11,8.861371969313196e-11,0.21235531496337906,43.56060606060606
UGC 05931,SABcd pec,1.1252941176470588,9.345340398261887e-11,8.185730495681934e-11,0.07680835588600135,56.96470588235294
UGC 05931,SABcd pec,1.4500000000000002,1.3079896963207434e-10,7.771336401560556e-11,0.04872662089640447,76.5
