Name,Type,Rad,g_obs,g_bar,locked,Vobs
UGC 00528,SABb,1.0441176470588236,2.153419704714552e-10,3.726912457270047e-10,0.213400018125699,83.29411764705883
UGC 00528,SABb,1.3441176470588236,1.4056063611721005e-10,3.224357157463094e-10,0.166956386004888,76.3529411764706
UGC 00528,SABb,1.6342622950819672,1.0028757248932456e-10,2.799089404414596e-10,0.1403078469688542,71.11475409836065
UGC 00528,SABb,1.8875,7.060204013441921e-11,2.4689214712741455e-10,0.12518232857178296,64.125
UGC 00763,SABm,0.30666666666666664,9.300801721626383e-11,1.3609205579054281e-10,0.7448629135849968,29.666666666666668
UGC 00763,SABm,0.7535714285714287,7.317671955993598e-11,7.986551481083558e-11,0.39332259654321056,41.25
UGC 00763,SABm,1.2707547169811322,5.760926310836936e-11,6.474651251549031e-11,0.22197890123145797,47.528301886792455
UGC 00763,SABm,1.6599999999999997,6.342946934581171e-11,5.73753626706773e-11,0.16325490198217857,57.0
UGC 00763,SABm,2.028,6.668782297602388e-11,5.125447844247087e-11,0.13101090530863863,64.6
UGC 00763,SABm,2.4720000000000004,7.772888514205354e-11,4.457186404922935e-11,0.1073662346841182,77.0
UGC 00763,SABm,2.9299999999999997,7.515145281433609e-11,3.842491689359805e-11,0.09244304027369483,82.42857142857143
UGC 00763,SABm,3.3311111111111114,7.251324733663022e-11,3.365900120005051e-11,0.08392150250943209,86.33333333333333
UGC 00763,SABm,3.7919999999999994,7.648273308524243e-11,2.886930947854585e-11,0.07736603371089928,94.6
UGC 00763,SABm,4.283333333333333,6.450369756155036e-11,2.4512151858227608e-11,0.07285297463994225,92.33333333333333
UGC 00763,SABm,4.6049999999999995,7.037522886958447e-11,2.2038461924259097e-11,0.07085279719625502,100.0
UGC 00763,SABm,5.180000000000001,7.029613145983954e-11,1.827102351908003e-11,0.06858751664750792,106.0
UGC 00763,SABm,6.33,5.7525112316266804e-11,1.2754437198901797e-11,0.06721338026869832,106.0
UGC 00763,SABm,6.82,4.288567901354163e-11,1.1029779680418893e-11,0.06739419205255638,95.0
UGC 00763,SABm,7.269999999999999,5.492385367984048e-11,9.697017989937414e-12,0.06780200351233304,111.0
UGC 00763,SABm,7.845,4.2140458293973193e-11,8.281229461452832e-12,0.06855097467334928,101.0
UGC 00763,SABm,8.426617647058823,4.005873970608321e-11,7.11462933025228e-12,0.06946944958926621,102.05882352941177
UGC 00763,SABm,8.68,3.5857654718690876e-11,6.6755797757885834e-12,0.06989891719258566,98.0
UGC 00763,SABm,9.02,2.719452155410687e-11,6.142888740542867e-12,0.07048993208095085,87.0
UGC 01317,SAB(r)c,0.8720000000000001,2.4263625344309695e-10,1.0512473455472426e-10,0.0,80.8
UGC 01317,SAB(r)c,1.9642857142857142,3.4927763946655783e-10,1.5177574199594165e-10,0.0,145.5
UGC 01317,SAB(r)c,2.9492682926829272,3.2729781651226476e-10,1.6860792904643248e-10,0.0,172.58536585365854
UGC 01317,SAB(r)c,4.168269230769231,2.726072143950232e-10,1.733363973261566e-10,0.0,187.25
UGC 01317,SAB(r)c,5.303333333333334,2.175158370101066e-10,1.691308698146632e-10,0.0,188.66666666666666
UGC 01317,SAB(r)c,6.616666666666667,1.926644648103344e-10,1.5899179753681898e-10,0.0,198.33333333333334
UGC 01317,SAB(r)c,7.989999999999999,1.729588493808623e-10,1.4563589656666177e-10,0.0,206.5
UGC 01317,SAB(r)c,8.855,1.4712607298756162e-10,1.367187398398141e-10,0.0,200.5
UGC 01317,SAB(r)c,10.22,1.332619859480425e-10,1.227153804515869e-10,0.0,205.0
UGC 01317,SAB(r)c,11.114999999999998,1.2735985617833498e-10,1.1387184525613997e-10,0.0,209.0
UGC 01317,SAB(r)c,12.45,1.1370319690138098e-10,1.0146048737210401e-10,0.0,209.0
UGC 01317,SAB(r)c,13.875,9.436448581826435e-11,8.941748735381268e-11,0.0,201.0
UGC 01317,SAB(r)c,15.07,8.861929246099059e-11,8.032459063509789e-11,0.0,203.0
UGC 01317,SAB(r)c,16.77,8.042234401283046e-11,6.893010991838517e-11,0.0,204.0
UGC 01317,SAB(r)c,18.601627906976745,7.559389780951899e-11,5.852326786087982e-11,0.0,208.30232558139534
UGC 01317,SAB(r)c,20.72,6.382082921162542e-11,4.859895748661929e-11,0.0,202.0
UGC 01317,SAB(r)c,24.2,5.7381880898099834e-11,3.625279424609241e-11,0.0,207.0
UGC 01437,SABbc,1.02,6.912471021173918e-10,5.293727686276854e-10,0.8559324559437785,147.5
UGC 01437,SABbc,1.8891304347826088,5.769590484500162e-10,3.017694376890893e-10,0.6708023504081632,183.3913043478261
UGC 01437,SABbc,3.3771428571428572,4.158838641575264e-10,1.9785543137067913e-10,0.4295051397711899,208.17857142857142
UGC 01437,SABbc,4.6,2.931918932815581e-10,1.6385825545535788e-10,0.3134427672270936,204.0
UGC 01437,SABbc,5.61,2.6208719355223063e-10,1.4505861021768522e-10,0.2525767306144294,213.0
UGC 01437,SABbc,6.989999999999999,2.2371783032891243e-10,1.2505040883313574e-10,0.19909910838163672,219.66666666666666
UGC 01437,SABbc,8.205,1.9466004448625968e-10,1.1044292157785454e-10,0.16887342050988913,222.0
UGC 01437,SABbc,9.175,1.694071013635326e-10,1.001696760941309e-10,0.1517186454916921,219.0
UGC 01437,SABbc,10.735,1.4545091416884198e-10,8.570595276910708e-11,0.13242284401353005,219.5
UGC 01437,SABbc,12.47,1.1243710920490858e-10,7.213075077488861e-11,0.11859878557686651,208.0
UGC 01437,SABbc,14.680000000000001,7.3125049852558e-11,5.804005131360202e-11,0.10790302569444832,182.0
UGC 01437,SABbc,15.84,8.102152818263023e-11,5.186528127975898e-11,0.10428325423516528,199.0
UGC 01437,SABbc,17.155,7.594295402534877e-11,4.5737031491218015e-11,0.1013283660276228,200.5
UGC 01437,SABbc,18.67,6.668333003925801e-11,3.967896194196571e-11,0.09906358509081646,196.0
UGC 01437,SABbc,20.68,5.958928069686749e-11,3.3037758824792996e-11,0.09741934889073267,195.0
UGC 01437,SABbc,22.48,5.314416713793464e-11,2.8202693210375825e-11,0.09687586590002809,192.0
UGC 01437,SABbc,24.96,5.0389184072133956e-11,2.290101064001462e-11,0.0970791733042512,197.0
UGC 01437,SABbc,25.56,4.4337562978317684e-11,2.1814441318617798e-11,0.09724615804133772,187.0
UGC 01736,SABc,0.24571428571428572,9.212265048275197e-11,1.6702765648063173e-10,0.7884451886808409,26.428571428571427
UGC 01736,SABc,0.5516666666666666,3.313598914717001e-11,9.732749735240294e-11,0.4292681070443184,23.75
UGC 01736,SABc,1.14,3.1941575522979727e-10,8.644932075701671e-11,0.1553548564117809,106.0
UGC 01736,SABc,1.5859999999999999,1.0592812002824456e-10,8.51719970692746e-11,0.09115681127876273,72.0
UGC 01736,SABc,1.9399999999999997,3.141912679520226e-10,8.349657872847341e-11,0.06594235159285113,137.14285714285714
UGC 01736,SABc,2.41,2.4145822788905817e-10,8.013977932687377e-11,0.047099035611041264,134.0
UGC 01736,SABc,2.69,1.3030583195029835e-10,7.766726146538236e-11,0.04002237037495915,104.0
UGC 01736,SABc,3.235,1.8802530597706736e-10,7.223446050933757e-11,0.030936958548521864,137.0
UGC 01736,SABc,3.66,1.7854391691900596e-10,6.77085333330168e-11,0.02639297468180997,142.0
UGC 01736,SABc,4.016666666666667,2.0568952723358353e-10,6.386435229600021e-11,0.02361147501957501,159.66666666666666
UGC 01736,SABc,4.55,1.678242896982648e-10,5.820841851893353e-11,0.02059358890110174,153.5
UGC 01736,SABc,4.89,1.6860170821735584e-10,5.472809804069839e-11,0.019164880827268298,159.5
UGC 01736,SABc,5.39,1.389145912863128e-10,4.985479718667693e-11,0.01754758503295123,152.0
UGC 01736,SABc,5.7681818181818185,1.128179168032182e-10,4.6389572289236367e-11,0.0166086681134895,141.70454545454547
UGC 01736,SABc,6.256666666666667,1.2876155383557064e-10,4.221420991440481e-11,0.0156626101512687,157.66666666666666
UGC 01736,SABc,6.74,1.3249690519277286e-10,3.84209887277024e-11,0.01495099579638126,166.0
UGC 01736,SABc,7.08,1.338469310771789e-10,3.595097344148311e-11,0.014554290204119236,171.0
UGC 01736,SABc,7.49,1.696281859324124e-10,3.318284223252757e-11,0.014167355234495574,198.0
UGC 01736,SABc,7.98,1.657102232161502e-10,3.0161894568631654e-11,0.013811490650863855,202.0
UGC 01736,SABc,8.65,1.7318499728851532e-10,2.650018813034739e-11,0.013471593371022128,215.0
UGC 01886,SABbc,7.81,2.805079128891665e-10,8.598656040495584e-11,0.25469601929484226,260.0
UGC 01886,SABbc,9.85,2.072815594053649e-10,7.368794957209434e-11,0.18684688796623983,251.0
UGC 01886,SABbc,12.55,1.8685739455257663e-10,6.143806867159438e-11,0.13804789706666598,269.0
UGC 01886,SABbc,15.45,1.495352199127504e-10,5.08603087247883e-11,0.1100319582891451,267.0
UGC 01886,SABbc,16.87,1.2589668732248125e-10,4.6386112584861605e-11,0.1011897817030785,256.0
UGC 01886,SABbc,18.83,1.21776197240534e-10,4.085966579399227e-11,0.09220603600510889,266.0
UGC 01886,SABbc,20.46,1.046188813726837e-10,3.678254014085483e-11,0.08675646055513199,257.0
UGC 01886,SABbc,22.83,9.893532779549473e-11,3.160396114954804e-11,0.0810963783556661,264.0
UGC 01886,SABbc,26.817,7.637826864313354e-11,2.4602036102244658e-11,0.07550285369357594,251.4
UGC 01886,SABbc,32.0,6.898910186757487e-11,1.800452728828427e-11,0.07245579431887685,261.0
UGC 01913,SABd,0.3141666666666667,6.725187242289011e-11,1.1450986551389127e-10,0.7576432938901123,25.533333333333335
UGC 01913,SABd,0.6736363636363636,2.8770215944483337e-11,8.37495032512272e-11,0.49499053796931375,24.454545454545453
UGC 01913,SABd,1.1109090909090908,1.5432156043598004e-11,7.082831499573555e-11,0.2675435284852456,23.0
UGC 01913,SABd,1.5523076923076924,2.294771676398851e-11,6.683731486521706e-11,0.15132852146859682,33.15384615384615
UGC 01913,SABd,2.01,2.526260458750985e-11,6.477840936266244e-11,0.09375835666618768,39.583333333333336
UGC 01913,SABd,2.435454545454546,3.350905740306273e-11,6.292827764234507e-11,0.06579628483837513,50.18181818181818
UGC 01913,SABd,2.8966666666666665,4.726913405489911e-11,6.057305544678814e-11,0.048326190498551296,65.0
UGC 01913,SABd,3.3154545454545454,5.2479669329149214e-11,5.812303818779929e-11,0.03844411302970246,73.27272727272727
UGC 01913,SABd,3.7825,5.813817211662211e-11,5.514300116575572e-11,0.031132691928534656,82.375
UGC 01913,SABd,4.243333333333333,5.3037105417720026e-11,5.205857438515607e-11,0.026203447433559124,83.33333333333333
UGC 01913,SABd,4.685999999999999,6.605909095257832e-11,4.9050373143057413e-11,0.02280437226093851,97.73333333333333
UGC 01913,SABd,5.050909090909091,7.712392935765274e-11,4.6584379050394716e-11,0.020667387943014686,109.63636363636364
UGC 01913,SABd,5.533333333333333,6.873640812200019e-11,4.339244954282674e-11,0.018487456817474983,108.33333333333333
UGC 01913,SABd,6.015294117647059,4.5077054689653305e-11,4.0321655675331896e-11,0.016834992051609,91.47058823529412
UGC 01913,SABd,6.403076923076924,5.014672596662166e-11,3.7956886321425354e-11,0.015783270101466164,99.53846153846153
UGC 01913,SABd,6.862,5.6938159056707725e-11,3.529452005072913e-11,0.014779382815477034,109.8
UGC 01913,SABd,7.314285714285714,5.772647151675703e-11,3.2823046007218905e-11,0.0139875703224699,114.14285714285714
UGC 01913,SABd,7.7799999999999985,4.394723525131023e-11,3.043951007508106e-11,0.013331166550075619,102.71428571428571
UGC 01913,SABd,8.216666666666667,4.238693896610527e-11,2.8352536674657126e-11,0.012831627620373888,103.66666666666667
UGC 01913,SABd,8.89,4.09599506143947e-11,2.540693066119134e-11,0.012232332626927198,106.0
UGC 02080,SABcd,0.2866666666666667,8.622482695527866e-10,7.188771403831044e-11,0.5727584905910921,87.33333333333333
UGC 02080,SABcd,0.7013333333333333,3.208946539769848e-10,6.324985880374685e-11,0.20152860723420576,83.33333333333333
UGC 02080,SABcd,1.1537037037037035,1.635166873870294e-10,6.729153396139612e-11,0.08558859197023509,76.29629629629629
UGC 02080,SABcd,1.580940170940171,1.5306102158890927e-10,7.001481655738569e-11,0.0474583069374023,86.41025641025641
UGC 02080,SABcd,2.006,1.4518949703593263e-10,7.091992003841631e-11,0.030298266658805743,94.8
UGC 02080,SABcd,2.431,1.4529995950719185e-10,7.03799629816447e-11,0.021257199126427335,104.4
UGC 02080,SABcd,2.834,1.3437181188205145e-10,6.890230455470536e-11,0.016178103182157663,108.4
UGC 02080,SABcd,3.3019999999999996,1.2710332447362776e-10,6.638407652453796e-11,0.012478516168798488,113.8
UGC 02080,SABcd,3.746666666666667,1.0214029055901226e-10,6.34791810330476e-11,0.010187637269066347,108.66666666666667
UGC 02080,SABcd,4.237777777777778,8.828343136360898e-11,5.994205775118255e-11,0.008462763647287461,107.44444444444444
UGC 02080,SABcd,4.654999999999999,8.688547816471978e-11,5.680857212575923e-11,0.007414871480563674,111.71428571428571
UGC 02080,SABcd,5.1386666666666665,8.633178715594949e-11,5.314727717679465e-11,0.006513584140945631,117.0
UGC 02080,SABcd,5.497142857142856,8.672248858816409e-11,5.046636257928024e-11,0.005998683029037528,121.28571428571429
UGC 02080,SABcd,6.026666666666666,7.487490734439714e-11,4.661868284960622e-11,0.005406987248955084,118.0
UGC 02080,SABcd,6.410000000000001,7.099505924680208e-11,4.394537574289648e-11,0.005072347303868459,118.5
UGC 02080,SABcd,7.029999999999999,6.310530255078793e-11,3.985846111289588e-11,0.004651498479105113,117.0
UGC 02080,SABcd,7.324999999999999,5.953300494029131e-11,3.802434177756604e-11,0.00449168584717645,116.0
UGC 02080,SABcd,7.778918918918919,5.437399682679545e-11,3.53458406528404e-11,0.004285314504369492,114.24324324324324
UGC 02080,SABcd,8.629999999999999,8.059607798942912e-11,3.0791809447742805e-11,0.0039975169532827405,146.5
UGC 02080,SABcd,8.89,6.351781590470035e-11,2.951926458409467e-11,0.003929670727128711,132.0
UGC 02183,Sa,0.257843137254902,1.4279480968894769e-09,3.257017442432475e-09,0.9927153253755279,106.58823529411765
UGC 02183,Sa,0.47,1.325854138803981e-09,1.7574519999498716e-09,0.9811504337467833,138.66666666666666
UGC 02183,Sa,0.7166666666666667,9.075438126447882e-10,1.0594104811227596e-09,0.9622616334319515,141.66666666666666
UGC 02183,Sa,0.9,8.21033428651344e-10,7.878741163003895e-10,0.9450365181162892,151.0
UGC 02183,Sa,1.3878947368421053,5.89147711329642e-10,4.338881611965924e-10,0.890125771996665,158.8421052631579
UGC 02183,Sa,2.02,4.367832482926873e-10,2.5404237156189845e-10,0.8114143209619896,165.0
UGC 02183,Sa,2.64,2.949231910185639e-10,1.7322756093377428e-10,0.7384181639413203,155.0
UGC 02503,SAB(r)b,6.130000000000001,4.08581381085511e-10,1.9965215301078126e-10,0.22276719193011607,278.0
UGC 02503,SAB(r)b,8.17,2.8490297635869284e-10,1.5277531668158806e-10,0.16392990111221686,268.0
UGC 02503,SAB(r)b,8.37,2.9068667375666087e-10,1.4896794372632965e-10,0.1601814173165785,274.0
UGC 02503,SAB(r)b,9.514999999999999,2.6512401541738185e-10,1.291562221500882e-10,0.14296295736947118,279.0
UGC 02503,SAB(r)b,10.51,2.4347780539849334e-10,1.143129796699942e-10,0.1323900950241659,281.0
UGC 02503,SAB(r)b,11.28,2.017586219869065e-10,1.041194553962404e-10,0.12618460884268456,265.0
UGC 02503,SAB(r)b,11.7,2.1483943029291127e-10,9.898701066550128e-11,0.12336914091294197,278.5
UGC 02503,SAB(r)b,12.426666666666668,2.108387140569854e-10,9.075999318695324e-11,0.11927590504809762,284.3333333333333
UGC 02503,SAB(r)b,13.265,1.9774556040893272e-10,8.220958805204215e-11,0.11556318227011741,284.5
UGC 02503,SAB(r)b,14.27,1.705008731144535e-10,7.314458888538985e-11,0.11223448643545102,274.0
UGC 02503,SAB(r)b,14.88,1.8697423469053043e-10,6.820732021238707e-11,0.11069286388131729,293.0
UGC 02503,SAB(r)b,15.16,1.6521133681096194e-10,6.60721963631177e-11,0.11008783394262965,278.0
UGC 02800,Im,1.1,3.0168709021736635e-11,3.5267668596015572e-12,0.0,32.0
UGC 02800,Im,1.41,8.136999205287527e-11,3.734016732911523e-12,0.0,59.5
UGC 02800,Im,2.09,6.960697717854428e-11,3.8382461593921386e-12,0.0,67.0
UGC 02800,Im,2.79,8.002053234760657e-11,3.6764959145007754e-12,0.0,83.0
UGC 02800,Im,3.78,6.639310798269091e-11,3.260627147821451e-12,0.0,88.0
UGC 02800,Im,4.526136363636363,5.764620947424242e-11,2.906426766025475e-12,0.0,89.72727272727273
UGC 02800,Im,5.72,6.60847021539844e-11,2.364415402844438e-12,0.0,108.0
UGC 02855,SABc,0.37,1.199088337094415e-10,9.830302266168043e-10,0.734906496067035,37.0
UGC 02855,SABc,1.0147058823529411,6.232916487726893e-11,5.439616181258855e-10,0.24839191239047823,44.1764705882353
UGC 02855,SABc,1.533888888888889,1.3074860072791985e-10,5.05753576802968e-10,0.11819681224004047,78.66666666666667
UGC 02855,SABc,2.47,2.3208965526713104e-10,4.6257083472884863e-10,0.04987364157480507,133.0
UGC 02855,SABc,3.08,2.560636519088249e-10,4.2761493675079063e-10,0.03469691046827351,156.0
UGC 02855,SABc,3.532,3.039285763973815e-10,3.9966211196571644e-10,0.02822999498028987,182.0
UGC 02855,SABc,4.145,2.604058026756487e-10,3.6122833354349994e-10,0.022678498546018354,182.5
UGC 02855,SABc,4.796666666666667,2.473381971667759e-10,3.216896796989733e-10,0.01901642912369423,191.33333333333334
UGC 02855,SABc,5.44,2.0388910143609078e-10,2.8530022956325063e-10,0.016670370621499477,185.0
UGC 02855,SABc,6.07375,2.1637329044710945e-10,2.526357987165897e-10,0.015102069382552421,201.375
UGC 02855,SABc,6.756666666666665,2.0266343470780282e-10,2.2118205031095096e-10,0.013938957961904148,205.55555555555554
UGC 02855,SABc,7.3725,1.9524046806242357e-10,1.9608468760612386e-10,0.013206019455507185,210.75
UGC 02855,SABc,7.9479999999999995,1.7169051732738479e-10,1.752660430308548e-10,0.012712520820401882,205.2
UGC 02855,SABc,8.664285714285715,1.6027189817210405e-10,1.5260571180579982e-10,0.012285953196218507,207.0
UGC 02855,SABc,9.241666666666665,1.8069696952834485e-10,1.3670113637133855e-10,0.012055145343219796,227.0
UGC 02855,SABc,9.764999999999999,1.519864089497124e-10,1.2390876289598825e-10,0.011912383313200537,214.0
UGC 02855,SABc,10.35,1.0486034553063027e-10,1.1123885065328983e-10,0.011811579659394764,183.0
UGC 02855,SABc,11.36,1.4442293268320509e-10,9.284863279012865e-11,0.011746622172814906,225.0
UGC 02855,SABc,12.82,1.592607925228428e-10,7.249410160866844e-11,0.011813169985234606,251.0
UGC 03013,SBb,0.7831818181818182,5.058796324982149e-10,5.244813331156408e-10,0.9459754843637144,110.56818181818181
UGC 03013,SBb,1.5074285714285711,5.128952845565262e-10,3.108729886138346e-10,0.8677951350323594,154.45714285714286
UGC 03013,SBb,4.34,3.713380490432692e-10,1.375519364149152e-10,0.5647894691731495,223.0
UGC 03013,SBb,5.69,2.143584698374835e-10,1.1460382537156598e-10,0.46560043208319,194.0
UGC 03013,SBb,8.16,1.572770841192234e-10,8.994291810400874e-11,0.3467640299718288,199.0
UGC 03013,SBb,9.92,1.3067658425178892e-10,7.796593424482691e-11,0.2939275233898906,200.0
UGC 03013,SBb,12.88,1.109614648016277e-10,6.254474633314355e-11,0.23827179277961913,210.0
UGC 03013,SBb,14.27,8.284994341851428e-11,5.662337476374218e-11,0.22108374967161085,191.0
UGC 03013,SBb,16.985000000000003,9.875218316120394e-11,4.680959907926596e-11,0.1975459011511256,227.5
UGC 03013,SBb,19.39,9.308841841407599e-11,3.968101009591147e-11,0.18412457482749986,236.0
UGC 03013,SBb,22.46,5.4305418226860244e-11,3.228262995100019e-11,0.17339454436902463,194.0
UGC 03013,SBb,23.56,4.3094386400255737e-11,3.0022835903056267e-11,0.17079009714678495,177.0
UGC 03334,SABc,1.123888888888889,1.1662675927004653e-09,1.130721383005291e-10,0.32570178376888687,201.11111111111111
UGC 03334,SABc,2.5226666666666664,9.696439611146716e-10,1.5072992690831114e-10,0.23880745869949285,274.73333333333335
UGC 03334,SABc,4.003235294117648,8.748447815785318e-10,1.6746411030252274e-10,0.2008417504181238,328.7352941176471
UGC 03334,SABc,5.451639344262294,8.356664668301633e-10,1.710928263129342e-10,0.17364672555921815,374.9344262295082
UGC 03334,SABc,7.275112781954887,6.302788368304197e-10,1.6547429481003534e-10,0.14120114107685505,376.1503759398496
UGC 03334,SABc,8.891666666666667,5.171072883088422e-10,1.5586981889663567e-10,0.11435340144233182,376.6666666666667
UGC 03334,SABc,10.403749999999999,4.599252991244381e-10,1.456025655380126e-10,0.09344262256347288,384.25
UGC 03334,SABc,11.844285714285714,3.4150159179582494e-10,1.3573229099123415e-10,0.07823576214841427,353.2857142857143
UGC 03334,SABc,13.446,2.637468914056696e-10,1.25097437404898e-10,0.0660224343362436,330.8
UGC 03334,SABc,15.174999999999997,2.447023279986403e-10,1.1419124408445058e-10,0.056798802983980476,338.5
UGC 03334,SABc,16.89666666666667,2.3316817735580394e-10,1.0400622554331081e-10,0.050300522458823646,348.6666666666667
UGC 03334,SABc,18.508333333333333,2.4057428699905105e-10,9.512699066427271e-11,0.0458348293855202,370.6666666666667
UGC 03334,SABc,20.057499999999997,2.749290045965438e-10,8.720705061814963e-11,0.042572465581932964,412.5
UGC 03334,SABc,21.336666666666662,2.9027989860836294e-10,8.112167973338847e-11,0.040443052187098254,437.1666666666667
UGC 03334,SABc,22.973333333333333,2.260835407174425e-10,7.392187141018532e-11,0.03828362225782518,400.3333333333333
UGC 03334,SABc,24.77,1.76220154104147e-10,6.674568490539048e-11,0.0364719342645035,367.0
UGC 03334,SABc,25.92,1.9409167198155303e-10,6.25314515349929e-11,0.035552119667626794,394.0
UGC 03334,SABc,28.109999999999996,1.8631195172229356e-10,5.526736131773289e-11,0.03420137624244772,402.0
UGC 03334,SABc,29.9,1.5404973900650106e-10,5.001295467338131e-11,0.03340481833167573,377.0
UGC 03334,SABc,31.99,1.2481001851792286e-10,4.457605004984755e-11,0.03274190476628826,351.0
UGC 03382,SBa,4.76,5.186336200687268e-10,2.1646914948558686e-10,0.24519413474806986,276.0
UGC 03382,SBa,6.01,4.3799051212166146e-10,1.7357270684372112e-10,0.19284911951068945,285.0
UGC 03382,SBa,6.28,4.959217989101966e-10,1.6582362590694354e-10,0.18499475829156944,310.0
UGC 03382,SBa,7.360000000000001,4.177082697199051e-10,1.3868688745267995e-10,0.16130403989570932,308.0
UGC 03382,SBa,8.65,3.1075514148401546e-10,1.1269936390234356e-10,0.1438397903746985,288.0
UGC 03382,SBa,8.84,4.237942147734939e-10,1.0935807673818142e-10,0.14194283151993936,340.0
UGC 03382,SBa,11.32,2.4410053474839603e-10,7.467248767890858e-11,0.12683923299571806,292.0
UGC 03382,SBa,13.42,2.9751657916455677e-10,5.5084573682092644e-11,0.12235739683764012,351.0
UGC 03463,SABbc,1.4211111111111112,2.2956829116727824e-10,1.6458221416676813e-10,0.5775681928001667,100.33333333333333
UGC 03463,SABbc,2.2846666666666664,1.8868453137589806e-10,1.1712464443449205e-10,0.3155441856036568,115.33333333333333
UGC 03463,SABbc,3.39,1.4699180635544705e-10,1.0036966092405457e-10,0.1672583537425993,124.0
UGC 03463,SABbc,4.69,1.3414876109189227e-10,8.927782970407637e-11,0.09824275187170164,139.33333333333334
UGC 03463,SABbc,5.766666666666667,1.1924631601655123e-10,8.109563719756157e-11,0.07153896316572184,145.66666666666666
UGC 03463,SABbc,6.619999999999999,1.166033258641993e-10,7.483159325144366e-11,0.058828646714083006,154.33333333333334
UGC 03463,SABbc,7.413333333333333,1.1472708409016806e-10,6.921057539831812e-11,0.050721292589229805,162.0
UGC 03463,SABbc,8.283333333333335,1.1086247327841034e-10,6.333272183906396e-11,0.04439677246811728,168.33333333333334
UGC 03463,SABbc,9.16,9.710112221086404e-11,5.776604866085775e-11,0.03980395437863725,165.66666666666666
UGC 03463,SABbc,10.046666666666667,9.176688411326889e-11,5.25337449183101e-11,0.03638375188254533,168.66666666666666
UGC 03463,SABbc,10.862499999999999,8.420506758598643e-11,4.808500203771656e-11,0.034003264303489204,168.0
UGC 03463,SABbc,11.68,7.877826693555374e-11,4.3977391359261425e-11,0.032156937305617195,168.5
UGC 03463,SABbc,12.463333333333333,6.993634643131505e-11,4.0361385560269354e-11,0.030771972904882414,164.0
UGC 03463,SABbc,13.333333333333334,6.32643327690066e-11,3.669561479530329e-11,0.029573190948073716,161.33333333333334
UGC 03463,SABbc,14.2,5.915791546597703e-11,3.3388520017451856e-11,0.02865602657209148,161.0
UGC 03463,SABbc,15.025,5.730733107570538e-11,3.0537221404382284e-11,0.027985389106037532,163.0
UGC 03463,SABbc,16.9,5.940022442001695e-11,2.5014806659016912e-11,0.027003450952491306,176.0
UGC 03463,SABbc,17.31,5.0354708127611586e-11,2.3965669596061166e-11,0.026866192706149223,164.0
UGC 03521,Sc,1.8133333333333332,1.6470784153411363e-10,8.196183221085391e-11,0.357954054473569,96.0
UGC 03521,Sc,2.29,1.6813842243619432e-10,7.440922438092192e-11,0.2585036476143307,109.0
UGC 03521,Sc,3.45,1.5875121736698482e-10,6.464001770657798e-11,0.13453752783605957,130.0
UGC 03521,Sc,4.05,1.501881147742748e-10,6.091794291705232e-11,0.10379628490264392,137.0
UGC 03521,Sc,5.61,1.4058396575386465e-10,5.1964099831908714e-11,0.0634670141136765,156.0
UGC 03521,Sc,7.349999999999999,1.0868295061974716e-10,4.2755297088919734e-11,0.044939288440035224,157.0
UGC 03521,Sc,8.27,1.0031916542899123e-10,3.834573606602496e-11,0.03957883556107579,160.0
UGC 03528,SBab,0.515,1.4443335232262024e-09,1.1358644174122e-09,0.8877603387059799,151.5
UGC 03528,SBab,1.615,5.66363805976952e-10,4.062275573268168e-10,0.5201344118084654,168.0
UGC 03528,SBab,4.41,5.557458815515421e-10,1.9524442946176658e-10,0.15380828728252477,275.0
UGC 03528,SBab,4.67,4.583516729946699e-10,1.862348607398113e-10,0.14380029382820148,257.0
UGC 03528,SBab,7.1,2.4780093921781006e-10,1.2081815175105735e-10,0.09590224014343907,233.0
UGC 03708,Sbc pec,0.41200000000000003,9.20887886615404e-10,2.2489342409777414e-10,0.0,108.2
UGC 03708,Sbc pec,0.8699999999999999,4.67268223066553e-10,3.1112873856753717e-10,0.0,112.0
UGC 03708,Sbc pec,0.92,7.102942781777845e-10,3.1662615465527874e-10,0.0,142.0
UGC 03708,Sbc pec,1.3470833333333332,5.857821754039006e-10,3.4489173105898634e-10,0.0,156.04166666666666
UGC 03708,Sbc pec,1.982307692307692,5.33660759719073e-10,3.485914814075346e-10,0.0,180.67307692307693
UGC 03708,Sbc pec,2.97,5.4750620076485e-10,3.15068302575857e-10,0.0,224.0
UGC 03708,Sbc pec,3.23,5.170096470767142e-10,3.030225584118436e-10,0.0,227.0
UGC 03809,SAB(r)bc,2.6799999999999997,3.598262639236153e-10,1.7461831732507897e-10,0.20317990205308395,172.5
UGC 03809,SAB(r)bc,4.741666666666667,3.3835957054071365e-10,1.5891238104911426e-10,0.07985790708453773,222.5
UGC 03809,SAB(r)bc,5.885,2.76311540572915e-10,1.4960691640134293e-10,0.05576406557123013,224.0
UGC 03809,SAB(r)bc,6.829999999999999,2.5100618508287984e-10,1.412004548123805e-10,0.04404256104820388,230.0
UGC 03809,SAB(r)bc,8.1275,2.2586367526457904e-10,1.2914682665047292e-10,0.0340783422073945,238.0
UGC 03809,SAB(r)bc,9.4275,2.0007257317772665e-10,1.1707536417279724e-10,0.027959117896390186,241.25
