ID,Name,RAJ2000,DEJ2000,zlambda,lambda,Ng,iLum,Y5R500,e_Y5R500,SNR,dist_to_5th_neighbor_Mpc,neighbor_density_knn,feed_proxy,lensing_tightness_tsz,ambient_smoothing_proxy,choke_L1_tsz,choke_L2_tsz
225,RMJ123424.1+094715.5,188.6003607,9.7876383,0.2296,92.97,157,69.428,3.990675,0.938655,8.79077,271.70143440519706,4.985677772621088e-08,92.97,3.990675,4.985677772621088e-08,7441577086.819024,80042778.17380902
117,RMJ123043.3+103443.0,187.6803245,10.5785998,0.1685,97.77,143,61.003,3.721003,0.795734,10.88553,240.8341980192902,7.158887407195112e-08,97.77,3.721003,7.158887407195112e-08,5081829656.160769,51977392.41240431
3037,RMJ120709.6+092344.2,181.7898876,9.3956198,0.2904,51.03,94,34.889,1.927107,0.833609,4.77902,311.72446989188364,3.30131765773113e-08,51.03,1.927107,3.30131765773113e-08,2978818774.973188,58373873.70121866
1747,RMJ114111.8+054405.0,175.2992163,5.7347289,0.0938,37.46,58,25.816,2.30388,0.99046,5.15629,233.5659105159826,7.84822833150338e-08,37.46,2.30388,7.84822833150338e-08,1099653847.3985507,29355415.040004022
11125,RMJ130333.1+191849.5,195.88809,19.3137585,0.4048,43.22,86,29.029,6.475641,1.925699,5.51465,422.0907065719942,1.3297886737422747e-08,43.22,6.475641,1.3297886737422747e-08,21046742955.95954,486967675.98240495
730,RMJ131022.2+215005.6,197.5924996,21.8348993,0.2801,72.39,136,54.298,1.916697,0.62544,6.6407,322.06739890895216,2.993365180284284e-08,72.39,1.916697,2.993365180284284e-08,4635241190.880116,64031512.513884746
150,RMJ122651.1+214952.3,186.7129711,21.8312012,0.438,178.5,256,111.038,1.610699,0.790656,4.749,400.74232465024886,1.5538330712601515e-08,178.5,1.610699,1.5538330712601515e-08,18503259894.37404,103659719.2962131
4130,RMJ122221.6+241909.3,185.5899185,24.3192432,0.5175,94.05,76,49.013,0.970676,0.385818,4.51554,583.2607560370948,5.0397817626598106e-09,94.05,0.970676,5.0397817626598106e-09,18114291868.03109,192602784.34908122
1187,RMJ123446.1+230101.0,188.6919274,23.0169539,0.33,79.57,160,60.215,2.363691,1.191576,5.44421,284.7969340815678,4.32906464345695e-08,79.57,2.363691,4.32906464345695e-08,4344561894.086448,54600501.370949455
298,RMJ111250.1+132830.4,168.2088329,13.4751028,0.1742,78.34,126,54.731,4.514867,1.546434,7.30878,224.72894016175468,8.81095512015641e-08,78.34,4.514867,8.81095512015641e-08,4014260383.313827,51241516.25368684
384,RMJ113251.2+142740.2,173.2132097,14.4611752,0.086,57.64,73,41.872,9.699054,1.89491,12.04624,218.37574713232297,9.602554670911966e-08,57.64,9.699054,9.602554670911966e-08,5821924391.156901,101004933.92014053
105,RMJ105417.5+143904.2,163.5730968,14.6511684,0.2971,125.02,223,96.65,2.132733,0.540091,7.87923,272.8766769226527,4.921536917041475e-08,125.02,2.132733,4.921536917041475e-08,5417703537.623449,43334694.749827616
2679,RMJ111320.5+173541.0,168.3354237,17.59473,0.1719,39.82,67,22.264,2.037858,1.105728,4.60651,203.93003896255385,1.1791156220815789e-07,39.82,2.037858,1.1791156220815789e-07,688206517.1585495,17282936.141600944
321,RMJ112318.4+193441.3,170.8267266,19.5781508,0.0976,65.95,85,35.425,2.665358,1.08769,5.97469,180.79367352584424,1.6921946291252517e-07,65.95,2.665358,1.6921946291252517e-07,1038771528.2542077,15750895.045552809
74,RMJ112358.8+212849.7,170.995018,21.4804685,0.1905,113.59,156,78.308,3.397301,0.869775,8.78746,270.5621502043336,5.0489244827208526e-08,113.59,3.397301,5.0489244827208526e-08,7643200485.780287,67287617.62285665
459,RMJ113608.5+201913.0,174.0356,20.3202732,0.3214,84.94,154,65.341,1.030717,0.231391,6.0383,311.72446989188364,3.30131765773113e-08,84.94,1.030717,3.30131765773113e-08,2651944194.917891,31221382.092275623
3590,RMJ105252.4+241530.0,163.2184481,24.2583364,0.5378,108.8,83,57.932,2.593101,1.094342,4.78182,685.6415437251375,3.1024774089542506e-09,108.8,2.593101,3.1024774089542506e-09,90936806819.52075,835816239.150007
454,RMJ112946.4+234927.5,172.443492,23.8242968,0.1345,66.78,99,44.04,3.810066,1.136812,7.21571,186.06587151868314,1.5523864220597248e-07,66.78,3.810066,1.5523864220597248e-07,1639000469.6279874,24543283.462533504
66,RMJ120112.2+230557.3,180.3008279,23.0992504,0.2686,131.35,200,82.357,3.608078,0.645945,12.01073,319.3006329900911,3.0718546432152245e-08,131.35,3.608078,3.0718546432152245e-08,15427847354.260227,117456013.35561651
408,RMJ115518.0+232417.8,178.8250146,23.404945,0.1361,82.26,119,48.925,5.552946,0.892644,14.55732,214.40341713041266,1.0146234408527352e-07,82.26,5.552946,1.0146234408527352e-07,4502018380.100672,54729131.77851533
1186,RMJ120923.7+264046.7,182.3486946,26.6796443,0.5596,185.37,109,99.888,1.286813,0.38425,6.59568,642.2730103123724,3.774339679006763e-09,185.37,1.286813,3.774339679006763e-09,63199538487.95404,340937252.4569997
251,RMJ114935.7+222354.6,177.3986949,22.3984989,0.5355,231.04,159,121.289,2.399058,0.457264,11.41752,527.1738156976643,6.825563428464211e-09,231.04,2.399058,6.825563428464211e-09,81206242697.63994,351481313.61513126
56,RMJ121218.5+273255.1,183.0770101,27.5486477,0.3539,158.24,277,104.596,2.461351,0.520096,10.08654,288.572145155012,4.161374258458815e-08,158.24,2.461351,4.161374258458815e-08,9359508615.412241,59147551.9174181
1347,RMJ115415.7+291524.1,178.5652563,29.2567019,0.3603,72.18,132,62.07,2.108478,0.89027,5.0023,291.0535009174646,4.055846568457622e-08,72.18,2.108478,4.055846568457622e-08,3752359451.2569437,51986138.14431897
200,RMJ121731.2+364111.3,184.3798256,36.6864584,0.3776,125.84,209,90.75,1.611293,0.376943,6.30027,252.29523093585803,6.226914122302073e-08,125.84,1.611293,6.226914122302073e-08,3256269592.5704904,25876268.21813803
45,RMJ160319.0+031644.6,240.8291099,3.2790479,0.237,132.08,210,98.287,2.499135,1.047715,5.20146,412.8625727820274,1.4209652466610682e-08,132.08,2.499135,1.4209652466610682e-08,23229685002.896683,175875870.70636493
198,RMJ153303.5-004616.5,233.2647778,-0.7712502,0.1515,79.53,111,56.355,3.209195,1.791173,4.75789,328.6255859802247,2.8177073150313515e-08,79.53,3.209195,2.8177073150313515e-08,9057976922.885626,113893837.8333412
159,RMJ151653.9-010506.3,229.2243777,-1.0850949,0.1188,53.53,87,35.718,5.481591,1.8995,6.75319,271.5572327685563,4.993624437043094e-08,53.53,5.481591,4.993624437043094e-08,5876083993.287854,109771791.39338416
142,RMJ161610.2+065504.4,244.0423671,6.9179016,0.3327,120.56,240,96.403,1.70394,0.589125,4.72731,636.7525812864582,3.873359947480103e-09,120.56,1.70394,3.873359947480103e-09,53035867873.22591,439912639.9570828
1125,RMJ161505.4+073455.4,243.7726888,7.5820513,0.3447,83.65,157,51.932,4.008857,1.381721,5.3511,663.4783497695244,3.4238894407111605e-09,83.65,4.008857,3.4238894407111605e-09,97941505955.97148,1170848845.8573997
643,RMJ161556.0+074819.1,243.9833485,7.8053075,0.3678,93.38,164,62.366,1.502244,0.56053,5.37691,731.9011740194424,2.550601839762641e-09,93.38,1.502244,2.550601839762641e-09,54998605636.17189,588976286.5300052
2957,RMJ164319.2+213121.4,250.8301898,21.5226241,0.1627,40.83,61,30.087,1.975594,0.878458,4.77979,280.0532001574522,4.552797990368638e-08,40.83,1.975594,4.552797990368638e-08,1771734726.4394813,43392964.15477545
480,RMJ172003.3+263839.8,260.0137952,26.6443784,0.1654,63.72,91,41.852,5.482796,0.995559,11.75388,259.3638274482307,5.731545977721246e-08,63.72,5.482796,5.731545977721246e-08,6095454219.123274,95659984.60645439
511,RMJ172009.6+274008.1,260.0401919,27.6689111,0.1611,67.69,94,43.575,2.584462,0.637795,7.28319,254.01294572997213,6.10144143735724e-08,67.69,2.584462,6.10144143735724e-08,2867227925.992746,42358220.20967271
523,RMJ025904.4-065921.0,44.7684799,-6.9891711,0.4235,117.6,162,86.107,1.143676,0.301629,5.48834,824.926164921713,1.7813725829255198e-09,117.6,1.143676,1.7813725829255198e-09,75501497490.8387,642019536.4867237
552,RMJ212510.4-065748.8,321.2932912,-6.9635448,0.1222,53.81,70,40.892,4.423235,2.04424,4.97345,254.21053119190213,6.087225432907176e-08,53.81,4.423235,6.087225432907176e-08,3910061783.8680515,72664221.96372516
