Name,RAJ2000,DEJ2000,DM,DMeNE2001,DMeYMW16,DM_excess_extragalactic,ang_sep_to_nearest_PSZ2_deg,nearest_PSZ2_name
FRB20190208A,283.52,46.96,579.1,508.4,514.6,64.5,1.7263773222868042,PSZ2 G075.08+19.83
FRB20190208A,283.52,46.96,579.1,508.4,514.6,64.5,1.7263773222868042,PSZ2 G075.08+19.83
FRB20190208A,283.52,46.96,579.1,508.4,514.6,64.5,1.7263773222868042,PSZ2 G075.08+19.83
FRB20190406A,283.52,46.96,580.7,508.8,515.0,65.70000000000005,1.7263773222868042,PSZ2 G075.08+19.83
FRB20190329C,279.79,51.63,1256.8,1196.0,1201.8,55.0,1.607389008554305,PSZ2 G082.37+22.35
FRB20190309A,278.96,52.41,357.5,298.3,303.9,53.60000000000002,1.4470502412046407,PSZ2 G082.37+22.35
FRB20181201B,273.38,56.31,875.1,825.3,831.1,44.0,1.2332861122314493,PSZ2 G085.98+26.69
FRB20190429A,281.09,59.42,470.7,413.3,417.5,53.19999999999999,2.422580778282249,PSZ2 G087.03+22.49
FRB20181218C,285.98,58.24,385.0,319.8,322.7,62.30000000000001,1.924609511884935,PSZ2 G087.03+22.49
FRB20190701A,277.47,59.04,635.7,582.8,587.8,47.90000000000009,2.159126978106574,PSZ2 G085.95+25.23
FRB20190226B,273.57,61.81,630.8,580.9,586.2,44.59999999999991,2.0238310205979544,PSZ2 G091.83+26.11
FRB20190221C,316.15,54.67,2038.0,1821.7,1669.6,368.4000000000001,4.090823916907902,PSZ2 G091.56+08.50
FRB20190515A,310.15,55.46,452.9,293.1,225.9,226.99999999999997,0.7804257443212881,PSZ2 G091.56+08.50
FRB20181216A,306.28,53.53,541.9,396.0,347.5,194.39999999999998,2.181908197874836,PSZ2 G091.56+08.50
FRB20190210D,307.8,55.46,357.5,217.9,170.1,187.4,0.8652636164671579,PSZ2 G091.56+08.50
FRB20181202C,307.13,57.03,558.0,430.7,395.4,162.60000000000002,2.3149222313716846,PSZ2 G091.56+08.50
FRB20190223B,311.62,60.56,535.4,411.8,371.8,163.59999999999997,1.8860561287809101,PSZ2 G096.10+12.46
FRB20180922A,342.29,69.67,562.9,414.4,341.5,221.39999999999998,4.94424464088651,PSZ2 G117.11+11.48
FRB20181018B,336.82,71.91,292.8,180.7,139.6,153.20000000000002,4.891910318219116,PSZ2 G117.11+11.48
FRB20181123A,300.76,55.87,797.4,694.9,680.8,116.60000000000002,2.861254913373754,PSZ2 G092.34+14.22
FRB20190211B,299.62,61.37,260.4,176.2,169.8,90.59999999999997,1.0919704146066889,PSZ2 G095.49+16.41
FRB20190417A,294.85,59.4,1378.1,1301.9,1299.2,78.89999999999986,3.245161690086449,PSZ2 G092.34+14.22
FRB20181217A,290.5,59.8,1175.9,1107.4,1108.4,67.5,1.986809650365621,PSZ2 G092.64+20.78
FRB20180918A,301.27,64.96,1454.1,1374.0,1367.9,86.19999999999982,1.9057529391902404,PSZ2 G100.07+17.06
FRB20181013E,307.28,69.02,344.5,264.5,256.0,88.5,2.4446181644878524,PSZ2 G100.45+16.79
FRB20190322C,296.36,70.7,1192.1,1126.3,1125.9,66.19999999999982,3.238697250028873,PSZ2 G099.30+20.92
FRB20190301D,278.72,74.68,1159.7,1107.6,1111.7,48.0,0.968572722683335,PSZ2 G106.21+26.32
FRB20190222A,313.06,69.83,462.6,373.0,359.4,103.20000000000005,4.346577882265868,PSZ2 G100.45+16.79
FRB20190301A,313.06,69.83,461.0,372.4,358.8,102.19999999999999,4.346577882265868,PSZ2 G100.45+16.79
FRB20190301A,313.06,69.83,461.0,372.4,358.8,102.19999999999999,4.346577882265868,PSZ2 G100.45+16.79
FRB20180923A,327.61,71.92,218.4,119.4,92.2,126.2,7.2400551447231205,PSZ2 G114.98+19.10
FRB20180801A,322.53,72.72,656.7,565.6,547.7,109.0,6.607410846473828,PSZ2 G114.98+19.10
FRB20190318A,324.11,74.46,420.5,333.9,318.9,101.60000000000002,4.8150138423650946,PSZ2 G114.98+19.10
FRB20190519G,306.68,72.34,433.5,356.6,350.9,82.60000000000002,5.130502643408603,PSZ2 G106.11+24.11
FRB20190624B,304.65,73.61,215.1,144.2,141.2,73.9,4.023057686490747,PSZ2 G106.11+24.11
FRB20181226E,303.56,73.64,308.9,239.9,237.5,71.39999999999998,3.7246163553360434,PSZ2 G106.11+24.11
FRB20190121A,354.74,78.6,423.8,338.0,319.1,104.69999999999999,4.832286381980465,PSZ2 G116.05+20.00
FRB20181020A,322.62,78.83,1111.2,1040.3,1033.3,77.90000000000009,1.2411667690329358,PSZ2 G114.98+19.10
FRB20180916A,348.97,80.33,296.0,217.6,206.0,90.0,3.1590470922413805,PSZ2 G116.05+20.00
FRB20190701B,302.93,80.18,748.9,687.6,688.1,60.799999999999955,4.504891646058791,PSZ2 G116.05+20.00
FRB20190621D,270.63,78.89,645.4,596.8,601.4,44.0,1.1401403845483884,PSZ2 G109.86+27.94
FRB20180904A,286.58,81.22,360.7,305.7,308.4,52.30000000000001,3.3988953466099123,PSZ2 G109.86+27.94
FRB20190212A,276.14,81.43,300.9,248.9,253.0,47.89999999999998,3.0411835765336335,PSZ2 G109.86+27.94
FRB20190213B,276.14,81.43,302.5,248.5,252.5,50.0,3.0411835765336335,PSZ2 G109.86+27.94
FRB20190213B,276.14,81.43,302.5,248.5,252.5,50.0,3.0411835765336335,PSZ2 G109.86+27.94
FRB20181221B,306.31,80.98,1392.7,1333.1,1333.1,59.600000000000136,3.8092891535812843,PSZ2 G116.05+20.00
FRB20181129B,307.56,81.32,406.0,343.8,343.8,62.19999999999999,3.6094848997448095,PSZ2 G116.05+20.00
FRB20181230A,346.69,83.37,763.5,701.2,696.6,66.89999999999998,3.6882141587503017,PSZ2 G116.05+20.00
FRB20190205A,342.22,83.37,693.9,627.7,623.8,70.10000000000002,3.3397946319459417,PSZ2 G116.05+20.00
FRB20190403D,326.53,84.29,613.0,550.5,549.7,63.299999999999955,3.097672581810908,PSZ2 G120.75+25.39
FRB20181220B,277.37,84.87,257.2,204.2,207.6,49.599999999999994,1.6434263775896398,PSZ2 G118.58+28.57
FRB20181122B,281.08,85.02,224.8,171.4,174.7,50.10000000000002,1.7847784679005108,PSZ2 G118.58+28.57
FRB20190210E,313.65,86.67,580.7,522.7,524.2,56.5,0.843081828667609,PSZ2 G120.36+26.03
FRB20190423C,349.08,86.97,855.7,795.1,795.4,60.30000000000007,1.1836214006266998,PSZ2 G122.81+24.74
FRB20190519H,342.99,87.37,1169.5,1111.5,1112.4,57.09999999999991,0.8659653240908213,PSZ2 G120.75+25.39
FRB20190609A,345.3,87.94,315.4,258.2,259.5,55.89999999999998,1.014515858423696,PSZ2 G122.81+24.74
FRB20190609A,345.3,87.94,315.4,258.2,259.5,55.89999999999998,1.014515858423696,PSZ2 G122.81+24.74
FRB20180910A,352.77,88.21,684.2,626.3,627.7,56.5,0.8672085169308607,PSZ2 G122.81+24.74
FRB20190622A,298.98,85.81,1120.9,1066.0,1068.1,52.80000000000018,1.722234882392005,PSZ2 G120.36+26.03
FRB20190519J,296.21,86.93,642.1,586.7,589.1,53.0,0.7711944086804133,PSZ2 G120.36+26.03
FRB20190224D,331.89,89.05,752.1,696.7,698.9,53.200000000000045,1.4333603936718464,PSZ2 G123.35+25.39
FRB20180907D,328.95,89.22,1444.4,1391.1,1393.4,51.0,1.495774700909151,PSZ2 G123.35+25.39
FRB20190210C,295.75,89.1,642.1,588.1,590.7,51.39999999999998,1.6718979579217972,PSZ2 G120.36+26.03
FRB20181118A,20.65,-6.41,558.0,525.9,536.0,22.0,3.0123760715469214,PSZ2 G135.94-68.22
FRB20181116A,36.05,4.52,354.2,318.3,326.4,27.80000000000001,3.0510350140221316,PSZ2 G161.94-48.17
FRB20180921A,28.92,5.05,393.1,359.2,368.4,24.700000000000045,3.1381554774172224,PSZ2 G146.10-55.55
FRB20190531E,15.2,0.54,328.4,296.2,305.6,22.799999999999955,1.1057331264659593,PSZ2 G130.21-62.60
FRB20190527A,12.45,7.99,582.3,550.9,559.9,22.399999999999977,2.610776291411768,PSZ2 G117.98-55.88
FRB20190527A,12.45,7.99,582.3,550.9,559.9,22.399999999999977,2.610776291411768,PSZ2 G117.98-55.88
FRB20190130A,25.64,13.16,1365.2,1330.1,1339.4,25.799999999999955,2.901534751400619,PSZ2 G144.81-49.86
FRB20181219C,17.77,14.11,648.6,611.7,620.7,27.899999999999977,2.865143828282562,PSZ2 G126.07-49.55
FRB20190429B,329.93,3.96,297.6,253.5,263.1,34.5,2.6906953349337934,PSZ2 G059.81-39.09
FRB20190124F,338.92,5.3,253.9,217.2,225.8,28.099999999999994,0.6223648276324627,PSZ2 G072.59-43.25
FRB20190515B,0.83,3.41,820.1,789.7,798.4,21.700000000000045,1.3612148065490448,PSZ2 G099.57-58.64
FRB20180919B,5.34,5.94,558.0,527.4,536.0,22.0,2.3851184406015578,PSZ2 G107.66-58.32
FRB20181228A,7.26,10.22,748.9,714.5,723.1,25.799999999999955,2.1324178053086635,PSZ2 G117.38-52.47
FRB20190629A,6.34,12.67,503.0,468.7,477.2,25.80000000000001,3.4683225195784497,PSZ2 G108.71-47.75
FRB20190131B,354.72,11.71,1801.9,1770.1,1778.2,23.700000000000045,2.681485589673859,PSZ2 G095.65-50.01
FRB20190114A,8.95,19.17,889.6,849.3,857.8,31.800000000000068,1.3361365120312965,PSZ2 G116.50-44.47
FRB20190411C,9.33,20.5,234.5,194.8,203.3,31.19999999999999,2.4667414774355803,PSZ2 G120.08-44.41
FRB20190411C,9.33,20.5,234.5,194.8,203.3,31.19999999999999,2.4667414774355803,PSZ2 G120.08-44.41
FRB20180907B,4.49,19.17,658.3,620.1,628.3,30.0,2.316430797513138,PSZ2 G109.22-44.01
FRB20190316A,5.23,20.51,516.0,477.0,485.3,30.69999999999999,2.1466979959740886,PSZ2 G112.07-39.86
FRB20190102A,9.26,26.72,697.1,655.6,664.2,32.89999999999998,2.141204994172693,PSZ2 G116.32-36.33
FRB20181202A,351.01,17.36,669.6,629.2,636.8,32.80000000000007,0.594858260323629,PSZ2 G094.61-41.24
FRB20190608A,359.23,19.17,719.8,683.8,691.7,28.09999999999991,2.6231812524441365,PSZ2 G107.67-39.78
FRB20190202A,344.2,17.1,305.7,266.6,274.2,31.5,2.55850434977364,PSZ2 G089.81-39.56
FRB20190107A,0.86,21.81,841.1,809.3,817.3,23.800000000000068,0.562072102970793,PSZ2 G107.67-39.78
FRB20190122B,2.53,35.12,467.5,415.1,423.5,44.0,2.0551392720045474,PSZ2 G115.67-27.57
FRB20190614C,356.5,35.91,585.5,531.7,540.2,45.299999999999955,3.0130638492604778,PSZ2 G109.14-28.02
FRB20190113A,108.14,-2.99,430.3,250.0,176.4,253.9,4.099302355829213,PSZ2 G215.51+06.58
FRB20190625D,115.02,4.87,716.6,616.5,587.1,129.5,3.599094157972008,PSZ2 G216.25+10.10
FRB20190109A,107.96,5.16,325.1,176.9,119.8,205.3,3.4528558054929586,PSZ2 G209.79+10.23
FRB20190109A,107.96,5.16,325.1,176.9,119.8,205.3,3.4528558054929586,PSZ2 G209.79+10.23
FRB20190319A,113.43,5.72,2041.3,1932.3,1898.1,143.20000000000005,3.2825878332743095,PSZ2 G209.79+10.23
FRB20190103C,104.19,11.07,1349.0,1193.6,1127.1,221.9000000000001,2.738877157572458,PSZ2 G203.32+08.91
FRB20190515D,67.13,-5.01,425.4,378.3,367.0,58.39999999999998,5.77259338259307,PSZ2 G206.75-33.21
FRB20190409A,79.52,6.72,1789.0,1707.5,1666.3,122.70000000000005,0.409533822221196,PSZ2 G195.65-17.67
FRB20190427A,78.93,7.77,454.5,370.8,330.1,124.39999999999998,1.2852281117173985,PSZ2 G195.65-17.67
FRB20190617B,56.43,1.16,275.0,229.7,225.0,50.0,3.6231949593955446,PSZ2 G189.79-37.25
FRB20190625C,73.2,11.1,441.6,366.1,337.3,104.30000000000001,5.113231600601366,PSZ2 G189.53-25.10
FRB20181118B,58.28,10.79,422.2,369.2,364.5,57.69999999999999,2.839173046488442,PSZ2 G180.27-29.53
FRB20190418A,65.79,16.04,182.8,114.4,98.9,83.9,0.7045078338976768,PSZ2 G179.33-22.22
FRB20181102A,87.22,15.63,415.7,258.8,168.0,247.7,7.979103342301385,PSZ2 G186.24-11.99
FRB20190103B,93.57,19.73,530.5,354.0,248.7,281.8,5.588668520628584,PSZ2 G191.00+06.65
FRB20190210B,104.18,23.7,622.7,507.7,460.1,162.60000000000002,2.8528126945415226,PSZ2 G193.90+09.41
FRB20181030D,81.79,16.07,289.5,165.9,103.1,186.4,2.852412827917137,PSZ2 G186.24-11.99
FRB20181014B,78.56,14.66,888.0,785.4,737.4,150.60000000000002,1.653131973649317,PSZ2 G186.50-13.45
FRB20181104C,77.05,17.44,580.7,475.5,429.7,151.00000000000006,1.5063215246715635,PSZ2 G186.50-13.45
FRB20181104C,77.05,17.44,580.7,475.5,429.7,151.00000000000006,1.5063215246715635,PSZ2 G186.50-13.45
FRB20190609C,73.17,24.06,480.4,367.6,328.0,152.39999999999998,8.78072022712587,PSZ2 G186.24-11.99
FRB20190403G,81.74,25.78,865.4,700.0,620.0,245.39999999999998,8.905489118719062,PSZ2 G186.24-11.99
FRB20180920A,78.89,28.29,562.9,394.9,324.9,238.0,11.063885147594101,PSZ2 G186.24-11.99
FRB20190517C,87.5,26.62,334.8,147.6,43.1,291.7,8.821800989177543,PSZ2 G186.81+07.32
FRB20190601C,88.52,28.47,423.8,237.7,137.3,286.5,8.080732436549221,PSZ2 G186.81+07.32
FRB20190601C,88.52,28.47,423.8,237.7,137.3,286.5,8.080732436549221,PSZ2 G186.81+07.32
FRB20181119D,82.994575,33.147941,595.2,375.9,277.3,317.90000000000003,10.991582272141843,PSZ2 G170.22+09.74
FRB20181119D,82.994575,33.147941,595.2,375.9,277.3,317.90000000000003,10.991582272141843,PSZ2 G170.22+09.74
FRB20181119D,82.994575,33.147941,595.2,375.9,277.3,317.90000000000003,10.991582272141843,PSZ2 G170.22+09.74
FRB20181222B,90.04,38.55,619.5,471.0,408.5,211.0,3.7322375260135976,PSZ2 G170.22+09.74
FRB20181014D,216.04,-2.93,376.9,347.1,350.6,26.299999999999955,0.20194055105364497,PSZ2 G343.46+52.65
FRB20190627A,195.89,0.75,402.8,373.9,381.7,21.100000000000023,2.783443186466727,PSZ2 G306.66+61.06
FRB20190203C,196.01,2.48,370.4,340.8,348.3,22.099999999999966,4.241067383082479,PSZ2 G313.33+61.13
FRB20190621C,206.57,5.23,571.0,544.6,547.8,23.200000000000045,1.7167347052523878,PSZ2 G339.47+63.56
FRB20190604D,199.93,15.73,1020.6,996.4,1000.8,19.800000000000068,3.200606185549977,PSZ2 G321.94+75.57
FRB20190122C,200.6,17.57,690.7,665.5,669.6,21.100000000000023,2.695863422813283,PSZ2 G347.96+80.46
FRB20190122C,200.6,17.57,690.7,665.5,669.6,21.100000000000023,2.695863422813283,PSZ2 G347.96+80.46
FRB20190122C,200.6,17.57,690.7,665.5,669.6,21.100000000000023,2.695863422813283,PSZ2 G347.96+80.46
FRB20190122C,200.6,17.57,690.7,665.5,669.6,21.100000000000023,2.695863422813283,PSZ2 G347.96+80.46
FRB20190122C,200.6,17.57,690.7,665.5,669.6,21.100000000000023,2.695863422813283,PSZ2 G347.96+80.46
FRB20190122C,200.6,17.57,690.7,665.5,669.6,21.100000000000023,2.695863422813283,PSZ2 G347.96+80.46
FRB20190605C,168.32,-5.19,186.0,149.8,160.7,25.30000000000001,4.161989298331502,PSZ2 G262.95+45.74
FRB20190516B,167.34,7.37,1235.8,1202.1,1212.2,23.59999999999991,1.7217382019488034,PSZ2 G244.77+59.80
FRB20190131C,166.45,10.43,506.3,474.8,484.9,21.400000000000034,1.5431262206411591,PSZ2 G244.77+59.80
FRB20181226B,182.66,12.43,287.9,259.3,266.3,21.599999999999966,3.1465050373630534,PSZ2 G270.37+69.42
FRB20181226B,182.66,12.43,287.9,259.3,266.3,21.599999999999966,3.1465050373630534,PSZ2 G270.37+69.42
FRB20181226B,182.66,12.43,287.9,259.3,266.3,21.599999999999966,3.1465050373630534,PSZ2 G270.37+69.42
FRB20190116A,192.33,27.15,446.4,425.6,425.9,20.5,2.0112125683464535,PSZ2 G056.62+88.42
FRB20190116B,192.33,27.15,441.6,423.7,424.0,17.600000000000023,2.0112125683464535,PSZ2 G056.62+88.42
FRB20190130B,172.11,16.05,988.3,959.3,968.0,20.299999999999955,1.9026298671680097,PSZ2 G243.64+67.74
FRB20190518B,175.11,20.28,913.9,887.7,893.6,20.299999999999955,0.9901471311353034,PSZ2 G234.59+73.01
FRB20181223B,174.89,21.59,564.5,540.2,545.7,18.799999999999955,1.487178997871726,PSZ2 G230.48+71.51
FRB20190222B,160.69,19.62,498.2,464.4,475.4,22.80000000000001,1.6276424182544393,PSZ2 G222.77+60.67
FRB20190428A,170.73,23.33,968.9,942.4,949.4,19.5,1.6628496364273069,PSZ2 G218.59+71.31
FRB20190228A,183.48,22.9,439.9,398.9,399.5,40.39999999999998,2.379361030198955,PSZ2 G234.52+82.85
FRB20181223C,181.05,27.58,111.6,92.6,93.4,18.19999999999999,1.4603344319575686,PSZ2 G213.39+80.59
FRB20190325B,183.92,30.32,1730.7,1714.1,1714.8,15.900000000000091,2.8606580889780484,PSZ2 G207.88+81.31
FRB20190303C,173.24,26.32,1088.6,1066.6,1070.5,18.09999999999991,1.9817344543229929,PSZ2 G205.90+73.76
FRB20190212C,172.57,28.14,1012.6,994.1,997.9,14.700000000000045,1.7644365711817676,PSZ2 G205.90+73.76
FRB20190101A,171.01,27.99,867.0,830.3,836.0,31.0,3.1305816299194094,PSZ2 G205.90+73.76
FRB20181022D,179.18,36.53,512.7,494.2,496.7,16.000000000000057,1.1786372349729566,PSZ2 G170.26+73.90
FRB20190414A,181.44,38.9,812.0,791.8,793.5,18.5,1.7368740746304525,PSZ2 G152.40+75.00
FRB20181030C,309.83,3.99,668.0,595.7,610.0,58.0,3.396088485745849,PSZ2 G049.80-25.16
FRB20190410A,263.47,-2.37,278.2,155.5,167.5,110.69999999999999,1.750057847562721,PSZ2 G022.03+17.75
FRB20190109B,253.47,1.25,176.3,106.9,121.7,54.60000000000001,3.1003704512529375,PSZ2 G018.73+23.56
FRB20190104B,234.72,-6.25,527.3,480.3,492.6,34.69999999999993,2.979417713454692,PSZ2 G002.82+39.23
FRB20190518C,242.01,4.64,444.8,402.4,408.2,36.60000000000002,1.7495851667302067,PSZ2 G014.09+38.38
FRB20190307A,254.55,9.85,352.6,297.3,309.6,43.0,4.228547173788675,PSZ2 G028.05+25.43
FRB20190118A,253.31,11.55,224.8,171.7,182.4,42.400000000000006,3.0273877309997514,PSZ2 G030.90+34.37
FRB20181224E,239.32,7.32,580.7,545.3,549.3,31.40000000000009,4.280125324330202,PSZ2 G014.09+38.38
FRB20181224E,239.32,7.32,580.7,545.3,549.3,31.40000000000009,4.280125324330202,PSZ2 G014.09+38.38
FRB20190206A,244.85,9.36,187.6,146.9,152.8,34.79999999999998,1.728194344369156,PSZ2 G021.08+38.00
FRB20190317E,274.37,13.25,800.7,666.6,696.0,104.70000000000005,4.035315661755649,PSZ2 G037.67+15.71
FRB20190410B,265.76,15.17,642.1,563.8,580.6,61.5,2.2028498586737792,PSZ2 G041.69+21.68
FRB20190218B,268.7,17.93,549.9,466.3,482.5,67.39999999999998,1.9757971272688668,PSZ2 G041.69+21.68
FRB20190128D,283.32,17.44,428.6,197.4,222.9,205.70000000000002,1.6198361227012963,PSZ2 G047.53+08.55
FRB20180915A,280.55,17.91,370.4,199.1,224.9,145.49999999999997,1.561027743800201,PSZ2 G047.53+08.55
FRB20190412B,285.65,19.25,375.3,110.9,110.1,265.20000000000005,4.4228530749520045,PSZ2 G052.93+10.42
FRB20190430C,277.22,24.92,399.5,301.5,317.4,82.10000000000002,5.334782874248079,PSZ2 G052.93+10.42
FRB20190111B,260.02,13.53,1334.4,1271.8,1285.9,48.5,3.5742613923006643,PSZ2 G038.68+24.50
FRB20190613A,257.4,18.85,714.9,661.5,672.6,42.299999999999955,2.124836918235616,PSZ2 G041.45+29.10
FRB20190425A,255.72,21.52,127.8,79.4,89.3,38.5,2.2179657443584833,PSZ2 G042.53+35.20
FRB20190320C,254.73,22.38,367.2,321.7,331.4,35.80000000000001,1.0432108741198942,PSZ2 G042.53+35.20
FRB20190623A,270.48,24.52,1082.1,1008.0,1022.5,59.59999999999991,4.154880608069463,PSZ2 G049.09+25.23
FRB20190520A,273.52,26.32,431.9,352.8,367.3,64.59999999999997,4.800233637022819,PSZ2 G058.29+18.55
FRB20190307B,269.2,38.4,291.1,239.1,248.9,42.20000000000002,1.689453887440451,PSZ2 G066.34+26.14
FRB20181027A,131.9,-4.24,726.3,663.7,670.0,56.299999999999955,1.7899738783159576,PSZ2 G233.05+23.67
