Name,RAJ2000,DEJ2000,DM,DMeNE2001,DMeYMW16,DM_excess_extragalactic,ang_sep_to_nearest_PSZ2_deg,nearest_PSZ2_name
FRB20190131D,57.46,22.75,642.1,574.6,569.1,73.0,1.7824491083104432,PSZ2 G166.27-24.71
FRB20190131D,57.46,22.75,642.1,574.6,569.1,73.0,1.7824491083104432,PSZ2 G166.27-24.71
FRB20181117C,53.21,25.73,1776.0,1707.6,1705.2,70.79999999999995,2.1359523186817575,PSZ2 G163.22-26.48
FRB20190118B,39.71,23.57,666.4,620.7,627.3,39.10000000000002,3.8356627351032677,PSZ2 G157.07-33.63
FRB20190213A,31.72,20.08,650.2,608.0,616.6,33.60000000000002,3.648647334816614,PSZ2 G149.39-36.84
FRB20190515C,31.72,20.08,653.5,609.3,617.9,35.60000000000002,3.648647334816614,PSZ2 G149.39-36.84
FRB20181231A,29.71,20.96,1376.5,1333.7,1342.5,34.0,3.9508811350558495,PSZ2 G138.32-39.82
FRB20181203A,33.6,23.57,635.7,589.2,597.3,38.40000000000009,1.3318151783873746,PSZ2 G144.84-35.16
FRB20190129A,45.06,21.42,478.8,432.7,437.8,41.0,2.007251634007571,PSZ2 G157.07-33.63
FRB20181203B,47.31,24.02,373.6,318.7,321.5,52.10000000000002,2.307043141788761,PSZ2 G161.73-28.58
FRB20190125A,45.73,27.81,562.9,504.3,506.4,56.5,1.7113965106892886,PSZ2 G157.32-26.77
FRB20190403F,43.34,33.14,666.4,596.8,597.5,68.89999999999998,4.000460857655856,PSZ2 G147.14-20.56
FRB20190422A,48.56,35.15,452.9,372.8,367.0,85.89999999999998,5.5602779385000325,PSZ2 G150.64-14.21
FRB20190422A,48.56,35.15,452.9,372.8,367.0,85.89999999999998,5.5602779385000325,PSZ2 G150.64-14.21
FRB20190422A,48.56,35.15,452.9,372.8,367.0,85.89999999999998,5.5602779385000325,PSZ2 G150.64-14.21
FRB20190226A,58.83,31.93,600.1,510.3,494.4,105.70000000000005,2.3025178926619154,PSZ2 G164.85-16.55
FRB20190104A,70.5,35.59,548.3,397.9,346.9,201.39999999999998,9.719114785584532,PSZ2 G164.85-16.55
FRB20190104A,70.5,35.59,548.3,397.9,346.9,201.39999999999998,9.719114785584532,PSZ2 G164.85-16.55
FRB20181018C,67.15,37.57,409.2,265.0,220.7,188.5,8.976764444983138,PSZ2 G164.85-16.55
FRB20190529A,68.06,40.32,703.6,539.0,482.8,220.8,11.629585220038312,PSZ2 G164.85-16.55
FRB20190415C,74.81,34.8,648.6,481.7,413.8,234.8,12.649646490895185,PSZ2 G164.85-16.55
FRB20190317A,87.44,44.66,1156.5,1019.3,964.1,192.39999999999998,1.516925230081965,PSZ2 G165.39+09.22
FRB20181214A,70.0,43.07,467.5,283.9,206.0,261.5,11.833345091980982,PSZ2 G164.29+08.94
FRB20190613B,65.75,42.67,286.3,116.3,60.3,226.0,12.403794969108317,PSZ2 G150.64-14.21
FRB20190213C,64.26,45.0,357.5,181.1,120.3,237.2,11.747024862208193,PSZ2 G150.64-14.21
FRB20190323D,56.88,46.93,760.2,601.3,558.1,202.10000000000002,8.103193017189932,PSZ2 G143.70-08.59
FRB20190110A,64.95,47.44,470.7,284.2,206.6,264.1,13.067977948019012,PSZ2 G150.64-14.21
FRB20190604C,77.39,49.3,504.7,351.7,270.9,233.8,6.1100092308758684,PSZ2 G164.29+08.94
FRB20180729B,89.93,56.5,318.6,223.2,198.8,119.80000000000001,2.196207364694203,PSZ2 G156.88+13.48
FRB20190612C,79.12,61.01,1638.5,1533.8,1498.3,140.20000000000005,2.304020268279979,PSZ2 G151.90+11.63
FRB20190421B,82.49,62.31,393.1,295.8,269.3,123.80000000000001,3.441462894441921,PSZ2 G146.88+17.13
FRB20190102B,21.66,21.39,367.2,326.1,335.2,32.0,1.695780566926743,PSZ2 G132.54-42.16
FRB20190607A,26.23,23.66,559.7,518.5,527.4,32.30000000000007,2.226859057113177,PSZ2 G138.32-39.82
FRB20190128A,21.8,24.67,695.5,652.5,661.6,33.89999999999998,4.638561356354908,PSZ2 G138.32-39.82
FRB20190601B,17.88,23.82,789.3,745.9,754.7,34.59999999999991,2.1080509562353136,PSZ2 G126.61-37.63
FRB20190217B,22.58,26.95,847.6,800.4,809.2,38.39999999999998,5.006909579849846,PSZ2 G127.44-34.74
FRB20190605D,26.72,28.62,1653.1,1607.7,1615.9,37.19999999999982,3.07536830716719,PSZ2 G141.05-32.61
FRB20190226C,17.46,26.76,826.5,783.3,792.2,34.299999999999955,1.2701016912821743,PSZ2 G127.44-34.74
FRB20190619C,38.29,36.33,486.9,419.0,420.4,66.5,2.4724957550363786,PSZ2 G144.99-24.64
FRB20180924A,35.46,37.52,1114.5,1047.3,1049.0,65.5,3.763971248963209,PSZ2 G144.99-24.64
FRB20190628C,11.52,48.59,1740.4,1649.6,1647.2,93.20000000000005,3.5339242868384084,PSZ2 G118.56-13.14
FRB20190106A,22.19,46.12,341.3,251.2,249.5,91.80000000000001,0.8926117971643004,PSZ2 G130.13-17.02
FRB20181018A,17.03,51.55,1132.2,1008.5,999.7,132.5,1.832663183946826,PSZ2 G127.35-10.69
FRB20190116E,19.36,52.32,1489.7,1362.6,1350.8,138.9000000000001,0.5154719727004905,PSZ2 G127.35-10.69
FRB20181101A,21.26,53.88,1468.7,1327.8,1311.1,157.60000000000014,2.1029846841274176,PSZ2 G127.35-10.69
FRB20190415B,8.86,54.85,711.7,567.6,553.4,158.30000000000007,3.7793179458994923,PSZ2 G123.55-10.36
FRB20181119E,16.36,60.53,1169.5,949.5,893.6,275.9,6.41983289431836,PSZ2 G125.37-08.67
FRB20181224B,45.36,46.14,779.6,659.7,640.3,139.30000000000007,1.6536190684531666,PSZ2 G145.92-12.53
FRB20190607B,42.02,49.62,289.5,151.1,127.6,161.9,2.1435069879585944,PSZ2 G143.70-08.59
FRB20190124A,50.46,51.58,1274.6,1099.3,1051.9,222.69999999999982,4.259857054369983,PSZ2 G143.70-08.59
FRB20190115A,45.61,54.28,1020.6,835.3,784.3,236.30000000000007,5.296704439998691,PSZ2 G143.70-08.59
FRB20190325C,53.85,60.17,799.0,609.4,499.6,299.4,10.681432105018166,PSZ2 G141.77+14.19
FRB20181014A,46.01,63.33,1311.8,1128.2,1014.9,296.9,10.988348341670276,PSZ2 G141.77+14.19
FRB20181122A,60.04,55.48,661.6,466.7,364.1,297.5,10.676072064748256,PSZ2 G151.90+11.63
FRB20190530A,68.74,60.59,554.8,416.2,353.1,201.69999999999993,5.437287796282122,PSZ2 G151.90+11.63
FRB20190320A,61.6,63.36,613.0,470.2,400.3,212.7,5.989556470430956,PSZ2 G141.77+14.19
FRB20181128A,73.92,63.22,446.4,338.0,298.4,148.0,4.834801512412759,PSZ2 G146.88+17.13
FRB20181128A,73.92,63.22,446.4,338.0,298.4,148.0,4.834801512412759,PSZ2 G146.88+17.13
FRB20181219A,73.92,63.22,449.7,339.4,299.8,149.89999999999998,4.834801512412759,PSZ2 G146.88+17.13
FRB20190527B,73.92,63.22,449.7,337.4,297.9,151.8,4.834801512412759,PSZ2 G146.88+17.13
FRB20190116D,85.1,68.68,1161.4,1085.5,1072.0,89.40000000000009,3.020143470545922,PSZ2 G146.88+17.13
FRB20190211A,67.06,68.64,1188.9,1084.4,1050.5,138.4000000000001,1.2670447294851168,PSZ2 G141.77+14.19
FRB20180814A,65.54,73.63,190.9,101.5,80.9,110.0,5.4842359737425985,PSZ2 G131.19+14.48
FRB20180911C,65.54,73.63,190.9,102.0,81.5,109.4,5.4842359737425985,PSZ2 G131.19+14.48
FRB20180917A,65.54,73.63,194.1,102.1,81.5,112.6,5.4842359737425985,PSZ2 G131.19+14.48
FRB20180917A,65.54,73.63,194.1,102.1,81.5,112.6,5.4842359737425985,PSZ2 G131.19+14.48
FRB20180917A,65.54,73.63,194.1,102.1,81.5,112.6,5.4842359737425985,PSZ2 G131.19+14.48
FRB20180919A,65.54,73.63,190.9,101.0,80.5,110.4,5.4842359737425985,PSZ2 G131.19+14.48
FRB20181028A,65.54,73.63,181.2,101.3,80.7,100.49999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20181028A,65.54,73.63,181.2,101.3,80.7,100.49999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20181028A,65.54,73.63,181.2,101.3,80.7,100.49999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20181028A,65.54,73.63,181.2,101.3,80.7,100.49999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20181028A,65.54,73.63,181.2,101.3,80.7,100.49999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20181118C,65.54,73.63,187.6,102.4,81.8,105.8,5.4842359737425985,PSZ2 G131.19+14.48
FRB20181120C,65.54,73.63,190.9,103.9,83.3,107.60000000000001,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190329A,65.54,73.63,189.2,100.8,80.2,108.99999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190517B,65.54,73.63,187.6,103.9,83.4,104.19999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190611A,65.54,73.63,187.6,102.6,82.1,105.5,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190611A,65.54,73.63,187.6,102.6,82.1,105.5,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190625E,65.54,73.63,187.6,100.7,80.2,107.39999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190625E,65.54,73.63,187.6,100.7,80.2,107.39999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190625E,65.54,73.63,187.6,100.7,80.2,107.39999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190626A,65.54,73.63,194.1,101.5,80.7,113.39999999999999,5.4842359737425985,PSZ2 G131.19+14.48
FRB20190301B,69.5,74.08,619.5,538.5,521.9,97.60000000000002,5.895318125787029,PSZ2 G141.77+14.19
FRB20190329B,87.9,76.27,406.0,340.1,336.0,70.0,2.4820431998296177,PSZ2 G139.62+24.18
FRB20190221D,24.81,60.93,473.9,284.2,183.3,290.59999999999997,7.991560108154356,PSZ2 G125.37-08.67
FRB20190302A,34.8,61.34,1009.3,813.5,722.0,287.29999999999995,11.066695075078025,PSZ2 G137.51-09.98
FRB20181019B,37.87,68.18,723.0,565.4,473.2,249.8,7.440029928604671,PSZ2 G131.19+14.48
FRB20180916B,29.5031258,65.7167542,347.8,150.4,24.5,323.3,10.863448714366596,PSZ2 G131.19+14.48
FRB20181019A,29.5031258,65.7167542,346.1,149.8,23.9,322.20000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20181019A,29.5031258,65.7167542,346.1,149.8,23.9,322.20000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20181104A,29.5031258,65.7167542,347.8,150.5,24.6,323.2,10.863448714366596,PSZ2 G131.19+14.48
FRB20181104B,29.5031258,65.7167542,342.9,151.2,25.3,317.59999999999997,10.863448714366596,PSZ2 G131.19+14.48
FRB20181120B,29.5031258,65.7167542,351.0,150.8,24.9,326.1,10.863448714366596,PSZ2 G131.19+14.48
FRB20181222A,29.5031258,65.7167542,349.4,149.8,23.9,325.5,10.863448714366596,PSZ2 G131.19+14.48
FRB20181222A,29.5031258,65.7167542,349.4,149.8,23.9,325.5,10.863448714366596,PSZ2 G131.19+14.48
FRB20181222A,29.5031258,65.7167542,349.4,149.8,23.9,325.5,10.863448714366596,PSZ2 G131.19+14.48
FRB20181222A,29.5031258,65.7167542,349.4,149.8,23.9,325.5,10.863448714366596,PSZ2 G131.19+14.48
FRB20181223A,29.5031258,65.7167542,352.6,150.8,24.9,327.70000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20181223A,29.5031258,65.7167542,352.6,150.8,24.9,327.70000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20181225A,29.5031258,65.7167542,346.1,150.7,24.8,321.3,10.863448714366596,PSZ2 G131.19+14.48
FRB20181226A,29.5031258,65.7167542,347.8,150.1,24.2,323.6,10.863448714366596,PSZ2 G131.19+14.48
FRB20181226A,29.5031258,65.7167542,347.8,150.1,24.2,323.6,10.863448714366596,PSZ2 G131.19+14.48
FRB20190126A,29.5031258,65.7167542,351.0,151.1,25.1,325.9,10.863448714366596,PSZ2 G131.19+14.48
FRB20190518A,29.5031258,65.7167542,351.0,150.7,24.8,326.2,10.863448714366596,PSZ2 G131.19+14.48
FRB20190518E,29.5031258,65.7167542,351.0,151.1,25.1,325.9,10.863448714366596,PSZ2 G131.19+14.48
FRB20190519A,29.5031258,65.7167542,346.1,149.8,23.9,322.20000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20190519A,29.5031258,65.7167542,346.1,149.8,23.9,322.20000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20190519B,29.5031258,65.7167542,349.4,150.3,24.4,325.0,10.863448714366596,PSZ2 G131.19+14.48
FRB20190519B,29.5031258,65.7167542,349.4,150.3,24.4,325.0,10.863448714366596,PSZ2 G131.19+14.48
FRB20190519B,29.5031258,65.7167542,349.4,150.3,24.4,325.0,10.863448714366596,PSZ2 G131.19+14.48
FRB20190519B,29.5031258,65.7167542,349.4,150.3,24.4,325.0,10.863448714366596,PSZ2 G131.19+14.48
FRB20190519C,29.5031258,65.7167542,346.1,150.1,24.2,321.90000000000003,10.863448714366596,PSZ2 G131.19+14.48
FRB20190603A,29.5031258,65.7167542,347.8,150.6,24.7,323.1,10.863448714366596,PSZ2 G131.19+14.48
FRB20190604F,29.5031258,65.7167542,352.6,149.8,23.9,328.70000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20190604F,29.5031258,65.7167542,352.6,149.8,23.9,328.70000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20190604F,29.5031258,65.7167542,352.6,149.8,23.9,328.70000000000005,10.863448714366596,PSZ2 G131.19+14.48
FRB20190605A,29.5031258,65.7167542,352.6,150.9,25.0,327.6,10.863448714366596,PSZ2 G131.19+14.48
FRB20190605B,29.5031258,65.7167542,349.4,149.8,23.9,325.5,10.863448714366596,PSZ2 G131.19+14.48
FRB20190605B,29.5031258,65.7167542,349.4,149.8,23.9,325.5,10.863448714366596,PSZ2 G131.19+14.48
FRB20190605B,29.5031258,65.7167542,349.4,149.8,23.9,325.5,10.863448714366596,PSZ2 G131.19+14.48
FRB20181218B,18.04,69.39,752.1,583.8,477.1,275.0,8.998106639674107,PSZ2 G117.11+11.48
FRB20181218A,5.06,71.35,1873.1,1727.2,1646.0,227.0999999999999,4.324989848565296,PSZ2 G117.11+11.48
FRB20190417C,45.68,71.26,318.6,198.2,146.8,171.8,3.9399623189671646,PSZ2 G131.19+14.48
FRB20190603B,48.87,74.28,503.0,404.0,372.3,130.7,1.212218970343308,PSZ2 G131.19+14.48
FRB20180907C,41.72,77.07,638.9,546.8,522.9,116.0,1.2501965142651033,PSZ2 G129.78+16.85
FRB20180925A,74.93,77.99,236.2,167.1,159.0,77.19999999999999,5.833556126685506,PSZ2 G139.62+24.18
FRB20190601D,85.86,79.35,669.6,604.6,602.3,67.30000000000007,5.133202302765477,PSZ2 G139.62+24.18
FRB20181117B,81.09,79.99,540.2,473.2,470.1,70.10000000000002,6.141014054662672,PSZ2 G139.62+24.18
FRB20181117B,81.09,79.99,540.2,473.2,470.1,70.10000000000002,6.141014054662672,PSZ2 G139.62+24.18
FRB20190128C,69.8,78.94,304.1,239.3,230.4,73.70000000000002,4.855674496739978,PSZ2 G129.78+16.85
FRB20190630C,68.38,80.95,1659.6,1592.3,1586.9,72.69999999999982,5.052263599977458,PSZ2 G129.78+16.85
FRB20190115B,76.82,82.06,748.9,684.5,682.3,66.60000000000002,4.357066902124614,PSZ2 G127.01+26.21
FRB20190328C,73.83,81.96,470.7,408.2,405.3,65.39999999999998,4.542384592845395,PSZ2 G127.01+26.21
FRB20181227A,31.79,78.38,791.0,702.2,680.5,110.5,2.929781098439,PSZ2 G129.78+16.85
FRB20181230B,20.83,79.7,1135.5,1052.4,1034.9,100.59999999999991,5.132298530713968,PSZ2 G129.78+16.85
FRB20180812A,19.33,80.78,795.8,722.1,708.4,87.39999999999998,5.607568992284236,PSZ2 G129.78+16.85
FRB20190206B,49.76,79.5,355.8,274.0,261.0,94.80000000000001,1.741603173960615,PSZ2 G129.78+16.85
FRB20190228B,50.01,81.94,1125.8,1043.9,1035.6,90.20000000000005,4.073172195711042,PSZ2 G129.78+16.85
FRB20190224A,60.53,83.39,821.7,752.9,749.5,72.20000000000005,3.7996908293152556,PSZ2 G127.01+26.21
FRB20190411A,80.0,83.89,461.0,399.8,399.5,61.5,2.4871493284910167,PSZ2 G127.01+26.21
FRB20190201A,64.03,84.84,241.0,179.6,178.5,62.5,2.4084698481340863,PSZ2 G127.01+26.21
FRB20190107B,33.45,83.4,166.6,96.1,89.6,77.0,4.267990115016308,PSZ2 G124.11+25.02
FRB20190308B,38.59,83.62,179.5,111.5,106.0,73.5,4.025240500409069,PSZ2 G124.11+25.02
FRB20190308B,38.59,83.62,179.5,111.5,106.0,73.5,4.025240500409069,PSZ2 G124.11+25.02
FRB20190423D,29.69,84.8,498.2,430.3,426.7,71.5,2.912887218475311,PSZ2 G124.11+25.02
FRB20190430A,77.7,87.01,349.4,281.4,282.8,66.59999999999997,1.0435295357567362,PSZ2 G127.01+26.21
FRB20181222E,50.64,86.97,328.4,268.1,268.2,60.19999999999999,0.7607271609086,PSZ2 G124.56+25.38
FRB20181222E,50.64,86.97,328.4,268.1,268.2,60.19999999999999,0.7607271609086,PSZ2 G124.56+25.38
FRB20180730A,57.39,87.19,849.2,789.7,790.5,58.700000000000045,0.5643396580711947,PSZ2 G124.56+25.38
FRB20190223A,64.72,87.65,389.8,331.1,332.5,57.30000000000001,0.4726011606947628,PSZ2 G124.56+25.38
FRB20181225B,36.77,88.2,299.2,241.0,242.3,56.89999999999998,0.2905439336273459,PSZ2 G123.84+25.75
FRB20190320E,76.64,89.16,299.2,243.3,245.7,53.5,1.0021293733711567,PSZ2 G123.84+25.75
FRB20190403B,135.47,1.46,291.1,238.4,244.5,46.60000000000002,1.9816617216031034,PSZ2 G225.48+29.41
FRB20181030E,135.67,8.89,158.5,109.8,113.7,44.8,2.6324448290222224,PSZ2 G218.81+35.51
FRB20190630D,143.36,8.9,321.9,279.8,287.3,34.599999999999966,2.1550669152333044,PSZ2 G225.84+41.84
FRB20190221A,132.6,9.9,224.8,170.9,172.7,52.10000000000002,4.736299832855974,PSZ2 G218.81+35.51
FRB20180906A,141.48,14.29,383.3,340.0,346.5,36.80000000000001,0.45154436527351904,PSZ2 G217.09+40.15
FRB20180925B,145.45,20.99,668.0,628.2,637.4,30.600000000000023,3.2530382270858227,PSZ2 G209.53+43.32
FRB20181226D,120.22,22.16,386.6,320.4,306.2,80.40000000000003,2.9422494804033112,PSZ2 G200.82+27.42
FRB20190224C,124.05,19.78,495.0,437.5,429.2,65.80000000000001,2.3693533936446722,PSZ2 G200.82+27.42
FRB20190128B,127.44,23.29,247.5,191.0,190.8,56.69999999999999,0.8986349015454206,PSZ2 G201.54+30.62
FRB20190617C,134.37,35.7,637.3,594.8,602.9,34.39999999999998,1.5307957774113765,PSZ2 G186.99+38.65
FRB20190411B,154.03,29.23,1227.7,1194.3,1207.0,20.700000000000045,2.468528447238136,PSZ2 G199.61+53.41
FRB20181128B,157.22,38.28,454.5,423.0,435.9,18.600000000000023,2.431313948488864,PSZ2 G182.59+55.83
FRB20190301C,171.83,34.93,805.5,782.4,790.7,14.799999999999955,4.579824657085556,PSZ2 G190.61+66.46
FRB20190416B,172.19,35.95,574.2,554.8,563.5,10.700000000000045,4.403907411359849,PSZ2 G168.33+69.73
FRB20181214D,178.57,46.71,1171.1,1151.3,1157.5,13.599999999999909,3.1790989074474396,PSZ2 G143.26+65.24
FRB20190402A,178.61,47.1,1287.5,1265.3,1271.7,15.799999999999955,2.796313168136689,PSZ2 G143.26+65.24
FRB20190519E,168.28,41.65,693.9,666.3,677.3,16.600000000000023,0.8418222679106915,PSZ2 G172.74+65.30
FRB20190519D,164.57,42.99,538.6,509.3,521.1,17.5,3.270215650497092,PSZ2 G172.74+65.30
FRB20180907E,167.88,47.09,381.7,352.9,363.3,18.399999999999977,3.2320940624015755,PSZ2 G156.26+59.64
FRB20180923D,169.08,48.75,328.4,298.7,308.7,19.69999999999999,1.998068097187912,PSZ2 G156.26+59.64
FRB20181125A,147.94,33.93,278.2,234.2,247.6,30.599999999999994,3.722517751888712,PSZ2 G194.98+54.12
FRB20181125A,147.94,33.93,278.2,234.2,247.6,30.599999999999994,3.722517751888712,PSZ2 G194.98+54.12
FRB20181125A,147.94,33.93,278.2,234.2,247.6,30.599999999999994,3.722517751888712,PSZ2 G194.98+54.12
FRB20190416A,144.99,33.3,2287.1,2248.1,2260.7,26.40000000000009,4.86078138223617,PSZ2 G198.46+46.01
FRB20181013C,146.07,34.1,1004.5,967.2,980.1,24.399999999999977,5.193556277953067,PSZ2 G194.98+54.12
FRB20190404A,143.1,36.9,1353.8,1313.6,1326.5,27.299999999999955,3.9421472086651828,PSZ2 G184.24+43.69
FRB20181214B,138.79,42.15,1120.9,1078.7,1090.2,30.700000000000045,1.8362713048635422,PSZ2 G178.00+42.32
FRB20181229A,137.18,42.01,955.9,912.6,923.4,32.5,1.1838626432078767,PSZ2 G178.00+42.32
FRB20181117A,147.73,52.51,960.8,921.2,932.6,28.199999999999932,0.685355349725493,PSZ2 G163.87+48.54
FRB20190422B,158.27,45.67,975.4,943.3,955.7,19.699999999999932,3.8043697024390073,PSZ2 G165.06+54.13
FRB20190423A,179.68,55.25,244.2,211.0,220.2,24.0,1.027964406370969,PSZ2 G136.92+59.46
FRB20190423A,179.68,55.25,244.2,211.0,220.2,24.0,1.027964406370969,PSZ2 G136.92+59.46
FRB20181214C,175.93,60.02,632.4,599.5,608.6,23.799999999999955,0.9026091430966106,PSZ2 G136.31+54.67
FRB20190502A,165.01,59.95,626.0,590.8,600.6,25.399999999999977,1.2238704261820839,PSZ2 G145.25+50.84
FRB20181124A,175.98,63.52,1108.0,1074.1,1083.0,25.0,1.4260788365298984,PSZ2 G134.59+53.38
FRB20190417B,174.87,64.72,1151.7,1126.2,1135.1,16.600000000000136,0.8609235788519364,PSZ2 G133.59+50.68
FRB20190202B,114.32,32.45,464.2,394.8,379.4,84.80000000000001,1.3458312747387133,PSZ2 G187.53+21.92
FRB20190323A,112.37,34.46,855.7,784.7,768.7,87.0,2.893070648765631,PSZ2 G187.53+21.92
FRB20190317C,125.82,32.07,601.7,544.7,543.8,57.90000000000009,2.029149445282144,PSZ2 G192.77+33.14
FRB20181014C,117.87,41.59,752.1,692.3,689.1,63.0,3.601877463431525,PSZ2 G180.88+31.04
FRB20190619D,114.79,41.59,375.3,314.5,308.3,67.0,2.3848151858663957,PSZ2 G175.89+24.24
FRB20180810A,101.47,34.86,415.7,310.2,274.7,141.0,3.8905996567760712,PSZ2 G183.92+16.36
FRB20190219A,105.78,43.13,655.1,578.4,562.1,93.0,1.4663915152824307,PSZ2 G172.93+21.34
FRB20180916C,107.15,45.08,2248.3,2179.0,2166.8,81.5,0.7625700179338607,PSZ2 G172.93+21.34
FRB20181215A,93.38,39.34,412.5,284.1,235.7,176.8,3.47314586422249,PSZ2 G170.22+09.74
FRB20190217A,94.88,43.11,797.4,687.4,650.5,146.89999999999998,3.097417142824914,PSZ2 G170.22+09.74
FRB20190609D,115.94,51.69,509.5,454.2,454.3,55.19999999999999,2.3893167276458342,PSZ2 G165.76+31.15
FRB20190322A,110.75,51.3,1054.6,996.5,993.0,61.59999999999991,0.8672023302797762,PSZ2 G165.41+25.93
FRB20190227A,108.41,56.34,393.1,330.6,327.8,65.30000000000001,1.2526612729899238,PSZ2 G161.39+26.27
FRB20190420A,106.55,55.96,609.8,543.4,538.7,71.09999999999991,1.7096747938519539,PSZ2 G162.33+25.03
