table_name,description
"'J/A+A/704/A89/bol_lc'","Bolometric and pseudo-bolometric light curve for SN 2024abfo along with radius and temperature evolution ( de Wet S., Leloudas G., Buckley D., Erasmus N., Groot P.J., Zimmerman E.)"
