WISE,HIIName,GLON,GLAT,Rad,Dist,RGal,Z,DV1,R_pc,group_multiplicity,driving_proxy,ambient_resistance_proxy,existing_bubble_strength,choke_B1,choke_B2
G010.308-00.150,G010.310-00.150,10.309,-0.149,324,15.1,6.9,-39.0,32.0,23.71902453460294,1,1024.0,0.10737492776340136,1,9536.676962953257,9536.676962953257
G011.662-01.692,G011.707-01.722; S37,11.662,-1.692,907,2.5,6.0,-75.0,18.9,10.993150219158728,1,357.2099999999999,0.10923150889627108,1,3270.210249857624,3270.210249857624
G011.112-00.402,G011.110-00.400,11.112,-0.401,60,16.4,8.2,-114.0,25.2,4.770566622117834,1,635.04,0.044920674086021205,1,14136.92053649785,14136.92053649785
G012.474-01.140,G012.445-01.113; S39,12.474,-1.14,329,4.2,4.5,-82.0,16.2,6.699155445571567,2,262.44,0.16003208503537686,2,1639.9211442004566,819.9605721002283
G012.476-01.102,G012.445-01.113; S39,12.476,-1.102,152,4.2,4.5,-80.0,16.2,3.0950505402032777,2,262.44,0.16218013467726444,2,1618.200653996563,809.1003269982815
G009.598+00.199,G009.615+00.198,9.599,0.199,34,5.2,3.5,17.0,18.2,0.8571505882016597,3,331.23999999999995,0.3284622600554351,3,1008.456800924697,336.15226697489896
G009.613+00.200,G009.615+00.198,9.614,0.2,86,5.2,3.5,17.0,18.2,2.168086781921845,3,331.23999999999995,0.3284622600554351,3,1008.456800924697,336.15226697489896
G009.612+00.205,G009.615+00.198,9.613,0.206,34,5.2,3.5,18.0,18.2,0.8571505882016597,3,331.23999999999995,0.32627979462303947,3,1015.2023062987739,338.40076876625795
G010.453+00.029,G010.460+00.030,10.453,0.03,31,10.9,3.0,5.0,21.9,1.638185428469122,3,479.60999999999996,0.41046024894611166,3,1168.4688133173324,389.48960443911085
G010.464+00.029,G010.460+00.030,10.464,0.029,15,10.9,3.0,5.0,21.9,0.7926703686140913,3,479.60999999999996,0.41046024894611166,3,1168.4688133173324,389.48960443911085
G010.462+00.034,G010.460+00.030,10.462,0.034,13,10.9,3.0,6.0,21.9,0.6869809861322126,3,479.60999999999996,0.4077329483894322,3,1176.2846291782062,392.0948763927354
G010.964+00.006,G010.960+00.020,10.965,0.007,38,14.1,6.0,1.0,30.5,2.5976317033848937,1,930.25,0.17889568990636895,1,5199.957586942857,5199.957586942857
G012.429-00.049,G012.431-00.042,12.43,-0.048,60,22.6,14.4,-18.0,27.8,6.574073515845308,1,772.84,0.014490156614038284,1,53335.517385040606,53335.517385040606
G012.804-00.207,G012.807-00.204; W33,12.804,-0.206,21,3.8,4.9,-13.0,32.0,0.3868813175254097,3,1024.0,0.22612515118722804,3,4528.4657395414815,1509.4885798471605
G012.805-00.196,G012.807-00.204; W33,12.805,-0.196,21,3.8,4.9,-12.0,32.0,0.3868813175254097,3,1024.0,0.22763768838381268,3,4498.376377260808,1499.4587924202694
G012.813-00.200,G012.807-00.204; W33,12.814,-0.199,21,3.8,4.9,-13.0,32.0,0.3868813175254097,3,1024.0,0.22612515118722804,3,4528.4657395414815,1509.4885798471605
G012.907-00.277,G012.910-00.260,12.908,-0.276,96,13.1,5.1,-62.0,28.1,6.097016853633524,1,789.6100000000001,0.15405028706678417,1,5125.66393114014,5125.66393114014
G012.632-00.018,G012.630-00.020,12.632,-0.017,60,12.9,5.0,-3.0,22.9,3.752457891787808,1,524.41,0.2349056279768175,1,2232.428420368682,2232.428420368682
G011.893+00.748,G011.898+00.747; S38,11.893,0.749,182,3.2,5.5,41.0,23.0,2.8235548787819376,1,529.0,0.15806295044558136,1,3346.767844765283,3346.767844765283
G012.774+00.330,G012.780+00.330,12.775,0.331,60,14.4,6.4,83.0,28.5,4.1887902047863905,1,812.25,0.09237445848169447,1,8793.015010323019,8793.015010323019
G012.742+00.390,G012.762+00.370; S40,12.743,0.391,537,2.6,6.0,17.0,20.6,6.768968615651342,1,424.36000000000007,0.1607959598893652,1,2639.1210344586934,2639.1210344586934
G013.131-00.149,G013.130-00.150,13.132,-0.148,36,12.5,4.6,-32.0,47.3,2.1816615649929116,1,2237.2899999999995,0.21705184267929736,1,10307.629607667895,10307.629607667895
G014.331-00.640,G014.330-00.640,14.332,-0.639,60,1.1,7.4,-12.0,25.7,0.31997702953229373,1,660.49,0.11143813174912023,1,5926.965838649878,5926.965838649878
G014.667-00.477,G014.680-00.500,14.667,-0.477,287,13.5,5.7,-112.0,23.5,18.784106074588973,1,552.25,0.09299234553996445,1,5938.660830559056,5938.660830559056
G015.097-00.729,G015.032-00.687; M17; S47,15.098,-0.729,1172,2.0,6.6,-25.0,37.3,11.364032685207523,1,1391.2899999999997,0.12842875651801983,1,10833.165699963683,10833.165699963683
G015.676-00.288,G015.642-00.239,15.677,-0.288,305,11.6,4.1,-58.0,26.9,17.152708037655383,1,723.6099999999999,0.210536711825373,1,3436.977778014264,3436.977778014264
G016.285-00.171,G016.313-00.162,16.286,-0.171,113,4.1,4.7,-12.0,21.9,2.24614178458048,1,479.60999999999996,0.2410243910690751,1,1989.881596101818,1989.881596101818
G016.424-00.201,G016.431-00.199,16.425,-0.2,60,3.9,4.9,-13.0,24.0,1.1344640137963142,1,576.0,0.22612515118722804,1,2547.2619784920835,2547.2619784920835
G016.648-00.357,G016.614-00.324; S48,16.648,-0.357,485,3.9,4.9,-23.0,16.2,9.170250778186873,1,262.44,0.21154165842698244,1,1240.6067057973173,1240.6067057973173
G016.856-01.156,G016.808-01.072; S50,16.857,-1.155,718,2.2,6.5,-43.0,25.1,7.658116906806229,1,630.0100000000001,0.11720748674419763,1,5375.16857924768,5375.16857924768
G015.128+03.310,G015.128+03.310; S46,15.128,3.31,1135,2.2,6.4,125.0,15.4,12.105797617305113,1,237.16000000000003,0.06981511384624162,1,3396.97218745948,3396.97218745948
G016.944-00.074,G016.943-00.074,16.944,-0.073,42,17.1,9.3,-21.0,30.4,3.4819318577286875,1,924.16,0.060984054102181266,1,15154.125346464049,15154.125346464049
G017.336-00.146,G017.337-00.142,17.337,-0.145,102,17.3,9.6,-43.0,23.7,8.555022216858871,1,561.6899999999999,0.04833865105162761,1,11619.893972632637,11619.893972632637
G017.638+00.157,G017.640+00.150,17.638,0.158,53,13.7,6.2,37.0,18.0,3.5202321385363406,1,324.0,0.13290838295416255,1,2437.769482995976,2437.769482995976
G017.928-00.677,G017.928-00.677,17.928,-0.677,164,12.8,5.4,-151.0,19.5,10.177208793851378,1,380.25,0.07811885660106996,1,4867.582764835192,4867.582764835192
G018.187-00.415,G018.185-00.397,18.187,-0.415,226,3.6,5.2,-26.0,20.1,3.9444441095071845,1,404.01000000000005,0.19032015110268571,1,2122.791505046776,2122.791505046776
G018.305-00.391,G018.305-00.391,18.305,-0.391,60,3.0,5.8,-20.0,29.3,0.8726646259971648,1,858.49,0.16688068375106224,1,5144.334147627409,5144.334147627409
G018.144-00.281,G018.143-00.289,18.145,-0.28,183,4.2,4.7,-20.0,23.7,3.7262779530078936,1,561.6899999999999,0.22850653346991973,1,2458.0916417164062,2458.0916417164062
G018.195-00.171,G018.197-00.181,18.195,-0.171,64,12.4,5.1,-36.0,26.4,3.8474813732852775,1,696.9599999999999,0.18320622333628414,1,3804.2375816060307,3804.2375816060307
G018.076+00.068,G018.077+00.071,18.076,0.068,76,11.8,4.5,14.0,19.7,4.347809092190318,1,388.09,0.25181826581252914,1,1541.1511104953797,1541.1511104953797
G018.152+00.090,G018.156+00.099,18.152,0.091,93,4.1,4.8,6.0,20.2,1.8485945660706604,1,408.03999999999996,0.24379475604185663,1,1673.702940230365,1673.702940230365
G018.253-00.298,G018.258-00.297; S53,18.253,-0.298,205,4.0,4.9,-20.0,30.1,3.9754721850981953,1,906.0100000000001,0.21581508339868974,1,4198.0847016437065,4198.0847016437065
G018.329+00.024,G018.324+00.026,18.329,0.024,96,12.2,4.9,5.0,13.7,5.678137833154885,1,187.68999999999997,0.2385125538543024,1,786.9187469044173,786.9187469044173
G018.451-00.016,G018.460+00.000,18.451,-0.016,64,11.9,4.7,-3.0,30.3,3.692340995330226,2,918.09,0.2559285070459849,2,3587.290882898945,1793.6454414494724
G018.461-00.003,G018.460+00.000,18.461,-0.003,28,11.9,4.7,0.0,30.3,1.615399185456974,2,918.09,0.26109860583936084,2,3516.2577641829644,1758.1288820914822
G018.657-00.057,G018.660-00.060,18.657,-0.056,82,12.5,5.2,-12.0,32.4,4.969340231372743,1,1049.76,0.20893871791852628,1,5024.248308106036,5024.248308106036
G018.218+00.397,G018.236+00.395,18.219,0.398,174,16.3,8.7,113.0,21.9,13.75028562362866,1,479.60999999999996,0.03920121181374396,1,12234.5707647703,12234.5707647703
G018.584+00.344,G018.584+00.344,18.584,0.344,42,15.0,7.4,89.0,16.7,3.0543261909900767,1,278.89,0.06669541642954567,1,4181.54672284876,4181.54672284876
G018.741+00.250,G018.751+00.254,18.741,0.251,68,14.2,6.7,62.0,22.1,4.68136090479368,1,488.4100000000001,0.09752767963082282,1,5007.911619027611,5007.911619027611
G018.881-00.493,G018.881-00.493; W39,18.881,-0.493,109,4.6,4.4,-39.0,27.1,2.430855797083213,1,734.4100000000001,0.21933767161017148,1,3348.3076327411095,3348.3076327411095
G019.045-00.588,G019.050-00.593,19.045,-0.588,120,4.7,4.3,-48.0,18.6,2.734349161457783,1,345.96000000000004,0.21255140190065924,1,1627.653343644811,1627.653343644811
G018.832-00.300,G018.832-00.300,18.832,-0.3,42,12.4,5.1,-64.0,30.0,2.5249096512184632,1,900.0,0.15200991594102956,1,5920.666388297618,5920.666388297618
G019.064-00.282,G019.070-00.280,19.064,-0.282,79,4.6,4.4,-22.0,24.0,1.7618129171520536,1,576.0,0.24565933403179124,1,2344.7104188821854,2344.7104188821854
G019.604-00.905,G019.600-00.900,19.605,-0.905,60,12.8,5.6,-201.0,36.7,3.7233690709212364,1,1346.89,0.05286572873835037,1,25477.56423951319,25477.56423951319
G018.978+00.030,G018.954-00.019,18.978,0.031,275,4.0,4.9,2.0,36.1,5.332950492204895,1,1303.21,0.24333082705536305,1,5355.712696868824,5355.712696868824
G019.554-00.248,G019.608-00.235,19.554,-0.248,191,12.7,5.4,-54.0,27.7,11.760125462674013,2,767.29,0.14914189021373203,2,5144.698105276882,2572.349052638441
G019.504-00.193,G019.504-00.193,19.505,-0.193,51,12.8,5.6,-43.0,19.9,3.164863710283051,1,396.00999999999993,0.15157622175363863,1,2612.6129508864974,2612.6129508864974
G019.609-00.239,G019.608-00.235,19.609,-0.238,86,12.6,5.5,-52.0,27.7,5.253441048502931,2,767.29,0.1468864796094016,2,5223.693848748819,2611.8469243744094
G019.629-00.095,G019.614-00.132,19.629,-0.094,327,11.7,4.7,-19.0,22.8,18.548486625569737,1,519.84,0.23003499958579068,1,2259.8300299347607,2259.8300299347607
G019.489+00.135,G019.485+00.138,19.49,0.135,52,1.9,6.7,4.0,17.5,0.4789959169362216,2,306.25,0.14356715402432746,2,2133.1480872575207,1066.5740436287604
G019.030+00.423,G019.032+00.425,19.031,0.424,77,13.7,6.3,101.0,14.8,5.114299522024496,1,219.04000000000002,0.08430337886574887,1,2598.2351235152273,2598.2351235152273
G019.480+00.155,G019.485+00.138,19.481,0.156,52,14.1,6.7,38.0,17.5,3.554653909895118,2,306.25,0.1144497922693771,2,2675.845835344012,1337.922917672006
G019.741+00.280,G019.741+00.280,19.741,0.28,42,14.4,7.0,70.0,25.5,2.9321531433504737,1,650.25,0.08486727897001742,1,7661.963572906885,7661.963572906885
G019.666-00.309,G019.662-00.305,19.667,-0.308,71,12.5,5.3,-67.0,19.2,4.302721419847131,1,368.64,0.14072433390507239,1,2619.589588881418,2619.589588881418
G019.677-00.134,G019.671-00.137,19.677,-0.133,60,11.9,4.8,-27.0,20.0,3.461569683122087,1,400.0,0.21194497891203085,1,1887.2822656771814,1887.2822656771814
G019.728-00.113,G019.728-00.113,19.728,-0.113,42,11.7,4.7,-23.0,21.7,2.38237442897226,1,470.89,0.223981800949141,1,2102.3583077043113,2102.3583077043113
G020.070-00.144,G020.074-00.141,20.071,-0.143,32,12.6,5.4,-31.0,31.7,1.9547687622336491,1,1004.89,0.17385671265271516,1,5779.989651635153,5779.989651635153
G020.077-00.141,G020.074-00.141,20.077,-0.14,32,12.6,5.4,-30.0,31.7,1.9547687622336491,1,1004.89,0.17501962948608163,1,5741.584546548897,5741.584546548897
G020.083-00.135,G020.074-00.141,20.084,-0.134,32,12.6,5.4,-29.0,31.7,1.9547687622336491,1,1004.89,0.17619032499845733,1,5703.4346239431625,5703.4346239431625
G020.098-00.123,G020.098-00.123,20.098,-0.123,42,12.5,5.4,-26.0,20.3,2.545271825825064,1,412.09000000000003,0.1797496056631758,1,2292.57804755464,2292.57804755464
G019.780+00.286,G019.786+00.285,19.781,0.287,111,17.5,9.9,87.0,21.7,9.417505755552737,1,470.89,0.03308843582228096,1,14231.25597502297,14231.25597502297
G020.227+00.110,G020.227+00.110,20.227,0.11,71,13.9,6.6,26.0,14.9,4.78462621887001,1,222.01000000000002,0.12757541244866213,1,1740.225610396043,1740.225610396043
G020.363-00.014,G020.363-00.014,20.363,-0.014,42,11.9,4.9,-2.0,16.6,2.423098778185461,1,275.56000000000006,0.24333082705536305,1,1132.4500201419369,1132.4500201419369
G020.542-00.179,G020.533-00.187,20.542,-0.179,181,3.7,5.2,-11.0,16.2,3.246797222390562,1,262.44,0.21033629612245114,1,1247.716180412418,1247.716180412418
G020.457+00.021,G020.450+00.025,20.458,0.022,104,11.1,4.3,4.0,15.0,5.596689134728484,1,225.0,0.2850079811022353,1,789.4515765131861,789.4515765131861
G018.669+01.965,G018.252+01.892; S54,18.67,1.965,272,2.7,6.0,93.0,25.1,3.5604716740684323,1,630.0100000000001,0.09687965757355482,1,6503.016379074956,6503.016379074956
G020.966-00.455,G021.143-00.298,20.967,-0.455,922,12.8,5.7,-101.0,45.5,57.215771389823,1,2070.25,0.100068056256697,1,20688.420235617894,20688.420235617894
G020.728-00.105,G020.733-00.087,20.729,-0.104,397,11.8,4.9,-21.0,26.2,22.71158170525732,1,686.4399999999999,0.21438110142697792,1,3201.9613456170896,3201.9613456170896
G021.004-00.056,G021.004-00.056,21.004,-0.056,42,13.4,6.2,-13.0,19.6,2.7285313972844687,1,384.1600000000001,0.15596943224265236,1,2463.046729581832,2463.046729581832
G021.426-00.546,G021.440-00.560,21.427,-0.546,60,4.7,4.5,-44.0,25.3,1.3671745807288915,1,640.09,0.2061713584074834,1,3104.650446813793,3104.650446813793
G021.386-00.255,G021.386-00.254,21.386,-0.254,57,5.5,3.9,-24.0,33.0,1.5198908902783954,1,1089.0,0.27963063307052244,1,3894.423111095113,3894.423111095113
G021.884-00.318,G021.902-00.368,21.884,-0.317,351,10.7,4.3,-59.0,14.1,18.20814742143084,1,198.81,0.19752210795267797,1,1006.5202425220705,1006.5202425220705
G020.988+00.092,G020.988+00.092,20.988,0.092,130,14.1,6.9,22.0,21.4,8.886634774737795,1,457.9599999999999,0.120260478067579,1,3808.0673497959533,3808.0673497959533
G021.746-00.035,G021.744-00.032,21.746,-0.034,85,13.8,6.7,-8.0,14.8,5.686864479414857,1,219.04000000000002,0.13978929194867568,1,1566.9297479553843,1566.9297479553843
G021.872-00.044,G021.877-00.038,21.873,-0.043,100,14.2,7.1,-10.0,16.4,6.884354271755411,1,268.96,0.12304094470311128,1,2185.939003060978,2185.939003060978
G021.873+00.005,G021.870+00.010,21.873,0.006,60,13.5,6.4,1.0,29.8,3.9269908169872414,1,888.0400000000001,0.1595755030772445,1,5565.0145722563275,5565.0145722563275
G022.357+00.064,G022.360+00.060,22.357,0.064,60,5.1,4.2,5.0,22.5,1.48352986419518,1,506.25,0.29131989113347107,1,1737.7804104974643,1737.7804104974643
G022.761-00.492,G022.760-00.485,22.762,-0.492,157,4.8,4.5,-41.0,22.6,3.653555900841463,1,510.76000000000005,0.2103362961224511,1,2428.3017691946607,2428.3017691946607
G022.780-00.401,G022.780-00.383,22.78,-0.401,99,11.1,4.6,-77.0,21.8,5.327617541712692,1,475.24,0.16079595988936524,1,2955.5468951271305,2955.5468951271305
G022.988-00.360,G022.982-00.356,22.989,-0.359,151,4.8,4.5,-29.0,21.7,3.5139295606819165,1,470.89,0.22785458945210182,1,2066.625039821669,2066.625039821669
G023.041-00.399,G023.029-00.405,23.042,-0.399,151,4.6,4.6,-31.0,17.9,3.367515828986837,1,320.40999999999997,0.21850368907460546,1,1466.3825647840656,1466.3825647840656
G022.952-00.317,G022.947-00.315,22.953,-0.317,43,4.6,4.6,-25.0,25.1,0.9589614612346621,1,630.0100000000001,0.22742099378963299,1,2770.2367732275698,2770.2367732275698
G022.724-00.010,G022.724-00.010,22.724,-0.01,42,12.7,5.8,-2.0,27.4,2.585996175038265,1,750.7599999999999,0.18815744551873614,1,3990.0626729397295,3990.0626729397295
G023.240-00.240,G023.250-00.240,23.24,-0.24,113,4.8,4.5,-20.0,20.6,2.6296294063381227,1,424.36000000000007,0.24194433037833055,1,1753.957198899534,1753.957198899534
G023.195-00.001,G023.200+00.000,23.196,-0.001,60,10.2,4.1,0.0,28.3,2.96705972839036,1,800.89,0.30992387647102443,1,2584.150692484247,2584.150692484247
G023.264+00.077,G023.270+00.080,23.264,0.078,60,10.7,4.4,14.0,41.9,3.112503832723221,1,1755.61,0.2591168422903817,1,6775.360429996902,6775.360429996902
G023.423-00.216,G023.430-00.210,23.424,-0.215,96,5.9,3.9,-22.0,23.7,2.745984689804412,1,561.6899999999999,0.2833840084083189,1,1982.080792613671,1982.080792613671
G023.581-00.400,G023.613-00.376,23.581,-0.4,365,5.4,4.1,-37.0,29.0,9.555677654668955,1,841.0,0.24217486331028112,1,3472.697325000603,3472.697325000603
G023.661-00.252,G023.661-00.252,23.661,-0.252,56,11.2,4.8,-49.0,20.7,3.04075140791901,1,428.48999999999995,0.18303182427917317,1,2341.0682906511192,2341.0682906511192
G023.572-00.020,G023.538-00.041,23.572,-0.019,351,5.5,4.1,-1.0,27.9,9.359328113819592,1,778.41,0.30786458921239723,1,2528.416801657469,2528.416801657469
G023.585+00.029,G023.585+00.029,23.585,0.029,42,5.5,4.1,2.0,24.7,1.119919603363028,1,610.0899999999999,0.305818984875079,1,1994.9382810527918,1994.9382810527918
G023.689-00.205,G023.710-00.200,23.69,-0.205,57,10.7,4.5,-38.0,29.0,2.95687864108706,1,841.0,0.21458537116038914,1,3919.18608175487,3919.18608175487
G023.708-00.205,G023.710-00.200,23.708,-0.205,41,10.7,4.5,-38.0,29.0,2.126877619027534,1,841.0,0.21458537116038914,1,3919.18608175487,3919.18608175487
G023.703-00.197,G023.710-00.200,23.703,-0.196,23,10.7,4.5,-36.0,29.0,1.1931264692105679,1,841.0,0.21746566875554635,1,3867.2770962545355,3867.2770962545355
G023.872-00.119,G023.869-00.119,23.873,-0.119,60,10.8,4.6,-22.0,28.9,3.141592653589793,1,835.2099999999999,0.2320152026144001,1,3599.8072134440486,3599.8072134440486
G022.879+00.645,S57,22.879,0.645,422,2.4,6.4,27.0,27.4,4.91019296227738,1,750.7599999999999,0.13418022384945588,1,5595.161331988226,5595.161331988226
G023.097+00.527,G023.115+00.556; S58,23.097,0.527,394,2.4,6.4,22.0,28.0,4.584398168571772,1,784.0,0.13872827776810998,1,5651.3352044237745,5651.3352044237745
G023.276+00.314,G023.281+00.298,23.277,0.314,147,6.2,3.7,34.0,22.6,4.418591889632311,1,510.76000000000005,0.27698012568193087,1,1844.0312233323536,1844.0312233323536
G023.705+00.165,G023.706+00.171,23.706,0.166,46,6.0,3.8,17.0,25.8,1.3380857598623193,1,665.64,0.3014812001819833,1,2207.8988659929682,2207.8988659929682
G023.708+00.174,G023.706+00.171,23.708,0.174,171,7.8,3.9,23.0,25.8,6.466444878638991,1,665.64,0.28150106513702655,1,2364.609170043409,2364.609170043409
G023.713+00.175,G023.706+00.171,23.713,0.176,44,7.8,3.9,23.0,25.8,1.6638805535679273,1,665.64,0.28150106513702655,1,2364.609170043409,2364.609170043409
G023.897+00.064,G023.909+00.066,23.897,0.064,25,3.0,5.9,3.0,15.7,0.363610260832152,1,246.48999999999998,0.18164259511613887,1,1357.0054966589687,1357.0054966589687
G023.907+00.074,G023.909+00.066,23.907,0.074,49,3.0,5.9,3.0,15.7,0.7126761112310178,1,246.48999999999998,0.18164259511613887,1,1357.0054966589687,1357.0054966589687
G023.787+00.223,G023.817+00.224,23.787,0.224,189,9.4,3.8,36.0,22.1,8.613199858592017,1,488.4100000000001,0.2656131676231703,1,1838.8019102009102,1838.8019102009102
G023.980-00.110,G023.998-00.099,23.981,-0.11,47,10.7,4.6,-20.0,50.3,2.4381280022998566,1,2530.0899999999997,0.23512945418950246,1,10760.412848833796,10760.412848833796
G024.126-00.066,G024.132-00.067,24.126,-0.066,119,10.2,4.3,-11.0,22.8,5.884668461307548,1,519.84,0.272013178931797,1,1911.0838748380706,1911.0838748380706
G024.217-00.044,G024.217-00.053,24.217,-0.044,60,10.4,4.4,-7.0,34.8,3.0252373701235045,1,1211.0399999999997,0.27149555172576695,1,4460.625569376734,4460.625569376734
G023.957+00.149,G023.956+00.152,23.958,0.149,97,4.9,4.5,12.0,28.1,2.3043194263136244,1,789.6100000000001,0.2551983263521377,1,3094.1033637910687,3094.1033637910687
G024.138+00.123,G024.135+00.122,24.138,0.123,88,8.9,3.7,19.0,28.2,3.7970607504498854,1,795.24,0.30611037978860783,1,2597.886424332206,2597.886424332206
G024.185+00.211,G024.194+00.203,24.185,0.212,178,9.1,3.7,33.0,13.5,7.853012006612264,1,182.25,0.2788328286679058,1,653.6174412126434,653.6174412126434
G024.347+00.088,G024.392+00.072,24.348,0.089,248,9.2,3.8,14.0,20.5,11.061508948195172,1,420.25,0.30757152441853397,1,1366.348854285147,1366.348854285147
G024.139+00.432,G024.139+00.427,24.139,0.432,161,5.8,4.0,43.0,30.4,4.527190154200847,1,924.16,0.23942290601023258,1,3859.948136961059,3859.948136961059
G024.456+00.489,G024.467+00.489,24.457,0.489,114,5.8,4.0,49.0,30.3,3.205588059496252,1,918.09,0.23003499958579074,1,3991.088319834572,3991.088319834572
G024.493-00.219,G024.460-00.246,24.494,-0.219,295,5.8,4.0,-22.0,20.7,8.295162083784161,1,428.48999999999995,0.2754018956298271,1,1555.8716435849865,1555.8716435849865
G024.507-00.225,G024.510-00.220,24.507,-0.224,60,5.8,4.0,-22.0,23.0,1.6871516102611852,1,529.0,0.2754018956298271,1,1920.8291896110945,1920.8291896110945
G024.498-00.039,G024.510-00.060,24.499,-0.039,60,9.2,3.8,-6.0,31.6,2.6761715197246385,1,998.5600000000001,0.3244206555385996,1,3077.9791081495773,3077.9791081495773
G024.713-00.125,G024.713-00.125,24.713,-0.125,42,7.7,3.8,-16.0,22.9,1.5678874447082394,1,524.41,0.30349778934489635,1,1727.8873797794222,1727.8873797794222
G024.724-00.084,G024.720-00.085,24.724,-0.083,254,9.1,3.8,-13.0,21.6,11.205983425165815,1,466.56000000000006,0.3096288513848213,1,1506.8363232731735,1506.8363232731735
G024.507+00.239,G024.484+00.211,24.508,0.24,369,8.8,3.7,36.0,28.9,15.742869852988852,1,835.2099999999999,0.2733115687346511,1,3055.8896715084784,3055.8896715084784
G024.734+00.087,G024.739+00.083,24.735,0.087,85,6.4,3.8,9.0,17.3,2.637386425235876,1,299.29,0.31799669615224324,1,941.1733002933865,941.1733002933865
G024.728+00.159,G024.735+00.159,24.729,0.159,75,6.3,3.8,17.0,19.2,2.2907446432425576,1,368.64,0.3014812001819833,1,1222.7628116694425,1222.7628116694425
G024.844+00.093,G024.805+00.098,24.844,0.094,250,6.3,3.8,10.0,26.9,7.635815477475191,1,723.6099999999999,0.31588376909373994,1,2290.74764454031,2290.74764454031
G025.286+00.298,G025.294+00.307; S60,25.287,0.298,201,2.9,6.0,15.0,24.4,2.8259789471874854,1,595.3599999999999,0.16295426273207933,1,3653.5405089639103,3653.5405089639103
G025.291-00.303,G025.264-00.317,25.292,-0.302,283,11.2,5.0,-58.0,25.1,15.366654436447854,1,630.0100000000001,0.16279914207484855,1,3869.8606882728327,3869.8606882728327
G025.386-00.347,G025.386-00.347,25.386,-0.347,217,11.2,5.1,-68.0,34.3,11.782911705686162,1,1176.4899999999998,0.14800988891214995,1,7948.72564696198,7948.72564696198
G025.382-00.151,G025.382-00.177,25.383,-0.151,456,4.0,5.2,-10.0,23.7,8.843001543437937,1,561.6899999999999,0.21174322264082698,1,2652.69411221145,2652.69411221145
G025.460-00.210,G025.460-00.210,25.46,-0.21,60,7.7,3.7,-28.0,29.6,2.239839206726056,1,876.1600000000001,0.2882838990469155,1,3039.2262727701395,3039.2262727701395
G025.401+00.021,G025.396+00.034,25.401,0.022,28,17.3,10.2,6.0,18.2,2.348437471294593,1,331.23999999999995,0.052115872907770595,1,6355.8371282813405,6355.8371282813405
G025.397+00.033,G025.396+00.034,25.398,0.034,39,17.3,10.2,10.0,18.2,3.2710379064460393,1,331.23999999999995,0.050744482765395886,1,6527.606193788657,6527.606193788657
G026.521-00.317,G026.555-00.305,26.521,-0.316,397,9.1,4.1,-50.0,24.7,17.514863857444205,1,610.0899999999999,0.2220701613858923,1,2747.2848949744484,2747.2848949744484
G026.610-00.212,G026.610-00.212,26.61,-0.212,42,8.8,4.0,-32.0,28.7,1.791871365380845,1,823.6899999999999,0.2576403970526518,1,3197.0529832387633,3197.0529832387633
G025.305+00.532,G025.305+00.532,25.305,0.532,42,7.7,3.8,71.0,25.2,1.5678874447082394,1,635.04,0.21033629612245117,1,3019.165078528813,3019.165078528813
G025.398+00.562,G025.398+00.562,25.398,0.562,42,14.0,7.3,137.0,26.6,2.8507044449240717,1,707.5600000000001,0.0498345072097914,1,14198.193974736041,14198.193974736041
G025.796+00.239,G025.800+00.240,25.797,0.24,24,6.6,3.9,27.0,31.8,0.767944870877505,1,1011.24,0.27409357555165414,1,3689.3969439624,3689.3969439624
G025.867+00.118,G025.790-00.140,25.867,0.119,644,8.0,3.7,16.0,29.1,24.97760085076329,1,846.8100000000001,0.31229421965643683,1,2711.57756596199,2711.57756596199
G026.443+01.741,S61,26.443,1.742,201,2.6,6.2,80.0,29.8,2.533636297478435,1,888.0400000000001,0.09978255557686719,1,8899.752014428024,8899.752014428024
G026.319-00.015,G026.317-00.012,26.319,-0.015,42,6.0,4.1,-1.0,38.0,1.2217304763960306,1,1444.0,0.30786458921239723,1,4690.3737896396315,4690.3737896396315
G026.597-00.024,G026.600-00.020,26.598,-0.024,26,1.8,6.9,0.0,25.8,0.22689280275926285,1,665.64,0.13925777436991912,1,4779.9126692332375,4779.9126692332375
G026.645+00.018,G026.644+00.020,26.645,0.019,42,7.6,3.9,2.0,24.9,1.5475252701016389,1,620.0099999999999,0.3238032995775233,1,1914.7735702784596,1914.7735702784596
G026.595+00.095,G026.597+00.093,26.596,0.095,60,9.2,4.1,15.0,32.2,2.6761715197246385,1,1036.8400000000001,0.28043072017373744,1,3697.312474744702,3697.312474744702
G026.797-00.113,G026.600-00.106,26.797,-0.112,783,10.8,5.0,-21.0,16.0,40.9977841293468,1,256.0,0.20834260215251713,1,1228.7453327121032,1228.7453327121032
G026.984-00.062,G026.981-00.066,26.985,-0.062,155,10.2,4.7,-10.0,33.0,7.664904298341764,1,1089.0,0.2442595695447392,1,4458.371895233099,4458.371895233099
G026.542+00.419,G026.536+00.416,26.542,0.419,102,9.9,4.4,72.0,32.8,4.895648551844094,1,1075.84,0.17602260456848365,1,6111.942285125271,6111.942285125271
G027.182-00.083,G027.190-00.080,27.183,-0.083,16,13.2,6.8,-19.0,25.6,1.02392649450334,1,655.3600000000001,0.1262458844815665,1,5191.139518656475,5191.139518656475
G027.186-00.083,G027.190-00.080,27.186,-0.082,16,13.2,6.8,-18.0,25.6,1.02392649450334,1,655.3600000000001,0.12709033542031234,1,5156.647024595519,5156.647024595519
