ID,Name,RAJ2000,DEJ2000,zlambda,lambda,Ng,iLum,MWLc,e_MWLc,dist_to_5th_neighbor_Mpc,neighbor_density_knn,feed_proxy,lensing_tightness,ambient_smoothing_proxy,choke_L1,choke_L2,feed_times_tightness
21919,RMJ085941.4+093347.3,134.9225277,9.5631389,0.4575,49.09,66,27.854,4.445,0.728,73.97596605857838,2.470176944660892e-06,49.09,4.445,2.470176944660892e-06,88335797.34910667,1799466.2324120323,218.20505000000003
4145,RMJ085708.2+095858.1,134.2842221,9.9828155,0.4527,72.39,90,46.636,6.491,0.735,88.24700393116598,1.4551242928562354e-06,72.39,6.491,1.4551242928562354e-06,322916394.36358714,4460787.323713043,469.88349
1838,RMJ085736.1+100028.1,134.400379,10.0077979,0.1657,39.64,55,27.066,3.84,0.424,69.73056233522621,2.949378413803367e-06,39.64,3.84,2.949378413803367e-06,51610061.051375225,1301969.249530152,152.2176
10138,RMJ085233.4+094812.7,133.1391181,9.8035416,0.3429,39.88,99,30.21,3.778,0.454,71.34053073784794,2.754171577572211e-06,39.88,3.778,2.754171577572211e-06,54704885.21009716,1371737.3422792668,150.66664
7474,RMJ085428.7+100814.7,133.6196933,10.137427,0.3151,34.77,71,24.001,3.346,0.411,91.6767415814625,1.2978439979802589e-06,34.77,3.346,1.2978439979802589e-06,89641297.55275074,2578121.8738208436,116.34042000000001
7813,RMJ085411.2+100837.9,133.5467341,10.1438653,0.1166,22.03,25,15.698,2.2,0.363,77.90254528619832,2.1151689257593357e-06,22.03,2.2,2.1151689257593357e-06,22913536.31842948,1040106.0516763268,48.46600000000001
74241,RMJ085448.7+101438.2,133.7030501,10.2439439,0.3614,19.94,71,13.745,1.969,0.422,61.92741936842243,4.21066851028421e-06,19.94,1.969,4.21066851028421e-06,9324376.854674302,467621.7078572869,39.261860000000006
32868,RMJ085304.2+102128.6,133.267338,10.3579498,0.3525,26.9,56,19.951,2.646,0.407,62.157263686593765,4.164130557595955e-06,26.9,2.646,4.164130557595955e-06,17092979.918740176,635426.7627784453,71.17739999999999
13115,RMJ084349.2+084420.2,130.9551211,8.7389441,0.247,28.94,64,22.959,2.837,0.398,55.74941574792904,5.77137161215287e-06,28.94,2.837,5.77137161215287e-06,14225869.60560898,491564.25727743533,82.10278000000001
39187,RMJ084341.4+101947.6,130.9226808,10.329885,0.4629,33.44,46,22.912,2.834,0.649,85.58014125263533,1.5954419354928988e-06,33.44,2.834,1.5954419354928988e-06,59399817.625278786,1776310.3356841744,94.76895999999999
4473,RMJ084843.3+101646.8,132.1805232,10.2796765,0.4226,63.37,87,41.441,5.757,0.645,87.01598269557265,1.5177593344279011e-06,63.37,5.757,1.5177593344279011e-06,240368207.08305138,3793091.4799282216,364.82108999999997
29069,RMJ085043.4+104525.4,132.6806399,10.7570472,0.4811,37.91,45,28.234,3.115,0.752,95.74955651771424,1.1391730094192757e-06,37.91,3.115,1.1391730094192757e-06,103662612.2841511,2734439.785917993,118.08964999999999
33928,RMJ084557.1+105649.7,131.4877146,10.9471305,0.3516,25.04,76,20.001,2.459,0.429,64.26270538015761,3.768104907294016e-06,25.04,2.459,3.768104907294016e-06,16340670.3143564,652582.6802857987,61.57336
44395,RMJ084654.2+113245.2,131.7259787,11.5458941,0.3598,20.45,55,21.936,1.954,0.404,60.894090977118395,4.428682486934954e-06,20.45,1.954,4.428682486934954e-06,9022841.469869163,441214.74180289306,39.9593
48976,RMJ082532.0+072735.8,126.3832025,7.4599342,0.4757,34.76,56,23.704,2.784,0.696,66.54591770044631,3.393405381879853e-06,34.76,2.784,3.393405381879853e-06,28517618.471622467,820414.8006795878,96.77183999999998
13292,RMJ083002.1+082737.5,127.5088752,8.4604202,0.2602,24.49,36,18.298,2.347,0.412,59.880332920614755,4.657441206295184e-06,24.49,2.347,4.657441206295184e-06,12341117.676871669,503924.77243248955,57.47803
4874,RMJ083035.5+083416.3,127.6480495,8.5711936,0.4049,54.88,101,40.148,5.071,0.542,74.5809117707373,2.4105543883794e-06,54.88,5.071,2.4105543883794e-06,115449160.30170839,2103665.4573926455,278.29648
4498,RMJ082718.4+082158.1,126.8267511,8.3661382,0.3327,53.32,116,33.04,4.972,0.492,60.919871656181925,4.423062343879639e-06,53.32,4.972,4.423062343879639e-06,59937441.38986393,1124108.053073217,265.10704000000004
27016,RMJ082933.9+084000.9,127.3910653,8.6669159,0.2697,22.18,40,21.266,2.057,0.429,68.71252373187053,3.0824234507930054e-06,22.18,2.057,3.0824234507930054e-06,14801425.154049613,667332.0628516508,45.62426
33809,RMJ082814.5+083735.6,127.0602928,8.6265449,0.4926,36.01,49,23.13,3.063,0.732,90.83139726788495,1.334418379036388e-06,36.01,3.063,1.334418379036388e-06,82656707.77080348,2295382.0541739375,110.29863
1944,RMJ082452.7+082949.3,126.2194736,8.4970155,0.19,42.44,64,32.422,4.074,0.442,83.35109877847293,1.7268953182261456e-06,42.44,4.074,1.7268953182261456e-06,100122200.90885542,2359147.0525178,172.90055999999998
19347,RMJ082306.7+082028.9,125.7777088,8.3413583,0.373,29.11,68,19.26,2.843,0.408,59.6496591886108,4.711683395280672e-06,29.11,2.843,4.711683395280672e-06,17564790.13061319,603393.683634943,82.75972999999999
43014,RMJ082215.2+082233.7,125.5633024,8.3760211,0.3758,31.23,88,18.398,2.97,0.525,58.76630619363266,4.927365962401527e-06,31.23,2.97,4.927365962401527e-06,18824073.69530829,602756.1221680528,92.7531
25496,RMJ082612.6+082411.6,126.5524114,8.4032282,0.2108,21.8,45,18.41,2.12,0.403,71.7638502702308,2.705719712986489e-06,21.8,2.12,2.705719712986489e-06,17080852.749891162,783525.3554995947,46.216
38393,RMJ082703.2+084019.7,126.7634808,8.6721378,0.4461,31.34,61,27.982,2.871,0.568,79.75938815656036,1.970854478735071e-06,31.34,2.871,1.970854478735071e-06,45653872.96262934,1456728.5565612423,89.97714
4210,RMJ082708.7+092303.5,126.786339,9.3842931,0.3642,51.25,101,37.384,4.788,0.472,68.63921908739,3.092309811317706e-06,51.25,4.788,3.092309811317706e-06,79353303.83194551,1548357.1479404,245.38500000000002
3558,RMJ083109.0+084703.9,127.7873675,8.7844244,0.4094,59.54,108,42.5,5.476,0.553,74.25827150280861,2.442111518203848e-06,59.54,5.476,2.442111518203848e-06,133507842.52465275,2242321.8428729046,326.04104
3690,RMJ082957.5+092853.5,127.4895413,9.4815277,0.4246,68.61,101,48.377,6.227,0.632,87.39130454111825,1.4982881093735622e-06,68.61,6.227,1.4982881093735622e-06,285148408.5918748,4156076.49893419,427.23447000000004
17239,RMJ083016.6+093325.8,127.5690082,9.5571567,0.4448,34.19,58,22.601,3.095,0.609,85.7402931078596,1.5865183824581169e-06,34.19,3.095,1.5865183824581169e-06,66698281.70288694,1950812.568086778,105.81805
13643,RMJ082741.0+092144.3,126.9209639,9.3623026,0.4653,53.08,79,38.535,4.855,0.723,96.07080170294131,1.127783549409554e-06,53.08,4.855,1.127783549409554e-06,228504308.41531557,4304904.077153647,257.7034
22686,RMJ083156.4+100552.9,127.9848075,10.0980176,0.3085,27.52,61,17.841,2.701,0.411,88.24082709059257,1.4554298894914561e-06,27.52,2.701,1.4554298894914561e-06,51071865.80177509,1855809.0770993857,74.33152
22038,RMJ082132.2+084129.9,125.3843075,8.6916363,0.2716,24.95,57,17.944,2.462,0.397,48.24778656545122,8.90364461876916e-06,24.95,2.462,8.90364461876916e-06,6899073.652435564,276515.97805352963,61.4269
4722,RMJ082328.0+090530.5,125.8665775,9.091794,0.1818,36.13,58,23.947,3.484,0.458,80.91384412696593,1.887693569853552e-06,36.13,3.484,1.887693569853552e-06,66682920.36920251,1845638.537758165,125.87692000000001
38242,RMJ082250.5+090904.3,125.7104054,9.1512067,0.3874,22.12,47,14.878,2.092,0.434,67.56878518512912,3.2416167478449534e-06,22.12,2.092,3.2416167478449534e-06,14275296.43372059,645356.9816329381,46.275040000000004
1557,RMJ081641.9+092354.0,124.1744518,9.3983392,0.2705,61.5,109,34.309,5.728,0.496,47.60035012075838,9.271917496826921e-06,61.5,5.728,9.271917496826921e-06,37993435.56719051,617779.4401169189,352.272
30913,RMJ081802.6+095035.7,124.510709,9.8432472,0.3391,26.04,64,17.384,2.571,0.398,69.138703151809,3.0257727867272367e-06,26.04,2.571,3.0257727867272367e-06,22126195.428049244,849700.2852553473,66.94884
26710,RMJ081905.2+100600.8,124.7716984,10.1002236,0.226,25.07,47,15.514,2.414,0.45,75.60342338511438,2.314065334621379e-06,25.07,2.414,2.314065334621379e-06,26152666.951342564,1043185.7579314943,60.518980000000006
18580,RMJ082554.1+094308.1,126.4756039,9.7189207,0.3305,30.29,63,23.727,2.946,0.41,67.09375284869297,3.310958569010371e-06,30.29,2.946,3.310958569010371e-06,26951210.092209548,889772.5352330654,89.23434
3400,RMJ082631.3+095726.0,126.6302135,9.9572127,0.3765,56.89,105,39.773,5.285,0.482,88.88032994118916,1.424239497595945e-06,56.89,5.285,1.424239497595945e-06,211104698.68832266,3710752.3059996953,300.66365
13148,RMJ082854.3+103408.2,127.2261811,10.5689579,0.3471,32.09,72,26.593,3.102,0.41,70.17917359187646,2.8931786435328e-06,32.09,3.102,2.8931786435328e-06,34406164.38342359,1072177.1387791708,99.54318
25448,RMJ082351.5+102441.3,125.9645086,10.4114778,0.3295,23.04,51,20.699,2.255,0.394,64.43858579670457,3.7373347433106948e-06,23.04,2.255,3.7373347433106948e-06,13901671.530224185,603371.1601659802,51.9552
34089,RMJ083755.5+100047.6,129.4811817,10.0132103,0.3144,22.81,49,20.145,2.09,0.445,65.02242159647744,3.6375634796855994e-06,22.81,2.09,3.6375634796855994e-06,13105723.176031128,574560.419817235,47.67289999999999
2489,RMJ083922.7+100513.4,129.8446363,10.0870443,0.3017,56.17,108,34.055,5.248,0.461,75.51340162740412,2.3223512016198747e-06,56.17,5.248,2.3223512016198747e-06,126931774.91603614,2259778.795015776,294.78016
17741,RMJ083535.1+100953.2,128.8964367,10.1647765,0.3956,35.17,80,26.952,3.357,0.46,95.06153271731867,1.1640873317217895e-06,35.17,3.357,1.1640873317217895e-06,101423395.6359359,2883804.254647026,118.06569000000002
30763,RMJ083956.1+105138.6,129.9838926,10.8607221,0.3469,21.61,48,15.134,2.092,0.398,66.97282060215791,3.3289266831498134e-06,21.61,2.092,3.3289266831498134e-06,13580389.20737789,628430.7823867603,45.20812
6180,RMJ083303.5+105639.4,128.264551,10.9442709,0.3526,41.07,92,32.724,3.886,0.452,77.17060856622959,2.1759265166654382e-06,41.07,3.886,2.1759265166654382e-06,73347155.23600523,1785905.8981252795,159.59802000000002
8478,RMJ083531.2+110321.2,128.8801776,11.055886,0.3364,42.79,88,33.362,4.049,0.446,66.9798395717913,3.3278802554337567e-06,42.79,4.049,3.3278802554337567e-06,52062182.741433315,1216690.4122793484,173.25671000000003
30117,RMJ083948.2+112035.4,129.9507618,11.3431619,0.4532,32.39,56,21.274,2.766,0.632,55.11243109031491,5.973808459652885e-06,32.39,2.766,5.973808459652885e-06,14997256.876429172,463021.2064349853,89.59074
4555,RMJ084112.6+113742.0,130.3024819,11.6283294,0.466,74.11,72,38.664,6.54,0.856,68.63963600729026,3.092253463218757e-06,74.11,6.54,3.092253463218757e-06,156739868.11401042,2114962.4627447096,484.6794
27228,RMJ084336.1+122925.4,130.900394,12.4903771,0.4485,32.95,50,21.438,2.789,0.632,65.33099528170695,3.5862633387163396e-06,32.95,2.789,3.5862633387163396e-06,25624875.06366268,777689.6832674562,91.89755000000001
36819,RMJ084049.2+123632.8,130.2049763,12.6091173,0.4509,38.08,67,20.878,3.406,0.69,52.24968544765339,7.010499444254145e-06,38.08,3.406,7.010499444254145e-06,18500890.13362713,485842.7030889478,129.70048
66268,RMJ084103.4+124204.7,130.2642776,12.701314,0.4366,28.2,58,14.032,2.393,0.559,82.90373559602492,1.755002339859786e-06,28.2,2.393,1.755002339859786e-06,38451572.665932424,1363530.9456004407,67.48259999999999
23487,RMJ083534.5+120127.1,128.8936388,12.0242038,0.4425,45.74,61,26.82,4.12,0.73,68.13558927584359,3.16138909652921e-06,45.74,4.12,3.16138909652921e-06,59609492.61414612,1303224.5871042002,188.4488
44186,RMJ083751.2+130128.0,129.4634533,13.0244401,0.4593,30.9,53,17.722,2.436,0.6,68.13558927584359,3.16138909652921e-06,30.9,2.436,3.16138909652921e-06,23809913.206393734,770547.3529577261,75.27239999999999
16383,RMJ083400.3+125331.6,128.5011369,12.8921118,0.3271,32.3,68,27.123,3.118,0.416,78.39304505669818,2.0757134392547393e-06,32.3,3.118,2.0757134392547393e-06,48518932.38026114,1502134.1294198497,100.71139999999998
15840,RMJ083532.2+131526.7,128.8839721,13.2574253,0.279,21.93,56,19.29,2.127,0.397,51.593024962576116,7.281603459227231e-06,21.93,2.127,7.281603459227231e-06,6405884.399114239,292105.9917516753,46.645109999999995
50417,RMJ083323.6+131359.7,128.3484038,13.2332381,0.2877,20.9,55,15.275,1.979,0.418,71.4376873657174,2.7429496745788204e-06,20.9,1.979,2.7429496745788204e-06,15079059.008383373,721486.0769561422,41.3611
21075,RMJ083759.9+135215.2,129.4996573,13.8709005,0.2788,20.37,46,16.067,1.902,0.395,50.2556223675314,7.878545236668706e-06,20.37,1.902,7.878545236668706e-06,4917626.139871231,241415.1271414448,38.74374
6522,RMJ083619.5+140804.5,129.0810466,14.1345714,0.3503,43.18,97,31.671,4.078,0.45,62.157609265632026,4.164061103755163e-06,43.18,4.078,4.164061103755163e-06,42287573.50395346,979332.4109299087,176.08804
17846,RMJ090006.9+094422.4,135.0285531,9.7395431,0.4743,33.75,53,21.884,2.687,0.678,76.80963557894323,2.2067487341915535e-06,33.75,2.687,2.2067487341915535e-06,41094959.564222015,1217628.431532504,90.68625
18631,RMJ085919.1+095412.8,134.8294382,9.9035692,0.4944,46.46,54,24.095,3.969,0.892,76.55216686310592,2.229089649798931e-06,46.46,3.969,2.229089649798931e-06,82724236.78277512,1780547.4985530586,184.39974
78739,RMJ090434.2+105944.1,136.1426659,10.9955873,0.3678,20.32,54,18.328,1.97,0.424,71.99991588311075,2.6791932036570194e-06,20.32,1.97,2.6791932036570194e-06,14941214.37205786,735295.9828768632,40.0304
36224,RMJ090320.6+111319.1,135.8358479,11.2219622,0.3955,23.54,48,15.947,2.199,0.454,85.15907582226826,1.6192249273036753e-06,23.54,2.199,1.6192249273036753e-06,31968665.456625532,1358057.1561863015,51.76445999999999
38527,RMJ090206.9+110032.3,135.5287559,11.0089742,0.3459,21.9,51,16.373,2.107,0.414,81.56452965525398,1.8428754794569642e-06,21.9,2.107,1.8428754794569642e-06,25038750.862102166,1143321.957173615,46.1433
