ID,Name,RAJ2000,DEJ2000,zlambda,lambda,Ng,iLum,MWLc,e_MWLc,dist_to_5th_neighbor_Mpc,neighbor_density_knn,feed_proxy,lensing_tightness,ambient_smoothing_proxy,choke_L1,choke_L2,feed_times_tightness
34238,RMJ010933.0+121909.3,17.3874379,12.3192369,0.4495,30.29,49,21.531,2.583,0.584,75.2715259102541,2.3448109820362143e-06,30.29,2.583,2.3448109820362143e-06,33366898.48324484,1101581.329918945,78.23907
7895,RMJ011004.0+122803.6,17.5165589,12.4676735,0.4749,65.98,74,34.643,5.829,0.844,81.06485220565325,1.8771639890804215e-06,65.98,5.829,1.8771639890804215e-06,204882163.85847315,3105216.184578253,384.59742
14475,RMJ011246.9+122353.1,18.1954103,12.3980769,0.5462,66.71,59,36.379,5.67,1.246,73.50381815202292,2.5180845175690157e-06,66.71,5.67,2.5180845175690157e-06,150211677.71015176,2251711.553142734,378.24569999999994
43052,RMJ011505.7+122857.2,18.7736554,12.4825545,0.531,43.27,46,23.131,3.164,0.934,74.67346368232882,2.401602412544045e-06,43.27,3.164,2.401602412544045e-06,57006221.881237045,1317453.7065226957,136.90628
19937,RMJ011440.5+124347.2,18.6686509,12.7297871,0.34,23.88,53,17.418,2.363,0.382,84.16419943274579,1.6773272771516735e-06,23.88,2.363,1.6773272771516735e-06,33641878.22416091,1408788.8703584971,56.428439999999995
42012,RMJ011147.4+122204.4,17.9476278,12.3678845,0.477,38.11,55,15.503,2.884,0.772,74.84577384491332,2.385053641119546e-06,38.11,2.884,2.385053641119546e-06,46082502.34087335,1209197.1225629323,109.90924
10513,RMJ011233.2+125216.4,18.1381265,12.8712108,0.1844,23.15,41,18.825,2.299,0.387,63.84641603488617,3.842292556172302e-06,23.15,2.299,3.842292556172302e-06,13851587.098567968,598340.6954025041,53.221849999999996
9511,RMJ010245.5+110954.0,15.6895147,11.1649874,0.5056,69.29,67,36.928,5.961,1.067,60.767938675187644,4.456321195332007e-06,69.29,5.961,4.456321195332007e-06,92685798.86760782,1337650.438268261,413.03769000000005
23290,RMJ010043.8+113203.6,15.1825882,11.5343198,0.385,33.4,69,22.547,3.193,0.468,53.99779462627251,6.351436079172877e-06,33.4,3.193,6.351436079172877e-06,16790879.83734981,502720.9532140662,106.6462
27930,RMJ010008.9+113612.1,15.0372827,11.6033748,0.4337,31.64,46,21.836,2.785,0.567,59.39405883908719,4.7727752660731135e-06,31.64,2.785,4.7727752660731135e-06,18462507.678996623,583517.9418140525,88.1174
14361,RMJ010456.6+113905.5,16.2357825,11.6515331,0.5456,79.24,52,48.875,6.129,1.543,106.14164237878596,8.362624372676942e-07,79.24,6.129,8.362624372676942e-07,580753048.75201,7329038.979707345,485.6619599999999
19227,RMJ010535.3+121330.7,16.3971987,12.2251824,0.3844,38.51,73,27.717,3.643,0.479,64.03495546643384,3.8084535627479554e-06,38.51,3.643,3.8084535627479554e-06,36836980.59817581,956556.2346968531,140.29192999999998
42104,RMJ010350.1+121246.1,15.958664,12.212793,0.4795,42.14,50,22.761,3.337,0.855,59.14988355164901,4.8321267554185914e-06,42.14,3.337,4.8321267554185914e-06,29101301.99757528,690586.1888366226,140.62118
28342,RMJ010512.4+122714.2,16.301792,12.453941,0.4965,45.02,45,22.721,3.577,0.921,53.38662080116788,6.5720779079131385e-06,45.02,3.577,6.5720779079131385e-06,24503139.22878231,544272.3062812596,161.03654
18858,RMJ005916.9+114929.1,14.8202134,11.8247513,0.2187,20.93,39,17.062,1.989,0.391,76.75072046105892,2.211834446158169e-06,20.93,1.989,2.211834446158169e-06,18821377.01232954,899253.5600730788,41.62977
14323,RMJ005733.8+115624.6,14.3907116,11.940164,0.302,26.91,72,18.373,2.648,0.402,85.34313913337553,1.6087707453664242e-06,26.91,2.648,1.6087707453664242e-06,44293247.00566325,1645977.2205746283,71.25768000000001
2468,RMJ005752.9+115926.7,14.4703605,11.9907529,0.5444,140.75,88,64.421,10.786,1.999,127.70400310664111,4.801605398860388e-07,140.75,10.786,4.801605398860388e-07,3161712331.380485,22463320.29399989,1518.1295
19929,RMJ005631.6+120057.2,14.1315647,12.0158916,0.5372,61.47,55,31.763,4.632,1.325,120.2231850056953,5.754867277269655e-07,61.47,4.632,5.754867277269655e-07,494762131.39547354,8048838.968528933,284.72904
23384,RMJ010000.8+124324.9,15.0035084,12.72359,0.5028,44.69,40,26.658,3.029,0.882,41.734042226046334,1.3757155512527173e-05,44.69,3.029,1.3757155512527173e-05,9839680.148758704,220176.32912863515,135.36601
16784,RMJ010807.7+123011.8,17.0321456,12.5032774,0.4326,43.45,69,24.808,4.052,0.576,62.36308686107877,4.123036585066528e-06,43.45,4.052,4.123036585066528e-06,42701391.6484952,982770.8089412013,176.05939999999998
18118,RMJ011011.9+131349.0,17.5497797,13.2302721,0.3278,27.2,62,22.408,2.675,0.399,71.68839189539796,2.714272737616544e-06,27.2,2.675,2.714272737616544e-06,26806443.947814904,985531.027493195,72.75999999999999
3173,RMJ010436.3+125209.7,16.151249,12.8693539,0.5048,97.67,85,58.982,8.284,1.21,37.306169588324735,1.9260077023595366e-05,97.67,8.284,1.9260077023595366e-05,42009088.489562124,430112.5062922302,809.09828
15559,RMJ010534.8+125603.5,16.394978,12.9343005,0.4343,47.0,74,26.642,4.321,0.64,59.55726922701469,4.733644839804006e-06,47.0,4.321,4.733644839804006e-06,42902880.73416355,912827.2496630542,203.087
1222,RMJ010348.1+125310.1,15.9504424,12.8861406,0.5019,129.03,114,67.171,10.799,1.466,37.712719408636225,1.864388650057505e-05,129.03,10.799,1.864388650057505e-05,74737366.05063662,579224.7233250919,1393.39497
45754,RMJ010529.1+132105.2,16.3710962,13.3514489,0.5112,50.7,47,23.541,3.496,1.064,56.125477818173394,5.6561360335213e-06,50.7,3.496,5.6561360335213e-06,31337152.95203968,618089.8018153782,177.24720000000002
33665,RMJ010307.3+132405.0,15.7803543,13.4014012,0.4958,43.77,41,23.667,3.119,0.873,37.306169588324735,1.9260077023595366e-05,43.77,3.119,1.9260077023595366e-05,7088166.357421736,161941.20076357631,136.51863000000003
61732,RMJ010606.8+134034.5,16.5282096,13.6762419,0.5078,38.9,56,20.345,2.916,0.824,56.841691533730405,5.445014236097034e-06,38.9,2.916,5.445014236097034e-06,20832342.227503136,535535.7899101065,113.43239999999999
34984,RMJ010504.4+134843.2,16.2684532,13.8120068,0.5589,65.75,43,31.401,4.838,1.451,131.3111698025451,4.416670383621274e-07,65.75,4.838,4.416670383621274e-07,720222412.7470154,10953953.045581983,318.0985
10697,RMJ010721.8+141623.6,16.8410283,14.2732104,0.0818,22.49,35,20.008,2.234,0.398,93.49151814637138,1.2237236793767794e-06,22.49,2.234,1.2237236793767794e-06,41057193.58604524,1825575.526280358,50.242659999999994
29302,RMJ012959.9+102220.4,22.4997245,10.372339,0.3438,24.27,43,20.21,2.255,0.435,67.45716244765306,3.257735297451395e-06,24.27,2.255,3.257735297451395e-06,16799661.422097642,692198.6576884072,54.728849999999994
3194,RMJ012600.1+103946.5,21.5002523,10.6629093,0.2075,37.56,77,26.854,3.621,0.427,72.92046120050406,2.5790025982267834e-06,37.56,3.621,2.5790025982267834e-06,52735410.229331024,1404031.1562654693,136.00476
1955,RMJ013447.8+112609.9,23.6993243,11.4360905,0.4116,87.83,129,59.111,7.88,0.712,71.79527969216343,2.7021678645162895e-06,87.83,7.88,2.7021678645162895e-06,256127833.16993952,2916177.082658995,692.1003999999999
1492,RMJ013810.1+114839.6,24.5420675,11.811011,0.1583,41.99,69,27.056,4.049,0.449,44.887519147446426,1.1056640521234795e-05,41.99,4.049,1.1056640521234795e-05,15376959.1833499,366205.26752440823,170.01751000000002
21107,RMJ013706.0+114613.4,24.2750431,11.7703758,0.307,22.28,58,18.451,2.183,0.397,76.24289833880883,2.2563257910472953e-06,22.28,2.183,2.2563257910472953e-06,21555947.369384345,967502.1260944499,48.63724
6185,RMJ013339.5+114911.1,23.4146307,11.8197473,0.29,41.64,89,24.199,3.931,0.481,49.22645056922478,8.383095865296017e-06,41.64,3.931,8.383095865296017e-06,19525822.277378913,468919.84335684223,163.68684000000002
28563,RMJ013417.6+115840.2,23.573286,11.9778275,0.3449,20.48,48,17.004,1.934,0.394,59.49858760520469,4.747664601685509e-06,20.48,1.934,4.747664601685509e-06,8342695.477253872,407358.17760028667,39.60832
27005,RMJ013502.4+120722.2,23.7601157,12.1228294,0.4345,34.85,52,22.057,3.102,0.598,62.408853317441256,4.113972561924201e-06,34.85,3.102,4.113972561924201e-06,26277447.983133096,754015.7240497302,108.1047
19288,RMJ013316.9+115613.7,23.3204451,11.9371353,0.2868,32.89,70,23.099,3.069,0.553,48.9335875537217,8.534514658246426e-06,32.89,3.069,8.534514658246426e-06,11827199.7930741,359598.6559159045,100.93941
19847,RMJ013559.6+121830.7,23.9983748,12.3085258,0.2792,23.86,53,15.213,2.315,0.413,49.606617308130836,8.191834316506913e-06,23.86,2.315,8.191834316506913e-06,6742799.947588929,282598.48900205066,55.2359
21680,RMJ013748.2+123547.6,24.4507304,12.5965581,0.4107,34.6,56,26.527,3.236,0.521,57.8647076086525,5.1612953410500605e-06,34.6,3.236,5.1612953410500605e-06,21693313.90697373,626974.3903749634,111.96560000000001
11419,RMJ013413.0+122205.6,23.5540804,12.3682245,0.2994,30.03,74,22.245,2.923,0.414,67.51173738477434,3.249841247199868e-06,30.03,2.923,3.249841247199868e-06,27009839.350039367,899428.5497848606,87.77769
25788,RMJ013344.8+123825.1,23.4366214,12.6403132,0.4687,40.45,43,30.398,2.821,0.757,77.88628064195044,2.1164943063436576e-06,40.45,2.821,2.1164943063436576e-06,53914366.62880959,1332864.4407616712,114.10945000000001
12734,RMJ013319.5+124441.6,23.331102,12.7448803,0.3512,33.64,69,28.591,3.24,0.418,60.762239867306484,4.457575169855104e-06,33.64,3.24,4.457575169855104e-06,24451320.69495598,726852.5771390005,108.99360000000001
25202,RMJ012357.0+110055.6,20.9874025,11.0154503,0.3964,30.64,53,19.1,2.931,0.452,63.187094586544625,3.963828359871258e-06,30.64,2.931,3.963828359871258e-06,22656339.237382323,739436.6591834961,89.80584
43605,RMJ012624.2+120930.5,21.6006734,12.1584825,0.3646,21.1,53,14.949,2.012,0.408,78.37947292450357,2.0767919130429945e-06,21.1,2.012,2.0767919130429945e-06,20441720.585186582,968801.9234685584,42.4532
11782,RMJ012706.8+120617.9,21.778373,12.1049774,0.4392,40.26,53,25.022,3.768,0.536,66.96986969738849,3.3293667517295275e-06,40.26,3.768,3.3293667517295275e-06,45564124.144988105,1131746.7497513192,151.69967999999997
8867,RMJ012136.5+113100.1,20.4020256,11.5166955,0.4001,46.64,67,28.927,4.341,0.529,68.12899814767006,3.1623067294281306e-06,46.64,4.341,3.1623067294281306e-06,64024225.770348825,1372732.1134294344,202.46424000000002
16168,RMJ012135.9+114636.3,20.3996299,11.7767581,0.4742,52.53,69,30.505,4.745,0.765,37.15776130976148,1.9491774487895258e-05,52.53,4.745,1.9491774487895258e-05,12787694.119629372,243436.019791155,249.25485
55626,RMJ011946.7+115223.7,19.9446227,11.8732496,0.4817,36.48,50,18.411,2.729,0.726,39.93614546680182,1.5700069078501883e-05,36.48,2.729,1.5700069078501883e-05,6340986.113005022,173820.89125562014,99.55391999999999
30803,RMJ012159.7+121148.6,20.498544,12.1968291,0.4745,35.58,57,20.931,2.767,0.702,40.905754272252906,1.4609884566616271e-05,35.58,2.767,1.4609884566616271e-05,6738578.908758723,189392.32458568647,98.44985999999999
4723,RMJ012039.2+122347.5,20.1633158,12.3965369,0.4975,91.35,85,44.485,7.789,1.142,56.65034349569986,5.500375734016613e-06,91.35,7.789,5.500375734016613e-06,129359371.86974923,1416085.0779392363,711.5251499999999
7395,RMJ012319.6+121908.4,20.8318221,12.3190057,0.2215,28.3,52,21.773,2.793,0.38,86.93510832717786,1.521999119333014e-06,28.3,2.793,1.521999119333014e-06,51932947.26388446,1835086.4757556345,79.04190000000001
6342,RMJ012605.8+123937.0,21.5242391,12.6602669,0.1897,32.91,52,22.137,3.211,0.403,69.15894009353093,3.023117404572741e-06,32.91,3.211,3.023117404572741e-06,34955311.308835834,1062148.6268257624,105.67400999999998
35220,RMJ012621.4+124143.8,21.5890834,12.6955022,0.4787,37.68,50,24.617,2.698,0.725,56.68045628553686,5.491613789106942e-06,37.68,2.698,5.491613789106942e-06,18511979.156591833,491294.56360381714,101.66064
11009,RMJ012439.3+123727.4,21.1636192,12.6242774,0.4351,53.96,86,30.328,4.926,0.645,59.01116392347103,4.8662840778740805e-06,53.96,4.926,4.8662840778740805e-06,54622162.567238025,1012271.3596597114,265.80696
13709,RMJ012203.4+123909.5,20.5143616,12.6526505,0.4793,60.37,64,28.448,5.127,1.038,34.409495329168344,2.454511611161007e-05,60.37,5.127,2.454511611161007e-05,12610125.313426223,208880.65783379533,309.51698999999996
31888,RMJ012324.6+124946.6,20.8527012,12.8296015,0.4749,43.37,53,24.929,3.618,0.848,48.517698248261816,8.755872576263648e-06,43.37,3.618,8.755872576263648e-06,17920847.82336549,413208.388825582,156.91266
22940,RMJ013049.9+122123.1,22.707763,12.3564079,0.4287,38.11,61,23.429,3.539,0.566,62.261251621495695,4.143300755490478e-06,38.11,3.539,4.143300755490478e-06,32551653.369907044,854149.9178668864,134.87129000000002
17230,RMJ013242.5+132135.7,23.1770997,13.3599067,0.436,52.47,88,30.275,4.786,0.667,61.16594897158201,4.369893429618381e-06,52.47,4.786,4.369893429618381e-06,57466257.25422558,1095221.216966373,251.12141999999997
1089,RMJ013320.6+133239.1,23.3358855,13.5441849,0.3857,90.04,145,53.058,8.119,0.659,69.62408193745463,2.962931117995609e-06,90.04,8.119,2.962931117995609e-06,246726883.24072048,2740191.9506965843,731.03476
2010,RMJ012926.2+131112.7,22.3590533,13.1868584,0.3276,64.52,130,39.386,5.95,0.519,75.75488203943365,2.3002133578831158e-06,64.52,5.95,2.3002133578831158e-06,166894952.8896299,2586716.5667952555,383.894
2919,RMJ014122.8+121607.7,25.3449467,12.2688118,0.1893,30.62,56,21.018,2.995,0.427,72.31056831845254,2.6448112007368793e-06,30.62,2.995,2.6448112007368793e-06,34674270.87969427,1132405.972556965,91.7069
9900,RMJ014214.8+122905.6,25.5616785,12.4849027,0.2851,27.28,61,18.26,2.691,0.383,49.22645056922478,8.383095865296017e-06,27.28,2.691,8.383095865296017e-06,8756965.347837852,321003.12858643156,73.41047999999999
8498,RMJ014027.2+123836.6,25.1131331,12.6434877,0.5239,91.92,73,46.148,7.595,1.346,95.59652157013366,1.1446526808941016e-06,91.92,7.595,1.1446526808941016e-06,609907626.7000751,6635200.464535195,698.1324
9163,RMJ014043.8+124212.5,25.1824487,12.7034717,0.1732,24.02,47,21.184,2.395,0.386,54.87496744991682,6.051696967945957e-06,24.02,2.395,6.051696967945957e-06,9506077.436578238,395756.7625552972,57.5279
18151,RMJ014218.8+125538.6,25.5782645,12.9273921,0.4667,49.22,52,24.133,4.433,0.761,63.705645437504145,3.867819864635775e-06,49.22,4.433,3.867819864635775e-06,56412208.333426796,1146123.6963313045,218.19225999999998
11976,RMJ014155.3+130253.6,25.480519,13.0482109,0.209,25.88,52,21.416,2.573,0.39,58.547191727658856,4.982895671857592e-06,25.88,2.573,4.982895671857592e-06,13363562.953180583,516366.42013835337,66.58923999999999
15364,RMJ014355.5+125224.8,25.9811357,12.8735644,0.3426,22.83,72,16.586,2.233,0.409,46.89031851144199,9.699524663228551e-06,22.83,2.233,9.699524663228551e-06,5255864.773793066,230217.46709562273,50.979389999999995
29393,RMJ014403.7+130458.5,26.0155614,13.0829178,0.32,20.35,64,16.137,1.946,0.405,72.11407576763399,2.6664894788575632e-06,20.35,1.946,2.6664894788575632e-06,14851399.307589538,729798.4917734417,39.6011
20904,RMJ014428.6+130809.5,26.1189895,13.1359669,0.4732,45.24,56,26.474,3.992,0.797,47.26442821300011,9.471020464228612e-06,45.24,3.992,9.471020464228612e-06,19068492.216029566,421496.2912473379,180.59808
49728,RMJ014360.0+131230.6,25.9998949,13.2085122,0.4383,33.9,63,18.265,2.919,0.657,55.1624134824555,5.9575846532637504e-06,33.9,2.919,5.9575846532637504e-06,16609768.179423159,489963.6631098277,98.9541
18352,RMJ014227.7+131311.5,25.6154559,13.219865,0.4718,41.25,48,23.552,3.494,0.773,58.61536595798326,4.965529399989207e-06,41.25,3.494,4.965529399989207e-06,29025606.010975037,703651.0548115161,144.1275
17575,RMJ014412.8+132134.9,26.053394,13.3596886,0.4774,55.55,64,33.409,4.922,0.853,59.82789315939696,4.669698828732773e-06,55.55,4.922,4.669698828732773e-06,58551334.89929966,1054029.431130507,273.41709999999995
35184,RMJ013855.1+124605.7,24.7294335,12.7682427,0.5031,46.36,52,22.477,3.51,0.985,88.22017137777227,1.4564524441110113e-06,46.36,3.51,1.4564524441110113e-06,111725996.03780618,2409965.4020234295,162.72359999999998
6657,RMJ013623.6+131622.1,24.0983114,13.272816,0.3354,39.68,84,30.241,3.776,0.429,48.597547731862555,8.712783749433365e-06,39.68,3.776,8.712783749433365e-06,17196763.320304405,433386.1723867038,149.83167999999998
34717,RMJ014649.9+134442.1,26.7078548,13.7450179,0.4839,44.69,48,21.762,3.571,0.905,73.64460901770188,2.5036701847883002e-06,44.69,3.571,2.5036701847883002e-06,63741618.59242418,1426306.0772527228,159.58799
9296,RMJ014838.9+135704.8,27.1620296,13.9513436,0.4309,50.68,72,34.942,4.674,0.594,59.95426936537831,4.640231581706723e-06,50.68,4.674,4.640231581706723e-06,51048814.230274655,1007277.3131466979,236.87832000000003
4767,RMJ014827.6+140217.1,27.1150424,14.0380953,0.1224,27.31,36,16.631,2.714,0.409,101.05420201078725,9.690292115814531e-07,27.31,2.714,9.690292115814531e-07,76488241.13262533,2800741.161941609,74.11934
1503,RMJ014455.1+134823.1,26.2297232,13.806405,0.372,67.35,127,47.356,6.207,0.508,53.48906373655542,6.534389400004042e-06,67.35,6.207,6.534389400004042e-06,63975595.02648271,949897.4762655192,418.04144999999994
6312,RMJ014427.2+135533.3,26.1133773,13.9259107,0.2061,33.67,60,26.547,3.273,0.412,63.35831536250099,3.931779339420054e-06,33.67,3.273,3.931779339420054e-06,28028508.33848042,832447.5301003985,110.20191000000001
1589,RMJ014523.6+135531.6,26.348133,13.9254471,0.3553,68.91,127,55.538,6.345,0.514,54.15118323366751,6.297615597864305e-06,68.91,6.345,6.297615597864305e-06,69428491.34016341,1007524.1813983953,437.23394999999994
1138,RMJ014627.1+141510.6,26.6129697,14.2529348,0.3685,70.83,131,42.807,6.484,0.546,49.31730993184954,8.336847580686882e-06,70.83,6.484,8.336847580686882e-06,55088175.183138095,777752.0144449823,459.26171999999997
49790,RMJ015047.0+142120.9,27.6959158,14.3558093,0.3781,22.26,49,15.042,2.026,0.44,48.44075851613431,8.797660427610573e-06,22.26,2.026,8.797660427610573e-06,5126221.9508338915,230288.4973420436,45.09876
1911,RMJ015034.2+143925.1,27.6425827,14.656974,0.2239,49.52,85,33.846,4.695,0.451,62.486159209375934,4.098722415846406e-06,49.52,4.695,4.098722415846406e-06,56724114.59266592,1145478.8891895378,232.49640000000002
6835,RMJ014727.2+142215.4,26.8632397,14.3709307,0.3805,45.81,73,27.103,4.301,0.47,59.70797464106086,4.697891484794618e-06,45.81,4.301,4.697891484794618e-06,41939838.465343714,915517.1024960426,197.02881000000002
11289,RMJ014917.9+144016.4,27.3247593,14.6712096,0.2221,24.05,46,18.539,2.396,0.373,62.66089270765211,4.064529374006267e-06,24.05,2.396,4.064529374006267e-06,14177237.927844571,589490.1425299197,57.6238
12688,RMJ014455.0+141209.2,26.2292305,14.2025477,0.2701,24.92,64,15.697,2.463,0.397,70.64676333585965,2.836110784885162e-06,24.92,2.463,2.836110784885162e-06,21641594.653886303,868442.8031254534,61.37796000000001
3864,RMJ014346.9+141544.2,25.9455754,14.2622671,0.3396,57.13,126,41.44,5.307,0.49,36.13711622655057,2.1190417940028233e-05,57.13,5.307,2.1190417940028233e-05,14307830.589187335,250443.38507241965,303.18891
41880,RMJ014535.8+142846.3,26.3993018,14.4795365,0.3524,24.89,65,25.695,2.45,0.409,48.64440327217037,8.68763086073852e-06,24.89,2.45,8.68763086073852e-06,7019232.398050596,282010.1405404016,60.980500000000006
39973,RMJ014312.2+141837.1,25.8008491,14.310307,0.3351,20.52,56,13.433,1.966,0.407,40.94965418437442,1.456294751725081e-05,20.52,1.966,1.456294751725081e-05,2770202.938121679,135000.14318331768,40.34232
6149,RMJ014345.7+142842.0,25.9402871,14.4783197,0.3382,46.85,102,41.69,4.392,0.483,42.036340506144,1.346248697547067e-05,46.85,4.392,1.346248697547067e-05,15284337.9068752,326239.8699439744,205.76520000000002
41763,RMJ014718.1+144608.0,26.8253374,14.7688972,0.3148,20.74,62,16.495,1.987,0.408,91.34452375757425,1.312056244177659e-06,20.74,1.987,1.312056244177659e-06,31409004.13596897,1514416.7857265654,41.21038
37078,RMJ014833.0+145545.0,27.1376365,14.9291679,0.2864,21.9,53,15.855,2.114,0.405,87.5865111339343,1.4882925855784813e-06,21.9,2.114,1.4882925855784813e-06,31107189.841979265,1420419.627487638,46.29659999999999
35450,RMJ014719.2+150610.0,26.8298286,15.102778,0.3989,31.61,65,21.79,2.943,0.526,59.360683839881,4.7808301403081105e-06,31.61,2.943,4.7808301403081105e-06,19458593.438754674,615583.468483223,93.02823
29631,RMJ014652.0+151204.6,26.7165434,15.2012734,0.4427,38.63,52,19.168,3.464,0.71,65.99441182057367,3.479192931989459e-06,38.63,3.464,3.479192931989459e-06,38461310.60156035,995633.2022148678,133.81432
9982,RMJ014730.7+152329.1,26.8779143,15.3914271,0.3549,37.23,87,24.776,3.543,0.446,66.56995888328497,3.389730209699552e-06,37.23,3.543,3.389730209699552e-06,38913388.924746156,1045215.9259937189,131.90589
983,RMJ014708.4+153705.6,26.7847935,15.6182174,0.4862,143.46,112,66.601,11.941,1.608,94.96075333546628,1.167797513435571e-06,143.46,11.941,1.167797513435571e-06,1466911720.8173535,10225231.568502394,1713.0558600000002
8457,RMJ013418.3+133831.7,23.5763595,13.6421284,0.4028,51.32,87,29.161,4.724,0.582,61.60689522838315,4.276731965887491e-06,51.32,4.724,4.276731965887491e-06,56687134.460083164,1104581.731490319,242.43568000000002
11661,RMJ013617.6+140314.0,24.0732832,14.0538891,0.3354,32.94,93,26.12,3.166,0.439,42.84456708819965,1.2714893388918146e-05,32.94,3.166,1.2714893388918146e-05,8202038.098950462,248999.33512296487,104.28804
57015,RMJ013828.6+140940.8,24.6193578,14.1613367,0.4004,27.17,61,17.339,2.457,0.52,57.61491068487621,5.2287192206037315e-06,27.17,2.457,5.2287192206037315e-06,12767312.066967707,469904.75034846173,66.75669
37826,RMJ013737.8+141105.6,24.4074896,14.1848818,0.3404,23.65,70,14.21,2.185,0.494,36.13711622655057,2.1190417940028233e-05,23.65,2.185,2.1190417940028233e-05,2438614.0068708407,103112.6429966529,51.67525
9734,RMJ013821.0+142700.7,24.5874999,14.4502036,0.3468,37.65,73,22.887,3.577,0.453,44.831375821003014,1.1098231992287056e-05,37.65,3.577,1.1098231992287056e-05,12134730.116796484,322303.5887595348,134.67405
21996,RMJ013925.6+142608.3,24.8565628,14.4356326,0.3444,30.25,72,24.143,2.936,0.421,39.06774838354396,1.6770455326087527e-05,30.25,2.936,1.6770455326087527e-05,5295860.98129632,175069.7845056635,88.814
11487,RMJ013733.7+143112.1,24.3906016,14.5200304,0.4043,42.66,72,25.104,3.999,0.519,52.682409644333994,6.839165402393914e-06,42.66,3.999,6.839165402393914e-06,24944175.19720839,584720.4687578151,170.59734
9162,RMJ013815.0+144636.1,24.562504,14.776699,0.3671,48.44,97,34.368,4.526,0.491,70.54082794414637,2.8489074561366136e-06,48.44,4.526,2.8489074561366136e-06,76955620.1370294,1588679.193580293,219.23943999999997
20010,RMJ013434.9+142102.3,23.645608,14.3506434,0.4053,38.55,64,22.952,3.644,0.514,55.43347295198082,5.87061682565703e-06,38.55,3.644,5.87061682565703e-06,23928695.08806311,620718.4199238161,140.4762
17542,RMJ013135.1+144849.4,22.8960641,14.813715,0.3428,23.51,53,15.821,2.322,0.394,53.956184610106796,6.366141745781396e-06,23.51,2.322,6.366141745781396e-06,8575087.106122777,364742.114254478,54.59022
42431,RMJ013641.1+150946.8,24.1712136,15.1630089,0.4197,33.37,58,18.74,2.889,0.609,61.07614917379577,4.389196846746362e-06,33.37,2.889,4.389196846746362e-06,21964366.91406631,658206.9797442707,96.40592999999998
7070,RMJ013542.3+153139.7,23.9263626,15.5277049,0.415,50.96,76,31.554,4.716,0.555,62.2149863661827,4.152550944001867e-06,50.96,4.716,4.152550944001867e-06,57874632.54295286,1135687.451784789,240.32736000000003
16605,RMJ014017.4+144528.5,25.0725183,14.7579083,0.3864,40.55,75,28.803,3.817,0.498,60.85976037929439,4.4361812889475434e-06,40.55,3.817,4.4361812889475434e-06,34890221.99918264,860424.710214122,154.77935
19363,RMJ014108.4+153940.7,25.2849371,15.661297,0.3877,34.22,68,21.455,3.262,0.461,63.9450173931586,3.82454583890813e-06,34.22,3.262,3.82454583890813e-06,29186639.32966953,852911.7279272219,111.62563999999999
14353,RMJ014357.6+160347.1,25.9899473,16.0630862,0.4396,50.18,76,29.783,4.556,0.698,49.992434924960364,8.003632335119097e-06,50.18,4.556,8.003632335119097e-06,28564540.502046693,569241.5404951513,228.62008
7175,RMJ014345.7+161302.8,25.9405545,16.2174513,0.4429,53.2,64,28.916,4.87,0.621,47.40726991963664,9.385667443717486e-06,53.2,4.87,9.385667443717486e-06,27604216.914101712,518876.2577838667,259.084
22776,RMJ014033.8+155057.6,25.1407345,15.8493358,0.3716,32.45,61,17.824,3.117,0.443,56.80092213254939,5.456747285580254e-06,32.45,3.117,5.456747285580254e-06,18536070.062706664,571219.41641623,101.14665000000001
14792,RMJ013809.4+160838.6,24.5390757,16.1440612,0.4655,62.29,74,35.582,5.512,0.853,78.8978448811987,2.03612566685744e-06,62.29,5.512,2.03612566685744e-06,168625387.70994198,2707102.066301846,343.34247999999997
26083,RMJ014153.3+160121.9,25.4719739,16.0227507,0.4071,37.5,65,27.437,3.514,0.544,52.682409644333994,6.839165402393914e-06,37.5,3.514,6.839165402393914e-06,19267701.868107297,513805.3831495279,131.775
17013,RMJ014302.4+163206.7,25.7600237,16.5351881,0.4562,46.07,65,23.855,3.946,0.817,60.445524320358565,4.528011828059239e-06,46.07,3.946,4.528011828059239e-06,40148353.60487969,871464.1546533469,181.79222000000001
34236,RMJ013926.3+160919.1,24.8595881,16.1553088,0.4328,35.18,56,20.747,3.068,0.631,57.963301303996275,5.135002527162374e-06,35.18,3.068,5.135002527162374e-06,21018926.364510253,597468.0603897172,107.93224000000001
1554,RMJ011949.8+121934.5,19.9574568,12.3262377,0.4952,127.06,119,65.294,10.69,1.396,48.10230295678333,8.984675416213151e-06,127.06,10.69,8.984675416213151e-06,151176457.365277,1189803.694044365,1358.2713999999999
38822,RMJ012110.5+124216.7,20.2938092,12.7046492,0.49,42.79,55,24.763,3.461,0.918,40.961938512612655,1.4549849329832714e-05,42.79,3.461,1.4549849329832714e-05,10178537.704603344,237871.87905125838,148.09618999999998
26191,RMJ011648.7+124604.6,19.2031215,12.7679494,0.3655,26.38,54,20.051,2.587,0.402,62.32132896345479,4.1313299604924234e-06,26.38,2.587,4.1313299604924234e-06,16518908.112550205,626190.6032050874,68.24506000000001
17581,RMJ011757.0+124937.9,19.4876886,12.8272054,0.2115,23.27,44,16.939,2.296,0.396,78.95814160561505,2.031464539792918e-06,23.27,2.296,2.031464539792918e-06,26300198.183841445,1130219.0882613426,53.42791999999999
